"","reason.4","reason.16","reason.17","reason.19","letter.7","letter.33","letter.34","letter.58","matrix.45","matrix.46","matrix.47","matrix.55","rotate.3","rotate.4","rotate.6","rotate.8"
"486",1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
"489",1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0
"490",1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
"492",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"493",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
"495",1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"496",NA,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0
"497",1,1,NA,1,1,1,NA,1,1,0,1,1,1,1,1,1
"498",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"501",0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
"502",1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"503",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"505",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"506",0,0,1,1,0,1,0,NA,0,1,1,0,0,0,0,1
"507",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"508",1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
"509",1,1,0,0,NA,0,0,1,0,1,1,0,0,0,0,0
"510",0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
"511",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"512",0,1,NA,0,1,1,1,1,0,0,0,0,0,0,0,0
"514",1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0
"517",1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
"518",1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"519",NA,NA,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"520",0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
"521",NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,1,NA,NA,1
"522",1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
"524",1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0
"525",1,1,NA,1,0,0,1,0,1,1,0,0,0,0,0,0
"527",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"528",1,1,1,0,1,NA,1,1,0,0,0,0,0,0,1,1
"529",0,0,0,0,NA,0,0,0,0,1,0,0,0,NA,0,0
"530",NA,1,NA,1,1,1,0,1,1,1,0,1,0,1,0,0
"535",1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0
"537",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"538",0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
"539",1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"541",1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
"542",0,1,1,0,NA,1,0,0,0,0,0,0,0,0,0,0
"543",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"544",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545",1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
"546",1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0
"547",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"548",0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"549",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"550",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"551",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"552",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"554",1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0
"556",1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0
"557",1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0
"558",1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0
"559",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"560",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"561",0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"562",0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"563",0,0,0,1,NA,0,0,1,1,0,1,0,0,0,0,0
"564",0,1,1,0,1,1,0,1,1,1,0,NA,0,NA,1,1
"565",0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
"566",1,1,1,0,0,0,NA,0,0,0,1,1,0,0,0,0
"567",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"568",1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
"570",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"571",0,0,1,0,0,NA,0,1,1,0,1,0,0,0,1,0
"573",1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"574",NA,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
"575",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"578",0,NA,0,0,0,NA,0,0,0,0,1,0,0,0,0,0
"579",0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"580",0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"581",1,0,1,0,0,NA,1,1,0,0,0,0,0,0,NA,0
"583",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"584",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"585",NA,0,NA,0,NA,NA,NA,NA,0,1,NA,0,NA,1,NA,NA
"586",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"588",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
"589",1,0,0,0,0,0,0,NA,0,0,0,1,0,0,NA,0
"590",1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
"591",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"593",1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"594",1,1,1,0,0,NA,0,0,1,1,1,0,0,0,0,0
"595",1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
"596",1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0
"597",1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0
"598",1,NA,NA,1,NA,0,1,NA,NA,0,1,1,0,0,0,0
"599",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"600",0,0,NA,0,0,0,1,0,1,0,1,0,0,0,0,0
"601",0,1,0,0,0,1,0,NA,1,1,1,0,0,0,0,0
"602",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"603",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"606",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"607",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"608",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"610",0,0,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0
"611",0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
"612",0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
"613",1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
"614",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"616",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"617",0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"618",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"619",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"621",0,0,1,NA,1,1,1,1,1,1,1,NA,0,0,0,0
"622",1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,1
"624",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"625",1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0
"626",0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
"627",1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0
"628",0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
"629",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"630",NA,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"634",1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0
"635",1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"636",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"637",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"638",1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1
"639",1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
"640",0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
"641",NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA
"642",0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0
"643",1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
"644",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"645",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA
"646",0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0
"647",1,1,1,NA,1,1,1,1,1,1,0,0,0,0,1,0
"648",1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"649",1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0
"650",1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
"651",1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1
"652",1,1,0,1,1,0,1,NA,0,0,1,0,0,0,0,0
"654",NA,1,NA,NA,NA,NA,1,NA,0,1,NA,NA,NA,NA,NA,0
"656",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
"657",NA,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"658",1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0
"659",1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
"660",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"661",1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1
"662",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"663",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"664",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"667",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"668",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
"670",0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
"671",1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
"672",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"673",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA
"674",0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0
"675",1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
"676",0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"677",0,1,1,0,1,1,1,1,1,1,0,NA,1,1,1,1
"678",1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
"679",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"680",1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
"681",0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
"683",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
"684",0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"685",1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
"687",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",1,1,1,1,NA,0,1,NA,1,0,1,1,0,0,0,0
"689",1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0
"691",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"692",0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0
"693",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
"694",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"695",1,1,1,0,NA,1,1,0,NA,NA,NA,1,NA,0,NA,NA
"696",0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,1,0
"697",0,NA,0,0,NA,NA,0,NA,NA,0,0,NA,0,NA,0,0
"698",1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
"699",0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0
"700",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"701",1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1
"702",0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"703",1,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,1,0
"705",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"706",1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
"707",1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"713",1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
"714",0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0
"715",1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1
"716",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1
"717",1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
"718",0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"719",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"720",1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
"721",1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
"722",1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1
"724",NA,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
"725",1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
"727",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
"728",NA,1,1,1,1,0,1,0,1,NA,1,0,1,1,0,0
"729",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"730",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"731",1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"732",0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0
"733",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"734",1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
"735",0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
"736",0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0
"737",1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
"738",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
"739",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"740",1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
"741",1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0
"742",1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
"743",NA,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"782",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"783",1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
"784",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"785",1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"786",1,1,NA,0,0,1,1,0,1,0,0,1,0,0,1,1
"787",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"788",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"789",1,0,1,1,NA,1,1,1,1,1,1,1,0,NA,0,0
"790",1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"791",0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"792",1,1,1,0,1,0,0,0,0,0,0,0,NA,0,0,0
"793",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"795",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"796",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
"797",0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"801",1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0
"802",0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
"803",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"804",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"805",0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0
"806",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"807",1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0
"808",1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0
"809",0,1,1,0,0,1,0,NA,0,0,1,1,0,0,0,0
"812",0,0,1,1,0,NA,0,0,1,0,1,0,0,0,0,1
"813",1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1
"814",0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
"815",0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
"816",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"817",1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
"818",NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"820",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"821",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"822",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"823",1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"824",1,0,NA,1,1,1,1,1,0,0,1,0,0,0,1,1
"825",1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0
"827",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"828",1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"829",0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
"830",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"831",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"832",0,NA,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"834",1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
"835",0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0
"836",1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0
"837",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"838",0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"839",1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,0
"841",1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0
"842",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"843",0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"844",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
"845",1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
"847",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"848",1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
"849",1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"850",1,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,NA,1,NA
"851",0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
"852",0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
"853",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"855",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"856",0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
"858",NA,NA,NA,NA,NA,1,1,1,NA,1,NA,0,0,0,NA,NA
"859",0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"860",0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
"861",0,0,0,1,0,NA,0,0,1,1,0,0,0,0,0,0
"862",1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"863",1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"864",1,1,NA,1,1,1,1,1,1,1,1,0,1,0,0,0
"865",1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"866",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
"867",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"868",0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0
"869",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
"870",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"871",0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"872",1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0
"873",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
"874",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
"877",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"879",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"880",0,1,NA,0,0,1,1,0,0,1,0,0,0,0,0,0
"883",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"884",0,1,1,1,NA,1,1,0,0,0,1,0,0,0,0,0
"885",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"886",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
"889",1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
"890",1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1
"891",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
"892",0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0
"893",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
"894",NA,1,1,1,1,0,NA,NA,NA,NA,1,1,NA,0,1,NA
"895",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"896",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"897",1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
"898",1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1
"899",1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
"900",1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
"901",1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1
"902",0,0,1,1,1,1,0,0,0,0,0,0,0,NA,0,0
"903",1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0
"904",1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
"905",1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0
"906",1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0
"908",1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0
"909",0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
"910",0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0
"911",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0
"912",0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,NA
"913",0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
"914",1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1
"915",NA,NA,NA,0,1,0,NA,NA,0,0,0,0,NA,0,NA,0
"916",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0
"917",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"918",1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0
"919",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"923",1,1,NA,0,1,1,0,0,1,1,1,0,0,0,0,0
"924",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"925",0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"926",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"927",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"928",1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1
"929",0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"930",0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
"931",1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
"932",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"933",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,NA,NA
"934",1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0
"935",0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
"936",NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"937",1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1
"939",0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0
"940",1,0,1,0,1,1,1,NA,1,1,1,0,0,NA,0,0
"941",0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0
"942",1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0
"943",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"944",1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0
"945",1,1,1,0,1,0,1,0,1,1,0,1,NA,0,0,0
"946",1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
"947",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
"948",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"949",1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"950",1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0
"951",NA,NA,0,NA,NA,1,NA,NA,0,0,NA,NA,NA,0,0,NA
"952",1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0
"953",0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"954",1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
"955",1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
"957",1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
"958",1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"959",0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"961",1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
"962",1,1,1,1,0,0,0,0,1,1,NA,1,0,0,0,1
"963",1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0
"964",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"965",0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0
"966",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
"967",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"968",1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
"969",1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
"970",1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
"971",0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0
"972",1,0,1,0,1,1,1,1,NA,0,1,0,0,0,0,0
"975",0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
"976",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"977",1,1,1,NA,1,NA,1,0,1,0,1,0,0,0,0,1
"978",0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
"979",0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0
"981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA
"982",0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"983",0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
"984",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"985",0,0,NA,1,0,1,1,0,0,1,0,0,0,0,0,0
"987",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
