"","active","afraid","alert","angry","anxious","aroused","ashamed","astonished","at.ease","at.rest","attentive","blue","bored","calm","cheerful","clutched.up","confident","content","delighted","depressed","determined","distressed","drowsy","dull","elated","energetic","enthusiastic","excited","fearful","frustrated","full.of.pep","gloomy","grouchy","guilty","happy","hostile","idle","inactive","inspired","intense","interested","irritable","jittery","lively","lonely","nervous","placid","pleased","proud","quiescent","quiet","relaxed","sad","satisfied","scared","serene","sleepy","sluggish","sociable","sorry","still","strong","surprised","tense","tired","tranquil","unhappy","upset","vigorous","wakeful","warmhearted","wide.awake","alone","kindly","scornful","EA","TA","PA","NegAff","Extraversion","Neuroticism","Lie","Sociability","Impulsivity","MSQ_Round","ID","condition","MSQ_Time","TOD","TOD24","scale","exper"
"265",0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,2,1,2,0,0,1,0,0,0,2,2,0,0,0,0,1,0,NA,NA,NA,4,10,1,0,17,10,4,11,5,9,49,5,9.17,8.83,8.8,"r","FAST"
"266",1,2,2,2,2,0,2,0,0,0,2,1,0,1,1,2,1,1,1,1,2,3,1,3,0,1,0,1,1,2,0,1,0,2,1,0,2,2,0,1,2,0,2,1,1,2,1,1,0,1,3,0,2,0,3,1,1,2,1,2,3,0,0,2,1,2,2,2,0,2,2,2,NA,NA,NA,13,15,10,18,6,14,2,3,3,9,51,5,9.17,8.83,8.8,"r","FAST"
"267",0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,6,10,0,0,14,3,3,10,3,9,52,5,9.17,8.83,8.8,"r","FAST"
"268",2,0,1,0,0,1,0,0,2,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1,1,3,0,2,0,0,2,1,2,0,1,2,0,0,1,1,0,0,1,1,3,0,NA,NA,NA,12,11,12,0,17,7,1,11,6,9,53,5,9.17,8.83,8.8,"r","FAST"
"269",2,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,2,0,1,0,1,1,1,1,1,2,0,0,2,1,1,0,1,1,1,1,0,1,2,2,1,2,0,0,1,1,2,1,1,2,0,1,0,0,1,0,2,0,0,2,1,0,1,1,0,0,0,1,1,0,NA,NA,NA,14,14,13,4,16,10,1,8,6,9,54,5,9.17,8.83,8.8,"r","FAST"
"270",0,0,0,0,0,1,0,0,2,3,0,0,1,3,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,1,0,2,3,0,0,1,0,0,0,0,0,2,0,0,2,2,2,0,1,0,2,3,3,2,0,2,0,0,0,3,2,0,0,0,0,0,0,NA,NA,NA,0,3,2,0,15,8,3,8,5,9,55,5,9.17,8.83,8.8,"r","FAST"
"271",0,0,1,0,0,0,0,0,2,0,1,0,1,2,0,0,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,2,1,1,0,2,2,0,1,0,2,1,1,0,0,2,0,0,0,1,3,0,0,0,2,1,1,NA,NA,NA,9,7,5,0,14,8,3,8,4,9,56,5,9.17,8.83,8.8,"r","FAST"
"272",3,0,2,0,0,2,0,1,0,2,2,2,0,NA,3,1,3,3,3,0,3,0,0,0,1,2,2,3,0,0,2,3,0,0,3,0,1,NA,3,0,2,0,1,3,0,0,1,2,3,1,0,3,0,3,0,2,0,0,3,0,1,3,0,0,1,3,0,0,2,3,3,1,NA,NA,NA,24,NA,26,1,13,1,5,11,2,9,57,5,9.17,8.83,8.8,"r","FAST"
"273",0,0,1,0,0,0,0,0,1,2,2,1,0,2,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,2,0,1,0,2,1,1,1,0,1,0,0,0,2,2,0,0,0,NA,1,1,NA,NA,NA,NA,8,5,0,16,10,2,11,4,9,58,5,9.17,8.83,8.8,"r","FAST"
"274",0,0,2,0,1,0,0,0,2,2,1,0,2,2,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,2,0,1,0,0,1,1,1,0,0,1,0,1,2,2,1,0,0,2,1,1,NA,NA,NA,9,9,6,1,18,14,4,12,5,9,59,5,9.17,8.83,8.8,"r","FAST"
"275",0,0,0,0,0,0,0,0,3,1,0,0,1,2,1,0,2,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,3,3,0,0,2,2,0,0,3,0,0,0,0,0,1,0,NA,NA,NA,0,8,4,0,16,5,3,8,6,9,60,5,9.17,8.83,8.8,"r","FAST"
"276",2,0,2,0,0,1,0,0,2,2,2,0,1,2,2,0,2,2,1,0,1,0,1,0,1,2,2,1,0,0,2,0,0,0,2,0,1,1,1,1,2,0,0,2,0,0,0,0,1,1,1,2,0,2,0,1,1,1,2,0,1,1,0,0,1,2,0,0,0,2,2,2,NA,NA,NA,18,10,15,0,12,12,3,7,5,9,61,5,9.17,8.83,8.8,"r","FAST"
"277",0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,NA,NA,NA,11,11,4,0,11,9,2,6,4,9,62,5,9.17,8.83,8.8,"r","FAST"
"278",1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,1,1,1,3,0,0,0,1,1,0,2,0,2,0,0,1,2,1,0,1,0,0,3,3,1,0,1,0,0,1,3,1,0,0,0,1,2,0,NA,NA,NA,3,13,2,3,10,18,0,3,5,9,63,5,9.17,8.83,8.8,"r","FAST"
"279",1,0,1,0,0,1,0,0,3,0,2,0,1,3,1,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,3,0,0,1,0,0,1,1,2,1,2,3,0,2,0,1,0,1,2,0,2,1,0,0,1,1,0,0,1,2,3,2,NA,NA,NA,16,7,11,0,12,6,1,8,4,9,64,5,9.17,8.83,8.8,"r","FAST"
"280",2,0,1,1,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,3,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,NA,NA,NA,8,17,10,6,10,14,5,6,3,9,65,5,9.17,8.83,8.8,"r","FAST"
"281",1,0,1,0,0,0,0,0,2,2,1,0,2,2,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,1,0,0,3,1,1,2,2,2,0,1,0,1,2,0,1,0,2,1,0,0,2,2,0,0,0,1,2,1,NA,NA,NA,8,4,7,0,15,1,2,8,6,9,66,5,9.17,8.83,8.8,"r","FAST"
"282",3,0,3,0,0,3,0,3,3,0,3,0,0,3,3,0,3,3,3,0,3,0,0,0,3,3,3,3,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,3,0,3,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,3,3,3,NA,NA,NA,30,12,27,0,13,0,7,10,3,9,67,5,9.17,8.83,8.8,"r","FAST"
"283",0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,2,2,0,NA,0,2,0,0,1,1,1,0,1,0,0,0,0,0,2,2,1,0,0,0,3,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,NA,NA,NA,1,13,1,NA,9,4,4,5,3,9,68,5,9.17,8.83,8.8,"r","FAST"
"284",1,0,1,0,1,0,0,0,2,2,1,0,1,2,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,NA,0,0,0,3,3,0,1,0,2,1,2,0,0,2,0,0,0,1,2,0,0,0,1,1,1,NA,NA,NA,12,NA,4,0,13,10,6,6,8,9,69,5,9.17,8.83,8.8,"r","FAST"
"285",1,0,1,0,0,2,0,0,1,1,1,0,1,1,1,0,2,1,2,0,1,0,1,0,1,1,1,2,0,0,1,0,0,0,2,1,0,0,2,2,2,0,0,1,0,0,1,2,0,0,0,3,0,2,0,1,1,1,1,0,1,2,0,0,2,1,0,0,1,0,0,0,NA,NA,NA,10,13,13,1,17,16,2,10,5,9,70,5,9.17,8.83,8.8,"r","FAST"
"286",1,0,1,0,1,0,0,0,2,1,1,0,1,2,1,0,3,2,1,0,2,1,2,0,1,1,2,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,2,1,3,1,2,2,0,3,0,1,1,0,2,0,2,3,0,0,2,1,0,1,1,1,2,1,NA,NA,NA,11,6,16,2,15,3,4,10,4,9,71,5,9.17,8.83,8.8,"r","FAST"
"287",0,0,0,0,0,0,0,0,2,3,1,0,3,3,0,0,3,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,3,0,0,2,2,3,0,0,0,2,3,3,0,0,2,0,0,0,3,2,0,0,0,0,2,0,NA,NA,NA,0,2,1,0,17,8,0,11,4,9,72,5,9.17,8.83,8.8,"r","FAST"
"288",2,0,1,0,0,0,0,0,1,1,2,0,0,1,1,0,2,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,1,1,3,2,0,2,0,1,0,1,2,0,0,2,0,1,1,1,0,0,0,1,1,0,NA,NA,NA,11,11,14,1,7,11,1,4,1,9,73,5,9.17,8.83,8.8,"r","FAST"
"289",0,0,1,0,1,0,0,0,2,0,1,0,2,2,1,1,2,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,2,3,0,0,0,2,2,1,1,0,2,0,0,0,2,2,0,0,0,1,2,1,NA,NA,NA,6,9,7,1,11,6,5,9,2,9,74,5,9.17,8.83,8.8,"r","FAST"
"290",0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,1,1,1,0,0,2,0,0,0,2,1,0,0,0,1,0,0,NA,NA,NA,6,10,1,0,13,12,1,7,5,9,75,5,9.17,8.83,8.8,"r","FAST"
"291",1,0,1,0,1,0,0,0,3,3,1,0,1,0,1,0,2,2,0,0,2,1,1,1,0,1,0,1,0,0,0,0,2,0,1,0,1,2,0,1,3,0,0,0,1,0,0,2,0,1,1,3,0,2,0,0,1,1,1,1,3,2,0,0,1,1,0,1,1,1,2,1,NA,NA,NA,11,9,11,2,7,14,1,3,3,9,76,5,9.17,8.83,8.8,"r","FAST"
"292",1,0,0,0,0,1,0,0,2,1,2,0,0,1,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,2,0,1,2,1,0,2,0,2,1,2,2,0,2,1,0,0,2,1,0,0,0,1,1,0,NA,NA,NA,7,9,5,0,12,5,3,9,2,9,77,5,9.17,8.83,8.8,"r","FAST"
"293",1,0,0,0,0,0,0,0,3,3,0,0,3,3,1,0,1,2,0,0,2,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,3,3,0,0,0,0,1,0,1,1,3,1,1,3,3,1,1,2,0,3,3,1,1,0,2,0,0,0,2,3,0,0,0,0,1,0,NA,NA,NA,2,2,4,2,11,13,6,4,6,9,78,5,9.17,8.83,8.8,"r","FAST"
"294",1,0,1,0,0,1,0,0,2,2,1,0,1,2,1,1,1,1,2,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,2,1,1,1,1,2,0,2,0,2,1,1,1,0,2,2,0,0,2,2,0,0,1,1,2,1,NA,NA,NA,12,8,11,0,11,3,5,4,5,9,79,5,9.17,8.83,8.8,"r","FAST"
"295",0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,3,0,0,1,0,0,0,3,1,0,0,0,0,0,0,NA,NA,NA,1,11,0,2,13,8,4,8,5,9,80,5,9.17,8.83,8.8,"r","FAST"
"296",0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,0,0,0,1,3,3,0,0,1,0,0,0,3,1,0,0,0,0,0,0,NA,NA,NA,0,10,0,NA,12,11,3,7,2,9,81,5,9.17,8.83,8.8,"r","FAST"
"297",0,3,1,3,3,0,3,3,1,0,0,3,1,1,2,3,0,0,0,2,3,3,3,1,1,0,0,2,3,3,0,2,3,3,0,1,0,1,1,1,1,1,0,1,2,3,3,0,1,2,3,0,NA,0,3,1,3,1,3,3,1,1,0,2,3,0,2,3,2,0,2,0,NA,NA,NA,3,16,10,23,14,19,0,10,3,9,82,5,9.17,8.83,8.8,"r","FAST"
"298",1,0,2,0,2,0,0,0,3,0,2,0,2,3,2,2,2,3,0,0,1,0,1,2,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,2,1,1,1,0,1,1,0,0,1,1,0,0,0,2,0,1,NA,NA,NA,12,14,9,0,13,8,2,9,3,9,83,5,9.17,8.83,8.8,"r","FAST"
"299",2,0,1,0,0,1,0,0,3,2,2,0,3,NA,2,0,3,3,1,0,3,0,0,0,0,2,2,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,1,0,3,0,0,0,0,2,0,0,1,0,2,0,0,2,0,0,0,2,0,0,0,1,3,2,NA,NA,NA,18,NA,16,0,19,2,1,10,8,9,84,5,9.17,8.83,8.8,"r","FAST"
"300",1,1,1,1,3,0,0,0,2,1,2,1,1,2,1,1,2,1,0,1,2,3,3,2,0,1,0,3,1,2,0,1,1,0,1,0,2,1,2,2,1,1,1,0,0,2,2,1,1,2,3,1,1,1,2,1,3,2,1,1,3,1,0,2,2,2,1,1,0,1,1,1,NA,NA,NA,5,11,14,11,15,16,1,8,6,9,85,5,9.17,8.83,8.8,"r","FAST"
"301",1,0,1,0,0,1,0,0,2,1,1,0,0,2,2,0,2,2,1,0,2,0,1,0,1,2,1,1,0,0,2,0,0,0,2,0,0,0,1,2,1,0,0,2,0,0,0,2,1,0,0,2,0,2,0,2,1,0,2,0,0,1,0,0,1,1,0,0,1,2,2,1,NA,NA,NA,17,14,11,0,16,12,1,8,6,9,86,5,9.17,8.83,8.8,"r","FAST"
"302",0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,2,0,1,1,1,2,0,2,0,1,3,3,1,0,1,0,0,0,3,1,0,0,0,0,2,0,NA,NA,NA,0,9,2,0,14,10,1,5,7,9,87,5,9.17,8.83,8.8,"r","FAST"
"303",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,1,0,0,0,0,2,1,0,1,1,0,NA,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,3,3,0,0,1,0,0,2,3,0,0,0,0,0,1,0,NA,NA,NA,1,14,2,4,14,4,5,11,2,9,88,5,9.17,8.83,8.8,"r","FAST"
"304",0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,3,1,1,1,2,2,0,1,0,1,3,3,0,0,2,1,0,0,3,1,0,0,0,0,2,0,NA,NA,NA,0,6,3,0,22,7,1,11,8,9,89,5,9.17,8.83,8.8,"r","FAST"
"305",0,0,1,0,0,0,0,0,1,1,1,0,3,2,0,0,1,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,1,0,1,0,0,1,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,10,9,4,2,9,12,2,5,4,9,90,5,9.17,8.83,8.8,"r","FAST"
"306",0,0,0,0,0,1,0,0,1,2,1,0,2,2,0,0,3,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,1,1,3,0,2,0,1,3,3,0,0,1,0,0,0,3,2,0,0,0,1,0,0,NA,NA,NA,1,7,1,0,9,6,1,6,2,9,91,5,9.17,8.83,8.8,"r","FAST"
"307",0,3,0,3,3,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,3,3,3,1,0,0,0,0,3,3,0,1,0,1,1,1,3,3,3,2,0,1,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,1,2,1,1,0,3,3,0,0,0,0,0,0,0,NA,NA,NA,0,27,7,19,14,16,2,10,2,9,92,5,9.17,8.83,8.8,"r","FAST"
"308",0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,2,1,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,1,0,0,0,0,1,3,1,1,0,1,1,0,0,NA,NA,NA,4,18,1,4,15,5,2,9,3,9,93,5,9.17,8.83,8.8,"r","FAST"
"309",1,0,1,0,3,1,0,0,3,3,1,1,3,3,1,0,3,1,1,0,2,1,3,3,0,1,1,0,0,0,0,0,0,0,1,0,3,3,2,2,1,0,0,1,2,0,2,1,1,2,3,3,0,1,0,2,2,2,2,0,2,3,0,0,2,2,0,0,1,1,1,0,NA,NA,NA,7,4,13,1,16,3,2,10,4,9,94,5,9.17,8.83,8.8,"r","FAST"
"310",1,0,1,0,0,1,0,0,2,2,1,0,1,2,2,0,2,2,1,NA,0,0,1,1,1,1,2,1,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,1,1,0,1,0,0,2,0,2,0,2,0,1,2,2,1,0,2,2,0,0,1,1,0,0,1,1,2,1,NA,NA,NA,12,8,10,0,14,10,3,6,5,9,95,5,9.17,8.83,8.8,"r","FAST"
"311",1,0,1,0,0,0,0,1,3,2,2,0,2,3,2,0,3,3,2,0,2,0,3,1,2,2,2,1,0,0,2,0,1,1,3,0,2,2,1,1,2,0,1,2,0,0,3,2,2,3,1,1,0,3,0,3,2,1,2,0,3,1,0,1,2,3,0,0,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,15,4,4,11,4,9,4,2,9.2,8.83,8.83,"r","VIEW"
"312",1,0,1,0,0,1,0,0,1,2,1,0,1,2,1,0,1,1,1,0,1,0,1,0,1,1,2,1,0,0,1,0,0,0,1,0,1,1,2,1,2,0,1,1,0,0,2,1,1,1,1,2,0,1,0,1,1,1,2,0,1,2,1,0,1,1,0,0,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,7,10,5,2,4,9,6,2,9.2,8.83,8.83,"r","VIEW"
"313",0,0,0,0,0,0,0,0,2,3,0,0,2,2,1,0,2,2,1,0,0,0,3,2,1,0,1,0,0,0,0,0,1,0,1,0,3,3,0,0,1,0,1,0,1,0,2,1,0,1,2,2,0,2,0,2,2,3,1,0,2,0,0,0,2,2,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,20,4,4,11,7,9,7,2,9.2,8.83,8.83,"r","VIEW"
"314",1,0,2,0,2,1,0,0,0,1,1,0,1,0,1,0,2,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,NA,1,1,NA,0,1,0,1,0,0,1,1,1,0,0,2,0,0,1,1,0,0,0,2,1,2,NA,NA,NA,NA,NA,NA,NA,15,3,2,10,5,9,9,2,9.2,8.83,8.83,"r","VIEW"
"315",1,0,1,0,2,0,0,0,1,0,0,0,2,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,14,3,1,9,4,9,17,2,9.2,8.83,8.83,"r","VIEW"
"316",1,0,1,0,0,0,0,NA,2,1,1,0,1,2,1,0,2,1,1,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,1,0,2,2,0,0,1,1,0,0,0,0,2,1,2,1,2,2,0,2,0,2,2,2,1,0,1,0,1,0,2,2,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,11,6,2,6,2,9,18,2,9.2,8.83,8.83,"r","VIEW"
"317",0,0,0,0,0,0,0,0,3,1,0,1,1,3,1,1,1,3,0,1,1,0,3,3,0,0,0,1,0,1,0,0,1,0,1,0,2,3,1,0,1,0,0,0,1,0,3,0,1,2,3,3,1,1,0,2,3,1,1,0,3,0,0,0,3,3,1,0,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,15,12,4,10,5,9,19,2,9.2,8.83,8.83,"r","VIEW"
"318",0,0,0,0,0,0,0,0,2,1,1,0,2,2,1,0,1,1,1,0,1,0,3,1,0,1,1,1,0,0,0,0,1,0,1,1,1,2,0,0,1,1,0,1,0,0,2,0,1,1,1,2,0,1,0,2,3,2,2,0,2,2,0,0,3,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,19,7,4,12,7,9,20,2,9.2,8.83,8.83,"r","VIEW"
"319",2,0,3,0,0,2,0,0,3,2,3,0,3,3,3,0,3,3,2,NA,1,0,0,1,2,2,0,2,0,1,2,0,0,0,3,1,3,1,1,1,0,0,0,2,1,0,3,3,3,1,2,3,0,3,0,2,0,1,3,0,2,1,0,0,1,3,0,0,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,9,6,3,5,2,9,21,2,9.2,8.83,8.83,"r","VIEW"
"320",0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,5,17,2,2,2,9,22,2,9.2,8.83,8.83,"r","VIEW"
"321",2,0,2,0,1,2,0,0,2,3,3,0,2,3,2,0,2,2,1,0,1,0,0,0,1,2,0,0,0,0,2,0,0,0,2,0,2,1,NA,1,1,0,0,2,0,0,2,2,0,0,2,1,0,2,0,2,1,1,2,0,2,2,1,0,0,2,0,0,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,16,2,2,6,8,9,32,2,9.2,8.83,8.83,"r","VIEW"
"322",0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,2,2,2,0,2,0,0,0,3,2,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,11,16,3,9,1,9,45,2,9.2,8.83,8.83,"r","VIEW"
"323",1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,2,1,1,0,0,1,0,0,0,3,0,0,1,0,0,1,1,2,0,1,1,0,1,0,1,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,6,6,5,4,2,9,56,2,9.2,8.83,8.83,"r","VIEW"
"324",0,0,1,0,0,0,0,0,2,1,0,0,0,1,1,0,1,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,2,3,2,0,1,0,0,0,2,1,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,13,7,3,11,2,9,60,2,9.2,8.83,8.83,"r","VIEW"
"325",1,0,0,0,1,0,1,0,1,1,0,1,1,2,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,1,2,1,0,1,0,0,1,1,2,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,12,14,2,7,3,9,67,2,9.2,8.83,8.83,"r","VIEW"
"326",1,0,2,0,1,1,0,0,2,2,2,0,2,2,2,0,2,2,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,0,0,2,2,0,1,2,0,2,0,2,1,1,2,0,1,1,0,0,1,2,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,11,2,3,5,5,9,71,2,9.2,8.83,8.83,"r","VIEW"
"327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,17,8,0,9,6,9,73,2,9.2,8.83,8.83,"r","VIEW"
"328",0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,17,23,1,7,8,9,74,2,9.2,8.83,8.83,"r","VIEW"
"329",0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,3,2,0,0,1,0,0,1,0,0,2,0,0,0,2,2,0,0,1,1,1,0,0,0,2,0,0,0,2,1,0,0,0,0,3,3,0,0,1,0,0,1,3,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,8,16,1,2,5,9,76,2,9.2,8.83,8.83,"r","VIEW"
"330",0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,2,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,2,0,1,1,1,0,0,0,2,1,0,1,0,1,2,2,1,0,1,0,1,1,2,1,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,3,10,3,2,2,9,82,2,9.2,8.83,8.83,"r","VIEW"
"331",1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,2,0,1,1,0,0,1,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0,2,1,1,0,1,1,0,0,3,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,20,7,6,13,6,9,84,2,9.2,8.83,8.83,"r","VIEW"
