"GDP per capity, 2005 ppp, WB data",1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Seychelles,11317.3983,10271.61536,10056.06162,9796.769745,10156.85762,11203.45549,11105.02101,11513.50447,12047.58206,13292.50479,14097.95121,14332.53098,15165.6151,15871.8243,15486.65859,15077.45823,15588.49648,17249.51608,18336.91938,18316.8519,18926.20064,18480.18323,18146.0925,17263.43717,16832.33759,18002.51502,19282.53313,21026.04075,20356.77358,20382.95372,21945.15099,23172.15987
Sierra Leone,812.0005765,817.4955068,838.472639,803.1108279,816.7470005,754.2303306,742.7836404,773.7060253,699.698981,690.1252546,704.3324038,718.4081262,584.1396019,597.1098831,590.2170356,545.3380744,572.6322997,474.8850139,466.1410793,420.3555118,424.2629209,482.6273671,587.6305832,611.7282594,628.1942049,646.9881237,671.4337548,694.9982441,715.9681057,722.5079363,741.6884081,769.1550162
Singapore,15115.97815,15950.89134,16360.82473,17537.30176,18728.70669,18579.7713,18839.6063,20553.19013,22259.60158,23824.79412,25233.97549,26115.48442,27124.55537,29482.71938,31594.58167,32879.58623,33977.73508,35651.41549,33712.4725,35516.67931,38063.06351,36622.60927,37814.22104,40134.38438,43264.6342,45374.23755,47830.25834,49942.41316,48159.68977,46270.87019,52169.95908,53591.09091
Slovak Republic,,,,,11826.65449,12158.17811,12586.56893,12824.57348,13004.45767,13098.35815,12692.58162,10834.39284,10102.88003,9692.006455,10252.96488,10820.3861,11547.00135,12037.62295,12545.74014,12537.67365,12726.45514,13193.71305,13797.88191,14455.25378,15178.38465,16174.8268,17510.3539,19326.69704,20402.88841,19353.87576,20120.69302,20756.72951
Slovenia,,,,,,,,,,,16454.67881,14980.68826,14182.97966,14621.06164,15417.82407,15975.98179,16569.09997,17413.88359,18065.32831,19013.83164,19766.26283,20315.29699,21066.6121,21670.80352,22610.2203,23475.57268,24769.63065,26323.73439,27225.48029,24819.94394,25052.85592,24967.46976
Solomon Islands,,,,,,,,,,,2339.715913,2411.299506,2641.325951,2669.490826,2833.854416,2982.525845,2948.024033,2827.268727,2800.388226,2711.732574,2261.672182,2024.268783,1913.516719,1981.772741,2021.634762,2072.775217,2156.204244,2322.06377,2424.521504,2331.881297,2430.095615,2581.08613
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,8762.625987,9010.613419,8753.872535,8374.801893,8576.391125,8255.316683,8047.69771,8014.221357,8153.885102,8164.688778,7974.707562,7732.45717,7410.955176,7345.60699,7422.839409,7490.390929,7641.046592,7665.858798,7526.468032,7520.198819,7640.996917,7690.992601,7863.89859,7993.428939,8259.298685,8596.830871,8977.294238,9371.986458,9604.491043,9355.766544,9496.878744,9678.161872
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,15368.38161,15225.40321,15333.01348,15530.90116,15743.59488,16050.26864,16522.20509,17395.73556,18241.77936,19085.03661,19776.65695,20234.01895,20354.76281,20082.26992,20505.6323,21021.82943,21480.20947,22252.46395,23165.56868,24140.30709,25147.12499,25777.13127,26095.40574,26459.34904,26881.96717,27392.04339,28044.43046,28527.08873,28353.03543,27082.63438,26968.43187,27063.00162
Sri Lanka,1553.051935,1630.511898,1659.041517,1713.980482,1779.905167,1840.69473,1886.921099,1890.642301,1911.013949,1928.694107,2029.215173,2091.58178,2163.687459,2284.14499,2379.026312,2475.96678,2542.020648,2671.051616,2764.390307,2842.119862,3005.392224,3006.959574,3105.687601,3246.929457,3377.572065,3550.213338,3781.232394,4001.791901,4202.570173,4301.720147,4600.87303,4928.990343
Sudan,1063.094462,1104.75089,1131.855611,1117.739601,1029.250707,937.4528598,963.0282822,1074.303672,1046.974493,1114.994117,1029.394976,1079.58498,1121.443988,1142.356793,1123.935144,1160.743167,1198.12716,1291.140162,1313.023498,1320.539473,1396.902358,1448.517366,1491.485569,1561.969386,1553.699939,1612.988311,1751.462615,1881.429847,1959.525567,1986.196018,2023.45104,1877.718277
Suriname,6587.884685,6577.83149,6434.871502,6210.939915,5930.691398,5774.932448,5511.10601,4696.846533,5007.515937,5437.277261,5323.845658,5390.824476,5305.296748,4855.123926,4947.027324,4934.751785,4929.876619,5142.136936,5150.92813,5036.398414,4963.956106,5117.622179,5289.851299,5530.594666,5933.46796,6128.516605,6293.287967,6547.241614,6753.256376,6892.612487,7110.245259,
Swaziland,2298.288102,2558.627736,2515.604182,2471.701442,2540.010169,2541.955328,2739.851685,3006.467975,3068.23559,3329.566057,3894.18346,3853.248541,3886.939615,3928.671364,3946.378115,4054.444388,4120.248459,4154.457058,4257.063758,4376.949135,4448.161307,4493.779311,4567.658727,4663.867082,4793.153563,4904.799832,5060.154207,5230.54399,5293.431415,5296.972641,5341.501987,5348.77847
Sweden,20361.5736,20296.03397,20526.44598,20888.46453,21760.89203,22200.68563,22782.82023,23491.92817,24007.72473,24510.85595,24567.94121,24127.43888,23697.66416,23075.59458,23831.5556,24640.54026,24997.98398,25660.33598,26724.50151,27948.03235,29145.49446,29434.27256,30067.23867,30655.24124,31828.02254,32702.98278,33916.97341,34782.1783,34300.56246,32299.67999,33995.91437,35047.55917
Switzerland,28493.30088,28791.63377,28249.09086,28307.98318,29055.08873,29989.77499,30388.62275,30677.1334,31450.61042,32548.43895,33399.73239,32672.7895,32346.80009,31994.15726,32118.09523,32015.92433,32075.15207,32662.15001,33424.50479,33701.63124,34713.23698,34891.67646,34782.18162,34456.792,35087.44703,35784.01319,36851.12207,37854.35512,38159.62633,36978.0434,37582.12145,37979.00906
Syria,3307.680123,3499.137895,3450.633907,3379.963286,3133.21702,3216.163305,2960.485712,2924.451335,3213.368465,2839.516796,2967.730176,3109.845865,3427.93116,3504.754543,3671.730046,3783.727973,3855.608042,3835.811082,3986.624224,3752.980307,3755.665518,3839.010059,3943.760937,3847.837586,3995.75269,4133.448396,4253.410854,4406.03389,4512.317199,4687.496849,4740.849773,
Tajikistan,,,,,,3176.229621,3185.104087,3047.131696,3363.399775,3055.20741,2960.789223,2691.877921,1876.521664,1543.902755,1197.136229,1033.518788,848.4443811,850.5534651,883.3751347,904.5659471,968.7675413,1057.342109,1143.793037,1250.332246,1371.097624,1500.281533,1251.451058,1504.781159,1800.762895,1845.624406,1938.372892,2052.475075
Tanzania,,,,,,,,,822.9889707,828.0132133,858.6236758,848.0948249,824.9424755,807.6061839,794.5830453,798.8306361,812.4137033,819.5635426,829.1181839,848.1343234,868.0531921,897.0176955,936.7817566,975.3986449,1024.08802,1070.132597,1111.113387,1157.504066,1208.449628,1244.378086,1293.081031,1334.044998
Thailand,2220.600247,2304.323261,2380.393464,2465.563719,2558.318249,2626.945371,2719.764498,2922.29215,3250.703348,3587.728984,3933.372478,4222.687879,4523.699149,4859.792619,5255.74644,5690.862014,5965.894844,5818.836926,5145.91406,5310.343953,5496.848246,5550.60358,5778.475237,6122.171805,6442.553635,6674.740219,6954.422325,7249.186836,7377.963947,7160.115348,7672.886945,7633.010225
Timor-Leste,,,,,,,,,,,,,,,,,,,,1041.421158,1174.113161,1001.129157,984.2775846,939.5877525,935.738322,984.7635059,924.3330558,1000.621886,1113.132158,1218.871841,1296.418954,1393.139045
Togo,1194.4152,1119.461883,1043.274538,952.337771,970.3058693,989.9189158,973.1391281,947.4473623,980.3238097,992.1053242,965.0170045,937.2339978,882.3063587,734.7152218,826.7015743,869.1539364,918.2534975,1016.319737,959.6669093,951.6404645,916.0668476,876.9000706,847.3507087,868.8054372,867.4155545,858.2173261,873.3166547,873.8970818,875.4808731,884.5830493,898.2186964,914.0470349
Tonga,,2597.931894,2714.425276,2765.490769,2811.676825,2992.411745,3049.480772,3132.110076,3064.013998,3067.407168,2998.011867,3185.143998,3189.12112,3304.349492,3462.561979,3583.000275,3572.60089,3554.781385,3635.801516,3758.906936,3865.580201,3982.808447,4107.545474,4188.542642,4205.285389,4138.926656,4116.930579,4050.897114,4133.232466,4103.387079,4062.570243,4091.926532
Trinidad and Tobago,15309.96081,15735.383,16071.68181,14329.09435,13284.73066,12565.03918,12027.09277,11390.47109,10879.60429,10729.72176,10823.85865,11034.79854,10769.28617,10529.28997,10822.45459,11175.16272,11548.3897,11799.2536,12657.05137,13156.30477,13907.25129,14421.96576,15522.46429,17701.85395,19033.88914,20058.23691,22619.39385,23611.17488,24150.88322,23261.12451,23167.77812,22760.54577
Tunisia,4046.796592,4158.433107,4030.90922,4112.107762,4263.658407,4369.359437,4172.645138,4340.96282,4248.525108,4267.835342,4496.549661,4580.117223,4837.769997,4848.059945,4912.496762,4948.258935,5224.985447,5434.123028,5631.643775,5893.118519,6077.350407,6299.573814,6335.757182,6643.041655,6973.277612,7182.365625,7514.373814,7908.832485,8183.299549,8347.291687,8508.465925,8257.69998
Turkey,5959.152264,6106.677684,6178.066205,6336.005406,6610.991357,6746.449134,7077.122346,7604.226088,7642.384124,7531.690778,8088.278766,8007.684703,8269.284777,8753.850449,8208.124466,8711.369737,9204.54403,9745.440508,9815.450293,9341.404356,9827.625473,9136.023638,9565.587659,9933.657685,10718.87495,11464.73258,12091.73982,12488.22926,12405.50061,11655.2308,12564.03914,13466.33282
Turkmenistan,,,,,,,,3784.889218,4097.928284,3823.035505,3749.041401,3474.00536,3196.980097,2798.036978,2255.445094,2046.825073,1874.032925,1636.082991,1722.147279,1981.141275,2322.356708,2765.816921,3169.148117,3672.891908,4259.849641,4761.854441,5245.042024,5795.170629,6566.576666,6881.405623,7421.609908,8055.21013
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,567.9630969,582.4626394,562.2569128,525.8142259,509.7298124,511.136177,533.5420176,547.3591056,562.6680151,573.9760967,574.1287725,602.022372,620.5424328,670.8653027,709.8327763,724.1287971,737.4600196,773.3150399,773.5453893,788.5327254,830.4616373,856.1005134,885.1400325,911.0814533,977.0679311,1025.409665,1079.160006,1120.595167,1149.190567,1187.650934
Ukraine,,,,,,,,8174.841161,8347.540215,8628.644556,8062.604909,7369.084342,6635.243035,5688.149283,4405.423362,3898.653432,3540.064453,3465.2924,3429.970333,3455.539826,3696.438272,4077.302237,4332.156404,4777.992602,5396.917319,5583.399175,6031.629136,6547.084842,6734.031492,5762.921606,6023.08274,6359.101708
United Arab Emirates,123262.9901,120037.7057,105665.5524,95714.74745,94734.26946,86590.65363,69526.11166,67707.60037,62068.38035,65729.52327,73501.52612,70206.55566,68798.27854,66132.62456,67170.37585,68136.51971,68432.14116,70135.39351,66667.14943,65250.27616,69078.05918,67465.77833,66872.7126,69628.71188,70928.1459,66854.72186,64126.73133,57092.02724,51361.42159,45202.30398,42352.95998,42293.05452
United Kingdom,17381.7213,17164.29543,17548.63875,18190.16709,18650.22077,19282.24606,20009.89439,20878.3293,21880.28672,22321.28681,22428.08747,22047.49721,22020.19772,22455.63728,23357.25203,24006.59863,24636.45522,26098.417,27021.47898,27916.07171,29056.46827,29862.69405,30543.72469,31492.63429,32260.00078,32737.9538,33385.62467,34321.35301,33717.8864,32025.50077,32474.70243,32473.54772
United States,25509.517,25902.31233,25148.49092,26044.94593,27678.15117,28562.06183,29269.19665,29927.48329,30872.92791,31673.00735,31898.50294,31392.8714,32014.62688,32502.81819,33427.71144,33873.99635,34749.84595,35880.97867,37026.10801,38385.53612,39544.95555,39583.61008,39934.95799,40603.85346,41629.71122,42516.39347,43228.11115,43635.58521,43069.58199,41187.65533,42078.59411,42485.98336
Uruguay,7808.590786,7878.415884,7063.392363,6296.80441,6184.915941,6235.416185,6741.791527,7235.284906,7296.461063,7329.363709,7301.477021,7506.701785,8043.743625,8197.267311,8730.09372,8542.169213,8984.786925,9690.979699,10074.46591,9833.916333,9608.985184,9218.632066,8505.409073,8586.845145,9021.480849,9682.791069,10053.05935,10680.26264,11411.8598,11649.73327,12641.94091,13314.92668
Uzbekistan,,,,,,,,1881.248595,2004.307381,2017.509677,2002.209123,1950.327787,1691.761005,1615.713718,1501.921031,1461.751614,1458.437576,1505.622502,1545.291721,1594.456211,1632.304986,1679.468507,1725.401457,1777.061236,1891.939962,2000.965505,2121.000698,2289.665487,2455.999524,2610.503939,2753.560421,2902.952251
Vanuatu,2765.866322,2810.497497,3038.10495,3380.045397,3621.14439,3574.292605,3488.783227,3310.967444,3178.667855,3148.696553,3426.532958,3436.721726,3424.094983,3350.811075,3556.450378,3506.840542,3514.964003,3621.507687,3713.073499,3657.814331,3794.147916,3575.433119,3330.147133,3361.028133,3416.247672,3500.014905,3660.720687,3800.430552,3934.816955,3970.520892,3991.48361,4061.962833
Venezuela,11594.13698,11155.91715,10599.85259,9907.81418,9772.185707,9529.238903,9887.438,9985.57335,10310.6532,9204.583903,9573.957133,10272.98488,10651.91714,10447.60994,9983.758149,10161.70546,9934.731517,10357.31655,10186.34413,9395.975942,9564.471583,9707.821921,8688.500209,7872.955266,9151.185286,9924.462109,10721.07764,11467.79639,11877.70295,11315.46911,10973.03882,11257.96397
West Bank and Gaza,,,,,,,,,,,,,,,2867.752046,2906.939329,2860.24612,3080.99782,3334.468596,3502.958157,3195.309471,2629.67645,2283.685803,2340.473553,2401.516389,2465.097407,,,,,,
Vietnam,,,,,789.6757663,803.3493158,806.829445,815.4269754,836.7960486,877.464277,904.8630626,941.3234425,1004.666508,1067.149614,1142.123549,1230.738797,1324.330179,1410.120194,1468.687868,1515.886781,1597.209472,1685.834377,1784.3666,1893.230705,2016.416695,2161.272404,2313.304489,2481.873381,2610.56269,2720.686312,2875.07255,3012.662845
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,1812.449655,1835.565155,1888.348228,1867.977724,1902.631434,1928.490027,1945.684638,1982.266544,2039.752505,2056.288365,2119.99894,2135.238556,2152.586255,2165.645205,2183.497033,2236.082482,2237.681128,2242.959198,2254.944668,2271.688335,2372.981531,2060.28329
Zambia,1532.19294,1574.265902,1480.839314,1405.445846,1356.645673,1335.932763,1304.63034,1299.396812,1340.637528,1289.490121,1248.575704,1215.959243,1165.369401,1214.347296,1082.27118,1024.987252,1067.168455,1072.385991,1023.763056,1018.85378,1028.787448,1053.558854,1063.529263,1092.754426,1125.400818,1157.593472,1199.543681,1241.579996,1277.75668,1322.799999,1401.149955,1423.449411
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abkhazia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akrotiri and Dhekelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anguilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christmas Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocos Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea and Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, United",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ngorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallis et Futuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic (Former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Democratic (Former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Åland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
