Luxembourg,,,,,,,,,,,,,,,,,,,4.78,4.777333333,4.774666667,4.772,4.769333333,4.766666667,4.764,4.761333333,4.758666667,4.756,4.753333333,4.750666667,4.748,4.745333333,4.742666667,4.74,4.737333333,4.734666667,4.732,4.729333333,4.726666667,4.724,4.721333333,4.718666667,4.716,4.713333333,4.710666667,4.708,4.705333333,4.702666667,4.7,4.693532566,4.687065132,4.680597698,4.674130264,4.66766283,4.661195396,4.654727962,4.648260528,4.641793094,4.63532566,4.628858227,4.622390793,4.615923359,4.609455925,4.602988491,4.596521057,4.590053623,4.583586189,4.577118755,4.570651321,4.699519504,4.335934397,4.242720257,4.369199372,4.10511026,4.328134379,4.328260927,4.494518969,4.762311166,4.532656202,4.464512526,4.348661433,4.555906532,4.43312253,4.359909511,4.252996241,4.315676694,4.253659756,4.325860477,4.426310564,4.247675402,4.272784067,4.357761562,4.44505234,4.155089644,4.623,4.483842415,4.327358355,4.445406491,4.261069175,4.287389695,4.176302735,4.024562639,4.316925593,4.005200615,4.11814295,3.992175745,3.886,3.891747108,3.775981905,3.939857139,3.76015592,3.909769443,3.817275346,3.8592,3.838961868,3.97110766,3.888433986,4.070006103,4.04303906,4.221,4.1808,4.1406,4.1004,4.0602,4.03216,4.00412,3.97608,3.94804,3.92,3.746,3.572,3.398,3.224,3.05,3.006,2.962,2.918,2.874,2.83,2.778,2.726,2.674,2.622,2.57,2.598,2.626,2.654,2.682,2.71,2.538,2.366,2.194,2.022,1.85,1.824,1.798,1.772,1.746,1.72,1.728,1.736,1.744,1.752,1.76,2.325,2.89,2.549333333,2.208666667,1.868,1.896,1.953,2.008,2.063,2.117,2.17,2.221,2.269,2.312,2.349,2.375,2.39,2.39,2.374,2.342,2.291,2.223,2.143,2.054,1.96,1.867,1.778,1.697,1.627,1.57,1.528,1.497,1.476,1.463,1.456,1.452,1.45,1.448,1.448,1.45,1.458,1.473,1.496,1.526,1.562,1.6,1.637,1.669,1.694,1.711,1.72,1.721,1.716,1.707,1.695,1.68,1.665,1.65,1.638,1.629,1.624,1.623,1.626,1.631,1.64,1.65,1.661,1.671,1.681,1.69,1.698,1.705,1.712,1.718,1.724,1.73,1.736,1.742,1.747,1.775,1.809,1.831,1.859,1.868,1.876
"Macao, China",,,,,,,,,,,,,,,,,,,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.44008,5.37016,5.30024,5.23032,5.1604,5.09048,5.02056,4.95064,4.88072,4.8108,4.74088,4.67096,4.60104,4.53112,4.4612,4.39128,4.32136,4.25144,4.18152,4.1116,4.04168,3.97176,3.90184,3.83192,3.762,3.946,4.286,4.57,4.797,4.968,5.08,5.135,5.132,5.069,4.945,4.763,4.525,4.242,3.926,3.594,3.261,2.942,2.647,2.388,2.166,1.98,1.821,1.683,1.568,1.484,1.44,1.441,1.485,1.563,1.665,1.777,1.882,1.966,2.021,2.04,2.019,1.966,1.891,1.798,1.694,1.589,1.487,1.394,1.312,1.242,1.179,1.119,1.057,0.996,0.939,0.891,0.856,0.838,0.836,0.849,0.874,0.906,0.939,0.973,1.003,1.031,1.058,1.083,1.108,1.132,1.155,1.177,1.199,1.219,1.239,1.259,1.278,1.296,1.314,1.411,1.537,1.626,1.738,1.772,1.817
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.860583333,5.821166667,5.78175,5.742333333,5.702916667,5.6635,5.624083333,5.584666667,5.54525,5.505833333,5.466416667,5.427,5.695,5.963,5.9697,5.9764,5.9831,5.9898,5.9965,6.0032,5.94826,5.89332,5.83838,5.78344,5.7285,5.67356,5.61862,5.56368,5.50874,5.4538,5.44844,5.44308,5.43772,5.43236,5.427,5.42164,5.41628,5.41092,5.40556,5.4002,5.42834,5.45648,5.48462,5.51276,5.5409,5.56904,5.59718,5.62532,5.65346,5.6816,5.54492,5.40824,5.27156,5.13488,4.9982,5.04376,5.08932,5.13488,5.18044,5.226,5.197625,5.16925,5.140875,5.1125,5.084125,5.05575,5.027375,4.999,4.970625,4.94225,4.913875,4.8855,4.857125,4.82875,4.800375,4.772,4.743625,4.71525,4.686875,4.6585,4.630125,4.60175,4.573375,4.545,4.516625,4.48825,4.459875,4.4315,4.403125,4.37475,4.346375,4.318,4.289625,4.26125,4.232875,4.2045,4.176125,4.14775,4.119375,4.091,4.071,4.03,3.99,3.952,3.916,3.88,3.844,3.806,3.766,3.72,3.666,3.602,3.528,3.446,3.358,3.27,3.185,3.108,3.039,2.98,2.928,2.88,2.834,2.789,2.745,2.703,2.665,2.629,2.597,2.567,2.537,2.507,2.474,2.44,2.404,2.369,2.336,2.305,2.275,2.244,2.208,2.164,2.113,2.054,1.989,1.92,1.852,1.788,1.729,1.678,1.635,1.598,1.567,1.54,1.519,1.501,1.486,1.473,1.462,1.452,1.443,1.436,1.431,1.427,1.425,1.425,1.427,1.43,1.435,1.442,1.449,1.457,1.466,1.474,1.523,1.6,1.664,1.756,1.787,1.828
Madagascar,,,,,,,,,,,,,,,,,,,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.9064,6.9228,6.9392,6.9556,6.972,6.9884,7.0048,7.0212,7.0376,7.054,7.0704,7.0868,7.1032,7.1196,7.136,7.1524,7.1688,7.1852,7.2016,7.218,7.2344,7.2508,7.2672,7.2836,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.301,7.304,7.31,7.316,7.322,7.325,7.325,7.318,7.3,7.269,7.216,7.129,7.008,6.857,6.687,6.514,6.359,6.24,6.165,6.135,6.146,6.182,6.225,6.256,6.268,6.258,6.225,6.179,6.126,6.066,5.999,5.924,5.841,5.749,5.651,5.548,5.443,5.337,5.233,5.133,5.039,4.952,4.87,4.794,4.722,4.654,4.59,4.528,4.468,4.409,4.351,4.293,4.236,4.18,4.126,4.072,4.02,3.969,3.919,3.871,3.601,3.233,2.94,2.505,2.332,2.091
Malawi,,,,,,,,,,,,,,,,,,,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.7802,6.7804,6.7806,6.7808,6.781,6.7812,6.7814,6.7816,6.7818,6.782,6.7822,6.7824,6.7826,6.7828,6.783,6.7832,6.7834,6.7836,6.7838,6.784,6.7842,6.7844,6.7846,6.7848,6.785,6.782,6.779,6.781,6.787,6.798,6.812,6.832,6.855,6.882,6.913,6.946,6.983,7.021,7.06,7.101,7.141,7.182,7.222,7.263,7.304,7.346,7.389,7.433,7.477,7.518,7.555,7.584,7.605,7.617,7.621,7.619,7.613,7.601,7.583,7.549,7.49,7.402,7.287,7.148,6.997,6.85,6.719,6.614,6.536,6.483,6.446,6.411,6.369,6.317,6.254,6.186,6.119,6.058,6.002,5.95,5.899,5.843,5.781,5.712,5.636,5.554,5.471,5.389,5.308,5.231,5.156,5.083,5.012,4.942,4.873,4.805,4.739,4.673,4.609,4.25,3.753,3.358,2.793,2.58,2.257
Malaysia,,,,,,,,,,,,,,,,,,,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.39895,5.3479,5.29685,5.2458,5.19475,5.1437,5.09265,5.0416,4.99055,4.9395,4.88845,4.8374,4.913333333,4.989266667,5.0652,5.1456,5.226,5.427,5.628,5.4538,5.3265,5.1992,5.0719,4.9446,4.8173,4.69,5.0518,5.4136,5.8078,6.202,6.21,6.226,6.239,6.249,6.257,6.261,6.26,6.251,6.231,6.194,6.136,6.052,5.942,5.808,5.655,5.492,5.326,5.165,5.014,4.872,4.737,4.603,4.469,4.337,4.209,4.092,3.99,3.906,3.839,3.789,3.753,3.725,3.702,3.679,3.656,3.63,3.604,3.576,3.546,3.515,3.485,3.454,3.422,3.385,3.339,3.275,3.19,3.085,2.961,2.825,2.683,2.544,2.418,2.307,2.216,2.146,2.093,2.052,2.023,2.002,1.986,1.975,1.964,1.953,1.941,1.927,1.913,1.899,1.887,1.875,1.864,1.854,1.844,1.835,1.793,1.762,1.757,1.789,1.807,1.838
Maldives,,,,,,,,,,,,,,,,,,,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.98,5.9646,5.9492,5.9338,5.9184,5.903,5.8876,5.8722,5.8568,5.8414,5.826,5.8106,5.7952,5.7798,5.7644,5.749,5.7336,5.7182,5.7028,5.6874,5.672,5.6566,5.6412,5.6258,5.6104,5.595,5.715,5.943,6.149,6.335,6.499,6.642,6.764,6.867,6.952,7.021,7.075,7.118,7.152,7.179,7.201,7.218,7.231,7.237,7.237,7.227,7.201,7.159,7.103,7.04,6.981,6.941,6.931,6.953,7.002,7.071,7.146,7.21,7.245,7.24,7.183,7.064,6.888,6.664,6.397,6.099,5.783,5.461,5.146,4.845,4.56,4.289,4.024,3.763,3.51,3.271,3.055,2.869,2.715,2.596,2.508,2.449,2.41,2.382,2.36,2.339,2.314,2.287,2.256,2.22,2.181,2.138,2.095,2.053,2.014,1.977,1.944,1.912,1.883,1.856,1.726,1.642,1.666,1.751,1.785,1.829
Mali,,,,,,,,,,,,,,,,,,,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23,6.23684,6.24368,6.25052,6.25736,6.2642,6.27104,6.27788,6.28472,6.29156,6.2984,6.30524,6.31208,6.31892,6.32576,6.3326,6.33944,6.34628,6.35312,6.35996,6.3668,6.37364,6.38048,6.38732,6.39416,6.401,6.423,6.465,6.505,6.541,6.574,6.604,6.632,6.657,6.681,6.703,6.725,6.747,6.77,6.793,6.816,6.838,6.858,6.875,6.889,6.901,6.913,6.924,6.937,6.951,6.966,6.982,6.999,7.016,7.031,7.046,7.059,7.07,7.08,7.088,7.093,7.095,7.092,7.086,7.076,7.062,7.044,7.023,6.999,6.973,6.947,6.921,6.896,6.873,6.853,6.836,6.822,6.811,6.803,6.797,6.796,6.799,6.806,6.817,6.83,6.841,6.85,6.852,6.847,6.833,6.809,6.776,6.735,6.688,6.635,6.576,6.512,6.442,6.366,6.285,5.74,4.822,4.022,2.946,2.615,2.216
Malta,,,,,,,,,,,,,,,,,,,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.49,5.4768,5.4636,5.4504,5.4372,5.424,5.4108,5.3976,5.3844,5.3712,5.358,5.3448,5.3316,5.3184,5.3052,5.292,5.2788,5.2656,5.2524,5.2392,5.226,5.2796,5.3332,5.3868,5.4404,5.494,5.36268,5.23136,5.10004,4.96872,4.8374,4.68732,4.53724,4.38716,4.23708,4.087,4.1942,4.3014,4.4086,4.5158,4.623,4.59084,4.55868,4.52652,4.49436,4.4622,4.48632,4.51044,4.53456,4.55868,4.5828,4.57744,4.57208,4.56672,4.56136,4.556,4.5158,4.4756,4.4354,4.3952,4.355,4.51312,4.67124,4.82936,4.98748,5.1456,5.1322,5.1188,4.8441,4.5694,4.211,4.197,4.163,4.122,4.071,4.011,3.941,3.861,3.767,3.657,3.527,3.375,3.2,3.005,2.798,2.592,2.401,2.238,2.11,2.023,1.975,1.963,1.975,1.999,2.028,2.056,2.077,2.09,2.097,2.095,2.087,2.075,2.064,2.057,2.054,2.055,2.059,2.064,2.065,2.062,2.054,2.04,2.022,1.998,1.968,1.93,1.881,1.819,1.748,1.671,1.593,1.521,1.461,1.417,1.388,1.375,1.373,1.375,1.377,1.377,1.373,1.367,1.361,1.356,1.354,1.354,1.358,1.363,1.371,1.38,1.39,1.401,1.412,1.423,1.434,1.495,1.583,1.657,1.754,1.787,1.829
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinique,,,,,,,,,,,,,,,,,,,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.70732,5.70464,5.70196,5.69928,5.6966,5.69392,5.69124,5.68856,5.68588,5.6832,5.68052,5.67784,5.67516,5.67248,5.6698,5.66712,5.66444,5.66176,5.65908,5.6564,5.65372,5.65104,5.64836,5.64568,5.643,5.665,5.705,5.733,5.749,5.753,5.746,5.729,5.7,5.663,5.617,5.564,5.504,5.437,5.363,5.278,5.181,5.069,4.939,4.789,4.613,4.404,4.165,3.9,3.619,3.333,3.059,2.809,2.593,2.418,2.287,2.202,2.15,2.123,2.113,2.111,2.111,2.108,2.099,2.081,2.054,2.02,1.986,1.955,1.93,1.912,1.905,1.905,1.912,1.924,1.939,1.952,1.962,1.966,1.964,1.955,1.941,1.924,1.906,1.887,1.87,1.854,1.84,1.827,1.815,1.805,1.797,1.791,1.785,1.781,1.778,1.776,1.775,1.774,1.774,1.776,1.789,1.808,1.841,1.856,1.878
Mauritania,,,,,,,,,,,,,,,,,,,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.34,6.33108,6.32216,6.31324,6.30432,6.2954,6.28648,6.27756,6.26864,6.25972,6.2508,6.24188,6.23296,6.22404,6.21512,6.2062,6.19728,6.18836,6.17944,6.17052,6.1616,6.15268,6.14376,6.13484,6.12592,6.117,6.179,6.296,6.4,6.49,6.568,6.632,6.685,6.725,6.755,6.775,6.787,6.794,6.798,6.799,6.799,6.798,6.798,6.795,6.791,6.784,6.774,6.759,6.739,6.713,6.681,6.641,6.594,6.541,6.484,6.426,6.368,6.314,6.264,6.219,6.178,6.141,6.104,6.065,6.023,5.978,5.928,5.875,5.818,5.758,5.696,5.633,5.569,5.505,5.442,5.381,5.321,5.263,5.205,5.15,5.095,5.042,4.99,4.939,4.888,4.837,4.783,4.728,4.67,4.61,4.549,4.486,4.423,4.361,4.3,4.241,4.183,4.127,4.073,4.019,3.719,3.301,2.978,2.526,2.357,2.115
Mauritius,,,,,,,,,,,,,,,,,,,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.025,5.00088,4.97676,4.95264,4.92852,4.9044,4.88564,4.86688,4.84812,4.82936,4.8106,4.84008,4.86956,4.89904,4.92852,4.958,5.00088,5.04376,5.08664,5.12952,5.1724,5.13488,5.09736,5.05984,5.02232,4.9848,4.90976,4.83472,4.75968,4.68464,4.6096,5.2528,5.1054,4.958,4.8106,4.6632,4.67124,4.67928,4.68732,4.69536,4.7034,4.9044,5.1054,5.3064,5.5074,5.7084,5.4136,5.1188,4.824,4.5292,4.2344,4.26656,4.29872,4.33088,4.36304,4.3952,4.29604,4.19688,4.09772,3.99856,3.8994,4.14864,4.39788,4.64712,4.89636,5.1456,5.32628,5.50696,5.68764,5.86832,6.049,5.993,5.897,5.838,5.816,5.828,5.872,5.942,6.027,6.109,6.167,6.178,6.124,5.993,5.785,5.51,5.187,4.847,4.516,4.213,3.952,3.741,3.575,3.444,3.341,3.255,3.169,3.071,2.954,2.818,2.672,2.532,2.412,2.325,2.273,2.252,2.256,2.272,2.287,2.296,2.293,2.278,2.253,2.221,2.183,2.144,2.105,2.071,2.042,2.018,1.994,1.965,1.927,1.877,1.818,1.753,1.687,1.628,1.579,1.544,1.521,1.51,1.504,1.501,1.499,1.498,1.496,1.496,1.498,1.502,1.508,1.514,1.522,1.53,1.537,1.581,1.647,1.701,1.781,1.807,1.843
Mayotte,,,,,,,,,,,,,,,,,,,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.073,7.10648,7.13996,7.17344,7.20692,7.2404,7.27388,7.30736,7.34084,7.37432,7.4078,7.44128,7.47476,7.50824,7.54172,7.5752,7.60868,7.64216,7.67564,7.70912,7.7426,7.77608,7.80956,7.84304,7.87652,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.912,7.918,7.928,7.94,7.95,7.953,7.941,7.909,7.854,7.777,7.681,7.576,7.469,7.36,7.249,7.12,6.955,6.745,6.488,6.193,5.88,5.577,5.307,5.088,4.928,4.822,4.759,4.718,4.679,4.636,4.587,4.536,4.488,4.449,4.416,4.384,4.347,4.3,4.24,4.167,4.082,3.989,3.894,3.802,3.716,3.637,3.564,3.496,3.432,3.369,3.31,3.252,3.197,3.143,3.092,2.822,2.472,2.205,1.903,1.85,1.828
