"","ipip","wage1992","prtyid","ideol","gender"
"745",5,NA,2,4,1
"746",3,1.13774001598358,3,4,0
"747",3,0.320780009031296,6,NA,1
"748",5,0.532429993152618,1,4,1
"749",5,0.600469946861267,5,6,1
"750",1,0.785520017147064,5,5,0
"751",3,0.785520017147064,5,5,1
"752",NA,NA,3,NA,1
"753",NA,0.688880026340485,6,5,0
"754",2,0.400240004062653,2,4,1
"755",NA,0.688880026340485,5,5,1
"756",5,0.673849999904633,6,5,1
"757",3,0.407070010900497,7,5,1
"758",3,0.785520017147064,5,6,1
"759",4,1.10091006755829,6,5,0
"760",4,0.401980012655258,7,2,0
"761",5,0.600469946861267,6,5,0
"762",3,0.614226460456848,2,5,0
"763",3,0.343410015106201,1,3,1
"764",3,NA,1,2,1
"765",5,0.785520017147064,7,5,1
"766",5,0.609759986400604,5,4,1
"767",2,0.65021002292633,3,2,0
"768",2,1.13774001598358,1,2,0
"769",3,0.407070010900497,4,NA,1
"770",4,0.3887699842453,2,4,0
"771",4,0.65021002292633,5,6,0
"772",4,0.903599977493286,4,4,0
"773",NA,0.406390011310577,2,NA,1
"774",3,NA,1,2,1
"775",2,0.609759986400604,2,2,1
"776",5,0.592509984970093,7,NA,0
"777",3,0.688880026340485,3,5,1
"778",5,0.701979994773865,5,5,0
"779",2,1.10091006755829,1,1,1
"780",NA,0.408600002527237,2,NA,1
"781",NA,0.414970010519028,5,6,0
"782",4,0.364969998598099,6,4,1
"783",4,0.673849999904633,4,4,1
"784",4,0.267989993095398,1,5,1
"785",5,0.477019995450974,6,2,0
"786",NA,0.309140026569366,5,5,0
"787",3,0.394959986209869,2,2,1
"788",4,0.592509984970093,1,NA,0
"789",3,0.785520017147064,2,NA,0
"790",4,0.785520017147064,6,3,1
"791",5,NA,1,NA,1
"792",3,0.644749999046326,1,4,1
"793",3,0.785520017147064,4,4,0
"794",2,0.320780009031296,7,6,1
"795",NA,NA,2,4,1
"796",5,0.407070010900497,1,5,1
"797",NA,0.600469946861267,1,4,1
"798",4,0.600469946861267,6,4,1
"799",3,0.407070010900497,4,4,1
"800",2,0.688880026340485,5,5,1
"801",NA,0.320780009031296,1,6,1
"802",NA,NA,6,5,1
"803",5,0.785520017147064,1,4,0
"804",5,0.62365996837616,5,4,0
"805",3,0.320780009031296,5,NA,1
"806",5,0.340220004320145,7,4,1
"807",NA,0.785520017147064,1,2,0
"808",1,0.532429993152618,7,4,0
"809",3,0.614226460456848,2,2,1
"810",2,0.261489987373352,3,NA,1
"811",NA,0.532429993152618,1,2,0
"812",3,0.400240004062653,5,4,1
"813",5,0.785520017147064,7,5,0
"814",2,0.320780009031296,1,2,0
"815",3,NA,4,4,1
"816",4,0.267989993095398,1,3,1
"817",3,0.386619985103607,5,4,0
"818",3,0.427269995212555,6,5,1
"819",3,NA,6,NA,1
"820",4,0.394959986209869,5,4,1
"821",3,0.644749999046326,7,6,1
"822",4,0.408399999141693,2,4,0
"823",4,0.461620002985001,5,4,0
"824",3,0.785520017147064,7,NA,0
"825",1,NA,1,5,1
"826",3,NA,3,4,1
"827",NA,0.532429993152618,1,NA,0
"828",4,0.785520017147064,4,5,0
"829",NA,0.609759986400604,7,5,0
"830",3,0.785520017147064,7,5,0
"831",5,NA,6,4,1
"832",NA,0.84213000535965,2,1,1
"833",NA,0.581430017948151,2,NA,1
"834",5,0.408600002527237,2,1,1
"835",3,0.394959986209869,3,NA,1
"836",4,NA,7,6,1
"837",4,0.312420010566711,3,NA,1
"838",3,0.461620002985001,2,NA,0
"839",4,0.673849999904633,4,2,1
"840",5,0.309140026569366,7,5,0
"841",5,0.390350013971329,1,6,0
"842",NA,0.785520017147064,7,4,0
"843",3,0.427269995212555,7,5,1
"844",3,0.673849999904633,6,5,1
"845",5,NA,4,2,0
"846",5,0.785520017147064,5,5,0
"847",NA,0.785520017147064,1,3,0
"848",3,0.600469946861267,1,2,1
"849",3,0.343410015106201,6,4,1
"850",3,0.267989993095398,3,4,1
"851",4,0.520840048789978,3,5,0
"852",5,0.511519968509674,4,4,0
"853",4,0.401980012655258,4,6,0
"854",3,0.592509984970093,7,6,0
"855",5,0.62978994846344,4,NA,0
"856",3,0.261489987373352,3,NA,1
"857",3,NA,3,NA,1
"858",3,0.688880026340485,3,NA,1
"859",3,NA,2,5,1
"860",4,0.609759986400604,7,6,1
"861",4,0.62365996837616,4,6,0
"862",3,NA,2,NA,1
"863",3,0.401980012655258,1,3,0
"864",3,0.673849999904633,4,5,0
"865",4,0.343410015106201,7,4,1
"866",5,0.529449999332428,1,2,1
"867",5,0.400240004062653,1,4,1
"868",3,NA,2,5,0
"869",NA,0.785520017147064,2,3,1
"870",3,0.614226460456848,6,4,0
"871",4,0.320780009031296,3,1,1
"872",3,NA,2,NA,1
"873",4,0.532429993152618,3,4,0
"874",3,0.446730017662048,7,4,0
"875",5,0.65021002292633,1,4,0
"876",NA,0.688880026340485,7,5,0
"877",5,0.464700013399124,3,NA,1
"878",3,0.688880026340485,6,6,1
"879",3,0.446730017662048,5,5,0
"880",4,0.320780009031296,3,NA,1
"881",3,0.785520017147064,1,4,0
"882",3,1.13774001598358,3,3,0
"883",5,0.408600002527237,1,NA,1
"884",3,0.644749999046326,5,5,0
"885",3,0.312420010566711,3,NA,1
"886",4,NA,5,4,0
"887",4,0.414970010519028,1,4,0
"888",3,0.511519968509674,4,4,0
"889",4,0.600469946861267,6,NA,0
"890",3,NA,4,4,1
"891",NA,0.394959986209869,2,4,1
"892",3,0.903599977493286,7,4,0
"893",NA,0.673849999904633,7,7,0
"894",2,0.600469946861267,3,2,1
"895",4,0.267989993095398,4,NA,1
"896",3,1.10091006755829,3,2,0
"897",3,0.62365996837616,1,4,0
"898",3,0.785520017147064,6,5,0
"899",4,NA,4,3,1
"900",NA,0.592509984970093,7,7,0
"901",4,0.477019995450974,4,NA,0
"902",4,0.401980012655258,4,NA,1
"903",3,0.600469946861267,1,2,1
"904",3,0.62365996837616,7,6,0
"905",3,0.267989993095398,2,NA,1
"906",4,0.662460029125214,5,6,0
"907",5,0.461620002985001,3,NA,0
"908",3,0.62365996837616,6,4,0
"909",3,NA,4,3,1
"910",2,0.477019995450974,6,3,0
"911",3,0.487359970808029,2,NA,0
"912",5,0.600469946861267,2,2,1
"913",5,0.390350013971329,3,NA,0
"914",3,0.673849999904633,1,2,0
"915",NA,NA,6,4,1
"916",4,NA,2,NA,1
"917",NA,0.464700013399124,1,4,1
"918",4,0.662460029125214,4,5,0
"919",4,0.614226460456848,6,5,1
"920",5,0.464899986982346,1,4,0
"921",3,0.401980012655258,2,3,0
"922",2,0.903599977493286,2,4,0
"923",NA,0.609759986400604,6,5,1
"924",3,0.673849999904633,6,3,1
"925",4,0.785520017147064,2,2,0
"926",5,0.401980012655258,3,NA,0
"927",4,0.312420010566711,3,2,1
"928",4,0.785520017147064,2,NA,1
"929",3,0.320780009031296,1,7,1
"930",1,0.267989993095398,1,2,0
"931",3,0.688880026340485,2,5,1
"932",3,0.394959986209869,2,3,1
"933",4,0.592509984970093,6,5,0
"934",4,0.394959986209869,4,NA,1
"935",NA,0.673849999904633,5,5,0
"936",NA,0.614226460456848,4,NA,1
"937",4,0.65021002292633,4,3,0
"938",3,0.464700013399124,7,5,1
"939",3,0.394959986209869,3,3,1
"940",3,0.487359970808029,3,5,0
"941",4,0.427269995212555,NA,NA,1
"942",NA,0.65021002292633,3,2,0
"943",3,0.400240004062653,2,4,0
"944",4,0.532429993152618,2,NA,0
"945",NA,0.267989993095398,4,2,1
"946",3,0.265219986438751,5,4,0
"947",3,0.673849999904633,2,5,0
"948",NA,0.427269995212555,5,5,0
"949",3,0.464899986982346,1,5,1
"950",3,0.315829992294312,1,5,1
"951",5,0.511519968509674,5,NA,0
"952",3,0.340220004320145,6,NA,0
"953",NA,NA,4,NA,1
"954",3,NA,4,2,1
"955",4,0.3887699842453,5,2,0
"956",3,0.461620002985001,1,5,0
"957",3,0.793409943580627,3,3,0
"958",NA,0.407070010900497,3,4,1
"959",NA,0.785520017147064,3,1,1
"960",3,0.673849999904633,2,4,1
"961",3,0.320780009031296,6,5,1
"962",4,0.84213000535965,4,5,0
"963",3,0.343410015106201,2,4,1
"964",4,0.464899986982346,NA,NA,1
"965",2,0.343410015106201,2,4,1
"966",5,0.688880026340485,3,4,1
"967",3,0.394959986209869,4,NA,1
"968",5,0.614226460456848,3,NA,0
"969",NA,0.408399999141693,1,2,1
"970",3,0.614226460456848,3,4,1
"971",5,0.461620002985001,5,4,0
"972",3,NA,5,6,0
"973",3,0.614226460456848,3,4,0
"974",3,0.394959986209869,4,4,1
"975",4,0.320780009031296,1,5,1
"976",2,0.600469946861267,3,1,0
"977",NA,0.267989993095398,7,NA,0
"978",4,NA,1,NA,1
"979",NA,NA,3,3,1
"980",5,0.600469946861267,4,4,1
"981",3,0.343410015106201,3,NA,1
"982",NA,NA,4,NA,1
"983",3,0.414970010519028,5,5,0
"984",NA,0.394959986209869,4,NA,1
"985",3,NA,3,5,1
"986",3,0.320780009031296,1,NA,1
"987",3,0.903599977493286,5,5,0
"988",5,0.335929989814758,6,2,0
"989",5,0.461620002985001,2,4,0
"990",4,NA,7,6,1
"991",NA,0.477019995450974,1,2,0
"992",NA,0.343410015106201,1,5,1
"993",5,NA,2,4,1
"994",3,0.777340054512024,1,2,1
"995",NA,0.8400399684906,4,4,0
"996",4,0.701979994773865,4,3,1
"997",NA,0.394959986209869,3,4,1
"998",5,0.785520017147064,2,2,0
"999",3,0.8400399684906,5,4,0
"1000",4,0.387620002031326,2,3,1
"1001",4,0.600469946861267,3,4,0
"1002",3,0.320780009031296,3,1,0
"1003",NA,0.457309991121292,2,NA,0
"1004",NA,NA,7,NA,1
"1005",4,0.320780009031296,5,NA,1
"1006",3,0.785520017147064,2,NA,1
"1007",3,0.343410015106201,1,NA,1
"1008",3,0.401980012655258,3,2,0
"1009",NA,0.343410015106201,6,NA,1
"1010",3,0.785520017147064,2,3,0
"1011",2,0.315829992294312,1,4,1
"1012",4,0.394959986209869,4,NA,1
"1013",NA,0.600469946861267,1,NA,1
"1014",5,0.688880026340485,4,7,1
"1015",2,0.518409967422485,2,2,1
"1016",3,0.701979994773865,7,7,0
"1017",5,0.309140026569366,5,NA,0
"1018",NA,0.600469946861267,2,6,0
"1019",NA,0.600469946861267,3,4,1
"1020",NA,0.189989998936653,1,2,1
"1021",4,0.315829992294312,1,2,1
"1022",2,0.487359970808029,6,4,0
"1023",4,0.343410015106201,1,2,1
"1024",3,0.461620002985001,6,4,0
"1025",3,0.673849999904633,1,3,1
"1026",3,NA,2,4,1
"1027",3,0.673849999904633,2,4,0
"1028",3,0.609759986400604,7,5,1
"1029",3,NA,3,3,1
"1030",4,0.614226460456848,2,5,1
"1031",2,0.387620002031326,4,4,0
"1032",1,0.320780009031296,3,3,0
"1033",4,NA,2,4,1
"1034",3,0.545379996299744,1,4,0
"1035",5,0.401980012655258,4,5,1
"1036",5,NA,7,6,0
"1037",NA,NA,2,NA,1
"1038",5,0.189989998936653,NA,NA,1
"1039",4,0.464700013399124,4,3,1
"1040",4,0.609759986400604,5,6,1
"1041",5,0.394959986209869,7,7,1
"1042",4,0.340220004320145,1,3,0
"1043",3,0.614226460456848,5,4,0
"1044",4,0.785520017147064,3,4,0
"1045",5,0.408600002527237,1,NA,1
"1046",NA,0.320780009031296,7,6,1
"1047",5,0.461620002985001,1,NA,0
"1048",NA,0.609759986400604,7,4,1
"1049",3,NA,3,6,1
"1050",4,0.65021002292633,6,4,1
"1051",NA,NA,7,7,0
"1052",5,0.414970010519028,4,5,0
"1053",3,0.414970010519028,6,NA,0
"1054",4,0.614226460456848,5,NA,1
"1055",3,0.407070010900497,3,NA,1
"1056",NA,NA,7,4,1
"1057",5,0.785520017147064,5,5,1
"1058",5,0.785520017147064,7,7,0
"1059",5,0.532429993152618,2,4,0
"1060",3,0.673849999904633,1,4,0
"1061",4,0.65021002292633,2,6,1
"1062",5,0.511519968509674,4,6,0
"1063",5,0.414970010519028,1,4,0
"1064",4,0.407070010900497,7,6,0
"1065",3,0.408399999141693,2,7,1
"1066",3,0.600469946861267,2,2,1
"1067",4,0.532429993152618,1,6,1
"1068",4,0.785520017147064,6,6,0
"1069",1,0.309140026569366,1,4,0
"1070",NA,0.673849999904633,4,4,1
"1071",NA,0.464700013399124,7,7,1
"1072",4,0.400240004062653,6,5,1
"1073",4,0.785520017147064,2,NA,0
"1074",4,0.785520017147064,6,4,0
"1075",3,0.688880026340485,6,5,1
"1076",3,0.785520017147064,7,6,0
"1077",4,NA,1,5,1
"1078",NA,0.592509984970093,5,6,0
"1079",5,0.407070010900497,1,5,0
"1080",3,NA,2,6,1
"1081",3,0.464700013399124,6,3,1
"1082",5,0.673849999904633,7,4,1
"1083",3,0.320780009031296,7,6,0
"1084",NA,0.406390011310577,5,5,1
"1085",5,0.518409967422485,6,4,1
"1086",5,0.427269995212555,4,NA,0
"1087",4,0.8400399684906,2,5,1
"1088",NA,0.673849999904633,3,4,0
"1089",4,0.265219986438751,3,2,0
"1090",4,0.785520017147064,2,3,0
"1091",NA,0.785520017147064,5,NA,1
"1092",NA,0.701979994773865,6,4,1
"1093",4,0.614226460456848,3,4,1
"1094",NA,0.511519968509674,5,3,0
"1095",3,0.511519968509674,7,6,0
"1096",3,0.390350013971329,6,NA,0
"1097",NA,0.785520017147064,1,2,1
"1098",3,0.785520017147064,6,5,0
"1099",3,0.600469946861267,2,2,1
"1100",4,0.701979994773865,3,1,1
"1101",4,0.688880026340485,3,4,1
"1102",3,0.400240004062653,4,4,1
"1103",3,NA,2,2,0
"1104",5,0.511519968509674,4,4,0
"1105",3,0.614226460456848,4,5,0
"1106",4,0.614226460456848,6,5,0
"1107",4,NA,3,5,0
"1108",3,NA,1,NA,1
"1109",3,NA,5,7,1
"1110",NA,0.785520017147064,2,4,1
"1111",NA,0.785520017147064,5,4,0
"1112",3,0.261489987373352,1,NA,1
"1113",1,0.261489987373352,1,NA,1
"1114",NA,0.477019995450974,4,4,0
"1115",3,0.320780009031296,5,4,1
"1116",NA,0.511519968509674,2,5,0
"1117",3,0.614226460456848,6,6,0
"1118",3,0.614226460456848,6,6,1
"1119",3,0.614226460456848,5,3,0
"1120",3,0.600469946861267,7,7,1
"1121",4,0.315829992294312,3,2,0
"1122",NA,0.903599977493286,6,5,0
"1123",NA,0.400240004062653,6,4,1
"1124",5,0.343410015106201,1,3,1
"1125",4,0.662460029125214,7,5,0
"1126",NA,0.777340054512024,3,2,1
"1127",4,0.407070010900497,3,5,1
"1128",3,0.343410015106201,1,4,0
"1129",5,0.390350013971329,7,NA,0
"1130",3,NA,2,4,1
"1131",3,0.335929989814758,5,5,0
"1132",NA,0.407070010900497,3,5,1
"1133",5,0.614226460456848,6,4,0
"1134",3,NA,6,NA,1
"1135",5,0.400240004062653,5,NA,1
"1136",4,NA,1,4,1
"1137",3,0.600469946861267,4,NA,1
"1138",5,0.600469946861267,1,5,1
"1139",5,0.62365996837616,3,4,0
"1140",3,0.477019995450974,5,3,0
"1141",4,0.785520017147064,4,4,0
"1142",3,0.673849999904633,2,3,0
"1143",4,0.315829992294312,4,5,0
"1144",2,0.189989998936653,1,3,1
"1145",5,0.532429993152618,6,3,0
"1146",4,0.400240004062653,7,7,1
"1147",5,0.400240004062653,6,3,1
"1148",5,0.477019995450974,1,NA,0
"1149",3,NA,7,NA,1
"1150",3,0.386619985103607,3,NA,0
"1151",3,0.487359970808029,2,6,0
"1152",3,0.401980012655258,2,4,0
"1153",3,0.785520017147064,1,3,0
"1154",4,0.487359970808029,2,2,0
"1155",4,NA,3,NA,1
"1156",3,0.600469946861267,2,NA,1
"1157",4,0.407070010900497,6,5,1
"1158",3,0.414970010519028,7,4,0
"1159",4,0.335929989814758,3,5,0
"1160",4,0.343410015106201,1,2,1
"1161",3,0.62365996837616,1,2,0
"1162",3,0.367390006780624,4,NA,0
"1163",1,0.267989993095398,1,NA,1
"1164",5,0.461620002985001,1,1,0
"1165",4,0.592509984970093,4,NA,0
"1166",3,0.265219986438751,2,NA,0
"1167",3,0.532539963722229,1,4,0
"1168",3,NA,3,4,1
"1169",4,NA,4,3,1
"1170",3,0.785520017147064,6,NA,1
"1171",3,0.340220004320145,2,NA,1
"1172",3,0.673849999904633,1,4,1
"1173",5,0.267989993095398,1,3,0
"1174",3,0.446730017662048,1,2,1
"1175",3,0.427269995212555,1,3,0
"1176",5,0.265219986438751,1,4,1
"1177",4,0.785520017147064,3,4,1
"1178",4,0.532429993152618,6,4,0
"1179",5,0.614226460456848,5,7,0
"1180",5,0.785520017147064,6,5,1
"1181",4,0.464700013399124,6,5,1
"1182",3,0.688880026340485,3,4,0
"1183",5,0.518409967422485,3,4,1
"1184",4,0.427269995212555,2,5,0
"1185",4,NA,6,NA,1
"1186",5,0.400240004062653,1,3,1
"1187",4,0.427269995212555,1,5,0
"1188",3,0.65021002292633,1,3,1
"1189",2,0.581430017948151,2,5,0
"1190",3,0.414970010519028,6,NA,0
"1191",5,0.414970010519028,7,6,0
"1192",2,0.267989993095398,3,6,1
"1193",4,0.364969998598099,2,3,1
"1194",5,0.394959986209869,3,4,1
"1195",3,0.407070010900497,3,NA,1
"1196",3,0.614226460456848,3,NA,0
"1197",4,NA,2,NA,1
"1198",4,0.440597921609879,4,NA,0
"1199",4,0.62365996837616,1,4,0
"1200",3,0.394959986209869,2,4,1
"1201",NA,0.511519968509674,2,NA,0
"1202",4,0.343410015106201,4,4,1
"1203",2,0.267989993095398,1,1,0
"1204",3,0.62365996837616,6,4,0
"1205",3,NA,2,NA,1
"1206",3,0.394959986209869,1,2,1
"1207",5,NA,3,4,1
"1208",3,NA,6,6,1
"1209",3,0.785520017147064,2,6,0
"1210",2,0.532539963722229,5,6,0
"1211",3,0.903599977493286,7,6,0
"1212",NA,0.487359970808029,1,NA,0
"1213",5,0.312420010566711,3,5,1
"1214",3,0.529449999332428,1,2,1
"1215",3,0.315829992294312,3,NA,1
"1216",3,0.592509984970093,6,3,0
"1217",3,NA,NA,NA,1
"1218",5,0.581430017948151,5,5,0
"1219",NA,0.320780009031296,4,4,1
"1220",3,0.400240004062653,7,4,1
"1221",5,NA,1,3,1
"1222",5,0.785520017147064,2,3,0
"1223",3,0.785520017147064,4,NA,0
"1224",4,0.320780009031296,1,NA,1
"1225",5,0.343410015106201,7,5,1
"1226",3,NA,6,5,1
"1227",1,NA,7,NA,1
"1228",3,NA,4,7,1
"1229",4,NA,7,5,1
"1230",4,0.315829992294312,1,5,0
"1231",1,0.343410015106201,2,2,1
"1232",4,0.446730017662048,6,4,1
"1233",4,0.320780009031296,2,NA,1
"1234",5,NA,3,5,1
"1235",2,0.408600002527237,7,7,1
"1236",3,0.529449999332428,1,6,0
"1237",4,0.394959986209869,1,2,1
"1238",3,0.461620002985001,4,NA,0
"1239",3,0.265219986438751,1,NA,1
"1240",4,0.614226460456848,3,5,1
"1241",3,NA,4,NA,1
"1242",4,0.65021002292633,7,5,0
"1243",4,NA,2,NA,1
"1244",3,0.401980012655258,NA,NA,1
"1245",4,NA,7,6,1
"1246",5,0.592509984970093,5,5,0
"1247",4,0.62365996837616,4,NA,0
"1248",4,0.381099998950958,7,6,0
"1249",4,0.511519968509674,6,4,0
"1250",4,0.261489987373352,5,5,0
"1251",1,NA,7,4,1
"1252",5,0.532429993152618,7,6,0
"1253",3,0.518409967422485,2,3,1
"1254",5,NA,1,4,1
"1255",4,0.3887699842453,2,3,0
"1256",3,0.614226460456848,5,5,1
"1257",3,0.343410015106201,3,4,1
"1258",NA,0.36285999417305,1,NA,0
"1259",3,0.267989993095398,4,NA,1
"1260",4,0.701979994773865,2,5,0
"1261",5,0.785520017147064,2,2,0
"1262",5,0.903599977493286,5,5,0
"1263",5,0.401980012655258,2,4,1
"1264",4,0.701979994773865,7,6,0
"1265",5,0.189989998936653,1,2,1
"1266",3,NA,6,NA,0
"1267",2,0.407070010900497,1,4,1
"1268",4,0.688880026340485,6,3,1
"1269",4,0.320780009031296,2,NA,1
"1270",NA,0.600469946861267,3,2,0
"1271",4,NA,4,4,0
"1272",3,NA,2,5,1
"1273",4,0.267989993095398,5,6,1
"1274",4,0.793409943580627,7,5,1
"1275",2,0.518409967422485,3,3,1
"1276",4,0.189989998936653,1,3,1
"1277",5,0.335929989814758,1,3,1
"1278",3,0.408399999141693,4,4,0
"1279",NA,0.785520017147064,5,5,0
"1280",3,0.401980012655258,6,6,0
"1281",NA,0.440597921609879,6,4,0
"1282",3,0.785520017147064,4,4,0
"1283",3,0.688880026340485,7,4,1
"1284",5,0.335929989814758,7,5,0
"1285",5,0.267989993095398,4,4,1
"1286",5,0.477019995450974,5,5,0
"1287",3,0.701979994773865,7,6,0
"1288",3,NA,2,4,1
"1289",3,0.701979994773865,4,NA,0
"1290",4,NA,1,5,1
"1291",4,0.903599977493286,5,6,0
"1292",4,0.673849999904633,2,NA,1
"1293",4,0.511519968509674,6,4,0
"1294",NA,NA,4,NA,1
"1295",5,0.265219986438751,6,4,0
"1296",3,0.461620002985001,2,1,0
"1297",5,0.785520017147064,7,4,0
"1298",4,0.414970010519028,7,6,1
"1299",3,0.903599977493286,7,5,0
"1300",5,0.785520017147064,7,NA,0
"1301",3,0.688880026340485,6,5,0
"1302",4,NA,2,6,1
"1303",4,NA,2,NA,1
"1304",3,0.600469946861267,1,5,0
"1305",3,0.461620002985001,1,2,0
"1306",3,0.414970010519028,2,NA,1
"1307",NA,0.777340054512024,2,3,1
"1308",3,0.312420010566711,1,6,1
"1309",5,0.261489987373352,1,6,1
"1310",3,0.267989993095398,2,NA,1
"1311",4,0.408399999141693,6,4,0
"1312",4,0.343410015106201,6,4,1
"1313",4,0.315829992294312,1,5,1
"1314",4,0.364969998598099,5,3,1
"1315",5,0.457309991121292,6,NA,0
"1316",3,0.785520017147064,1,NA,0
"1317",3,NA,7,NA,1
"1318",4,0.785520017147064,5,5,0
"1319",3,NA,3,4,1
"1320",5,0.414970010519028,5,NA,1
"1321",5,0.401980012655258,5,NA,0
"1322",4,0.414970010519028,6,NA,0
"1323",3,0.189989998936653,3,NA,1
"1324",4,0.312420010566711,1,4,1
"1325",3,0.62365996837616,2,4,0
"1326",3,NA,6,3,1
"1327",5,0.367390006780624,2,4,0
"1328",4,0.367390006780624,2,4,1
"1329",5,0.315829992294312,2,NA,1
"1330",4,0.401980012655258,2,NA,0
"1331",NA,NA,6,NA,1
"1332",5,0.320780009031296,2,NA,1
"1333",2,0.518409967422485,2,3,1
"1334",NA,0.487359970808029,6,5,0
"1335",4,0.267989993095398,2,3,0
"1336",4,0.8400399684906,7,6,0
"1337",5,0.785520017147064,4,NA,1
"1338",4,0.267989993095398,1,5,1
"1339",3,0.511519968509674,6,5,0
"1340",3,0.457309991121292,5,NA,0
"1341",3,0.394959986209869,3,3,1
"1342",3,NA,2,2,1
"1343",5,0.261489987373352,5,NA,1
"1344",5,0.440597921609879,4,NA,0
"1345",5,NA,7,4,1
"1346",3,0.407070010900497,3,4,1
"1347",5,0.394959986209869,4,4,1
"1348",3,0.400240004062653,7,5,1
"1349",5,0.511519968509674,2,4,0
"1350",5,0.394959986209869,3,4,1
"1351",4,0.367390006780624,1,4,1
"1352",4,0.464899986982346,3,2,1
"1353",3,0.394959986209869,4,4,1
"1354",3,0.532429993152618,3,1,0
"1355",3,0.343410015106201,4,5,0
"1356",4,0.662460029125214,1,4,0
"1357",5,0.464700013399124,3,5,1
"1358",NA,NA,1,NA,1
"1359",5,0.407070010900497,7,6,0
"1360",4,0.592509984970093,5,NA,0
"1361",4,0.785520017147064,6,3,0
"1362",4,0.903599977493286,7,6,0
"1363",3,0.343410015106201,3,5,0
"1364",5,0.36285999417305,3,4,0
"1365",5,0.320780009031296,2,4,1
"1366",5,0.387620002031326,6,NA,1
"1367",3,0.265219986438751,NA,NA,0
"1368",3,0.688880026340485,3,4,1
"1369",5,0.477019995450974,3,NA,0
"1370",4,0.600469946861267,5,5,0
"1371",5,0.427269995212555,6,6,1
"1372",5,0.532429993152618,6,6,0
"1373",5,0.464700013399124,1,6,1
"1374",3,0.315829992294312,1,NA,1
"1375",3,0.785520017147064,6,3,1
"1376",4,0.511519968509674,4,4,0
"1377",5,0.614226460456848,7,6,0
"1378",5,0.785520017147064,1,4,0
"1379",4,NA,1,4,1
"1380",5,NA,4,2,0
"1381",4,0.600469946861267,6,7,0
"1382",3,0.662460029125214,1,NA,0
"1383",5,0.62365996837616,3,4,0
"1384",NA,0.401980012655258,1,4,0
"1385",3,0.394959986209869,2,5,1
"1386",3,0.189989998936653,7,NA,1
"1387",NA,0.315829992294312,4,NA,0
"1388",5,0.414970010519028,2,6,1
"1389",5,0.267989993095398,6,NA,1
"1390",5,0.320780009031296,6,5,1
"1391",4,0.609759986400604,3,3,1
"1392",3,0.267989993095398,1,2,1
"1393",3,0.320780009031296,4,2,0
"1394",4,1.10091006755829,3,2,0
"1395",3,0.65021002292633,5,5,1
"1396",2,1.10091006755829,1,2,1
"1397",3,0.581430017948151,4,4,0
"1398",3,0.343410015106201,2,5,1
"1399",3,0.414970010519028,7,NA,0
"1400",4,0.400240004062653,2,NA,1
"1401",3,0.343410015106201,7,5,1
"1402",4,0.600469946861267,2,5,0
"1403",5,0.461620002985001,2,6,1
"1404",NA,0.62365996837616,7,5,0
"1405",3,0.65021002292633,1,3,0
"1406",3,NA,1,2,1
"1407",1,0.407070010900497,2,4,1
"1408",3,0.532429993152618,1,2,0
"1409",4,0.688880026340485,3,NA,1
"1410",4,0.785520017147064,3,4,1
"1411",4,0.267989993095398,1,NA,1
"1412",4,0.381099998950958,7,4,0
"1413",3,0.518409967422485,5,6,0
"1414",5,0.364969998598099,2,3,1
"1415",3,0.320780009031296,7,NA,1
"1416",4,0.394959986209869,2,4,1
"1417",5,0.261489987373352,3,NA,1
"1418",NA,0.408399999141693,1,5,1
"1419",4,0.427269995212555,2,NA,0
"1420",3,0.609759986400604,2,3,1
"1421",3,0.487359970808029,7,6,1
"1422",3,NA,3,4,1
"1423",3,0.427269995212555,3,NA,1
"1424",NA,0.532429993152618,2,3,0
"1425",3,0.407070010900497,5,6,1
"1426",4,0.312420010566711,5,6,1
"1427",3,0.461620002985001,7,NA,0
"1428",5,NA,6,NA,1
"1429",5,0.614226460456848,6,6,0
"1430",2,0.903599977493286,7,5,0
"1431",3,NA,5,4,1
"1432",3,0.387620002031326,3,NA,1
"1433",3,0.315829992294312,7,NA,1
"1434",3,0.785520017147064,1,4,1
"1435",3,0.487359970808029,6,6,0
"1436",4,0.408399999141693,2,2,0
"1437",4,0.394959986209869,2,6,1
"1438",3,0.600469946861267,3,2,0
"1439",2,NA,3,NA,1
"1440",4,0.511519968509674,4,4,0
"1441",4,0.600469946861267,7,6,0
"1442",5,0.614226460456848,7,6,0
"1443",5,0.464700013399124,4,NA,1
"1444",5,0.315829992294312,3,NA,1
"1445",5,0.390350013971329,5,6,0
"1446",3,0.644749999046326,4,NA,1
"1447",3,NA,2,2,1
"1448",3,0.343410015106201,4,4,1
"1449",3,0.401980012655258,1,NA,1
"1450",NA,0.785520017147064,2,4,0
"1451",3,0.62365996837616,1,NA,0
"1452",5,0.315829992294312,7,6,1
"1453",5,0.903599977493286,7,6,0
"1454",4,NA,6,NA,1
"1455",3,0.785520017147064,7,6,0
"1456",5,NA,1,4,1
"1457",4,0.265219986438751,1,4,0
"1458",3,0.785520017147064,5,4,0
"1459",3,0.400240004062653,3,4,1
"1460",3,0.62365996837616,6,6,0
"1461",3,0.592509984970093,3,1,0
"1462",4,NA,6,NA,1
"1463",4,0.785520017147064,3,NA,1
"1464",4,0.511519968509674,3,4,0
"1465",5,0.461620002985001,4,4,0
"1466",3,0.701979994773865,1,4,0
