zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
44082,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44088,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44005,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44004,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44129,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44017,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44011,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44126,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44124,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44125,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44122,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44123,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44085,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44084,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44086,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44081,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44057,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44146,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44023,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44022,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44021,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44026,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44024,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44147,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
44118,3755,Cleveland Electric Illum Co,OH,Delivery,Investor Owned,0.0450708573692,0.00915927920302,0.0479462664331
60901,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60018,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60019,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60014,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60015,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60016,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60017,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60010,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60011,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60012,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60013,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60421,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60420,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60423,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60422,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60425,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60424,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60426,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61059,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61057,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61054,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61052,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61051,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61050,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60094,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60095,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60096,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60097,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60090,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60091,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60098,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60099,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60119,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60118,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60111,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60110,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60113,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60112,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60115,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60117,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60116,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61741,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61740,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60670,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60673,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60674,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60675,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60677,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60678,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61318,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61319,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61310,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61311,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61313,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60191,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60190,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60193,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60192,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60195,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60194,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60197,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60196,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60199,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61126,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61125,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60542,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60543,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60540,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60546,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60544,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60545,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60548,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61088,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61089,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61084,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61085,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61087,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61081,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60025,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60026,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60021,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60020,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60022,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60029,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60474,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60475,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60472,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60473,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60470,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60471,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60478,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60479,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61243,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61006,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61007,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61008,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60146,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60147,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60144,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60145,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60142,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60143,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60140,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60141,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60148,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60429,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60598,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60649,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60641,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60640,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60643,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60642,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60645,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60644,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60647,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60646,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61321,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61325,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61324,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60301,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60302,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60303,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60304,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60305,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60539,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60538,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60531,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60530,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60534,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60914,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61230,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61038,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61037,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61031,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61032,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60920,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60078,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60079,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60072,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60073,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60070,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60071,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60076,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60077,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60074,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60075,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60399,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60407,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60404,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60403,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60402,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60401,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60408,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60616,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60617,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60614,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60615,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60612,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60613,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60610,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60611,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60618,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60619,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61376,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61374,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61370,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60137,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60136,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60135,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60133,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60132,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60131,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60130,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60138,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60185,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60487,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60482,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60481,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60699,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60696,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60697,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60694,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60695,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60693,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60690,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60691,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60712,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60714,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60568,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60560,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60561,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60563,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60564,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60565,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60566,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60567,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60661,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60910,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60913,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60915,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60917,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60919,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60002,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60001,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60007,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60006,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60005,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60004,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60009,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60008,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60459,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60452,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60458,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60454,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60455,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60456,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60457,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60450,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60451,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60453,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
60586,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61062,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61063,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61060,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61061,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61067,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
61064,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
