rMVMP,fulldate,NAME,rMVOP,Obs,BHRET3
60.8707,19860611,"Advanced Magnetics",62.3553,438,1.21
143.878,19860611,"Adaptec",133.35,439,4.819
19.6882,19860616,"Candela Laser",16.8756,440,51.724
412.42,19860624,"MAI Basic Four",415.742,441,-54.842
139.73,19860625,"Eldec",129.38,442,22.807
103.013,19860626,"Automated Language Processing",79.1923,443,-59.398
84.842,19860626,"MicroBilt",84.8421,444,97.449
91.265,19860626,"Alloy Computer Products",92.3738,445,-77.5
267.864,19860626,"Interleaf",223.22,446,-32.29
36.162,19860701,"Cellular",28.9296,447,268.317
163.819,19860702,"Xyvision",148.626,448,-66.387
33.0546,19860708,"Research Frontiers",25.5906,449,-37.5
45.6324,19860708,"CEM",47.8584,450,97.59
16.1725,19860709,"Dynatem",16.8756,451,-78.719
234.655,19860724,"Cellular Communications",209.514,452,535.95
15.8209,19860730,"Nationwide Cellular Service",15.8209,453,348.781
33.7512,19860730,"Edison Control",29.5323,454,-75.758
179.147,19860730,"General Parametrics",194.075,455,-61.46
137.696,19860813,"Adobe Systems",112.197,456,596.17
23.8691,19860814,"Altai",23.2642,457,-37.349
48.7614,19860903,"SCS/Compute",51.7167,458,-50.76
331.23,19860916,"Acuson",353.311,459,296.875
109.615,19860924,"Informix",107.748,460,46.341
21.5399,19860926,"Manatron",22.0438,461,-49.398
32.9677,19861008,"Microwave Labs",32.9677,462,-89.583
47.9605,19861008,"IDB Communications Group",48.9392,463,7.69
133.403,19861008,"Chips and Technologies",130.022,464,336.145
205.521,19861017,"Morino",198.891,465,73.437
271.231,19861017,"Convex Computer",254.279,466,86.154
42.9363,19861024,"California Micro Devices",42.9363,467,-62.887
300.371,19861029,"Silicon Graphics",270.334,468,100
464.19,19861031,"Metro Mobile CTS",455.089,469,473.27
16.5136,19861112,"SAZTEC International",18.3321,470,-34.783
81.292,19861113,"Irwin Magnetic Systems",81.2922,471,59.375
46.3577,19861118,"Elcotel",42.7917,472,-2.857
117.657,19861205,"Cerner",110.736,473,-27.74
126.654,19861217,"SAGE Software",119.485,474,-27.358
334.908,19861217,"Alliant Computer Systems",291.225,475,-71.014
14.4648,19861222,"Hemodynamics",14.4648,476,-64
54.0784,19861223,"Lowrance Electronics",54.902,477,-63.49
569.63,19870123,"Network Equipment Technologies",409.622,478,24.022
50.3593,19870206,"SSE Telecom",41.9661,479,0
30.2464,19870209,"Photon Technology Intl",32.072,480,-72.491
151.056,19870212,"System Software Associates",126.692,481,248.387
253.285,19870226,"Excelan",192.979,482,4.72
34.3421,19870227,"Elexis",31.0187,483,-96.573
442.52,19870305,"Telematics International",372.652,484,-80.702
60.0732,19870310,"Photronic Laboratories",51.9552,485,-17.57
96.402,19870325,"Xylogics",90.7315,486,-53.676
116.93,19870428,"Davox",114.442,487,-60.11
284.181,19870430,"Sequent Computer Systems",259.317,488,173.826
123.948,19870519,"Microcom",122.152,489,111.594
340.687,19870519,"Digital Microwave",319.394,490,6.154
447.53,19870519,"Nellcor",427.49,491,38.806
245.682,19870521,"Data Technology",227.579,492,-45.83
63.3085,19870522,"Criticare Systems",55.395,493,-48
337.658,19870528,"Komag",279.441,494,-11.111
189.628,19870604,"Alpharel",194.038,495,-96.8
167.757,19870610,"ECAD",158.438,496,203.175
274.341,19870610,"Intl Microelectronic Products",274.341,497,-59.55
150.797,19870611,"Impact Systems",150.797,498,-87.681
103.669,19870616,"Interspec",101.463,499,-65.96
730.92,19870616,"Aldus",420.671,500,-23.345
27.2349,19870617,"Xeta",27.2349,501,-89.474
35.8875,19870617,"Samna",32.175,502,141.379
53.9015,19870701,"Delphi Information Systems",57.7517,503,-5.36
27.2844,19870714,"Vikonics",20.988,504,21.154
333.576,19870721,"FileNet",304.983,505,-8.571
101.96,19870722,"Fair Issac & Company",104.715,506,-42.584
36.5429,19870723,"Optek Technology",36.5429,507,-60.2
44.2047,19870723,"CONMED",39.2931,508,1.59
474.75,19870723,"Everex Systems",469.207,509,-18.8
78.861,19870729,"ProNet",77.027,510,-37.209
101.299,19870729,"ABIOMED",101.299,511,-10.23
25.542,19870806,"Digital Optronics",25.542,512,-79.897
80.879,19870811,"Xscribe",80.879,513,-93.359
618.05,19870811,"Teradata",515.038,514,0
131.37,19870814,"Domain Technology",128.165,515,-99.543
5324.62,19870824,"McCaw Cellular Communications",4825.43,516,-31.25
146.901,19870825,"Intellicall",139.432,517,-32.218
13.9788,19870902,"CAM Data Systems",13.9788,518,-84.706
17.7895,19870910,"Rainbow Technologies",16.533,519,272.672
148.343,19870922,"Centex Telemanagement",150.347,520,123.776
183.264,19870928,"Flextronics",178.794,521,-95.195
150.283,19870929,"Structural Dynamics Research",147.337,522,198.039
68.625,19870930,"Summagraphics",65.9855,523,-44.304
32.175,19871002,"II-VI",32.175,524,-46.154
473.55,19871006,"Dallas-Semiconductor",410.591,525,-55.689
102.419,19871008,"HHB Systems",106.872,526,4.348
27.1814,19871009,"Code-Alarm",28.2269,527,24.528
114.8,19871009,"ISOETEC Communications",114.8,528,-5
60.944,19871014,"Critical Industries",65.34,529,-86.747
64.211,19871015,"Keptel",64.2114,530,-47.541
35.2688,19871016,"Blyth Holdings",34.65,531,-28.07
10.3951,19880129,"Houston Biomedical",10.9423,532,-53.846
922.32,19880204,"McClatchy Newspapers",882.221,533,24.69
236.164,19880226,"Octel Communications",183.683,534,90.345
124.057,19880229,"Maxim Integrated Products",113.719,535,139.58
529.82,19880303,"Vanguard Cellular Systems",465.204,536,79.12
173.051,19880304,"Vitalink Communications",158.63,537,3.448
189.082,19880330,"Altera",184.88,538,218.92
525.6,19880412,"Conner Peripherals",509.669,539,218.182
414.37,19880511,"Teleconnect",414.371,540,6.25
293.608,19880517,"Relational Technology",285.949,541,-36.526
256.089,19880614,"Phoenix Technologies",247.828,542,-53.6
278.833,19880622,"Dell Computer",243.085,543,132.05
62.5155,19880623,"Mindscape",59.2252,544,15.79
119.399,19880623,"Index Technology",100.547,545,-28.07
26.6633,19880812,"Unitronix",23.9778,546,-72.254
236.878,19880812,"BMC Software",247.177,547,710
200.963,19880819,"SynOptics Communications",187.104,548,257.27
143.075,19880920,"Weitek",139.585,549,-27.273
108.548,19880928,"Landmark Graphics",105.259,550,157.576
107.615,19881004,"ARIX",107.615,551,-87.395
60.2718,19881005,"Sierra On-Line",58.6428,552,65.66
52.2183,19881019,"Taunton Technologies",45.691,553,63.569
49.2401,19881102,"Logic Devices",51.381,554,-33.33
54.7337,19890119,"FSI International",54.7337,555,-43.33
107.139,19890202,"Network General",90.2224,556,390.181
88.156,19890413,"Bytex",88.156,557,-15.625
118.932,19890509,"Consilium",103.17,558,26.06
262.7,19890509,"Goal Systems International",256.132,559,73.75
85.518,19890518,"Comptronix",76.016,560,131.11
782.33,19890530,"Cabletron Systems",740.529,561,185.199
331.372,19890608,"Cirrus Logic",267.775,562,52.54
122.708,19890623,"Symantec",112.038,563,600
108.114,19890713,"BEI Electronics",108.114,564,-4.39
79.468,19890720,"Cognex",78.5753,565,93.258
90.548,19890728,"Biomagnetic Technologies",90.548,566,16.667
55.3704,19890824,"New Image Industries",35.9907,567,-36.25
111.235,19890906,"Brite Voice Systems",99.317,568,-79.02
139.578,19890920,"Electronic Arts",135.348,569,682.09
149.769,19890929,"Surgical Laser Technologies",120.782,570,-68.548
75.526,19891005,"Digi International",69.4494,571,315.91
146.129,19891019,"Caere",108.747,572,90.769
422.824,19891019,"Exabyte",348.72,573,36.082
272.97,19891020,"KnowledgeWare",243.723,574,-22.67
99.959,19891108,"Lattice Semiconductor",104.305,575,281.527
168.054,19891108,"Amtech",151.979,576,152.328
54.7633,19891109,"Mass Microsystems",43.8106,577,-90.099
63.4149,19891115,"Solectron",60.8783,578,944
132.961,19891130,"Laserscope",105.2,579,-53.846
246.447,19891207,"Parametric Technology",168.992,580,803.93
246.226,19891208,"Cellular Information Systems",240.63,581,-86.36
242.018,19891219,"Borland International",242.018,582,117.5
121.555,19891221,"Exide Electronics Group",122.783,583,89.899
721.46,19891221,"MIPS Computer Systems",664.503,584,-53.947
36.6548,19900202,"Henley International",36.6548,585,101.56
473.376,19900216,"Cisco Systems",382.956,586,1369.66
287.594,19900227,"Digital Sound",257.321,587,-67.105
172.177,19900306,"Integrated Systems",125.219,588,-50.505
129.312,19900306,"Sequoia Systems",136.496,589,-75.041
701.88,19900313,"Verifone",583.378,590,27.74
193.45,19900329,"Syntellect",157.918,591,-64.626
248.88,19900411,"Advanced Logic Research",212.16,592,-80.49
11.1049,19900426,"JMAR Industries",11.5878,593,-45.205
129.621,19900427,"Telebit",112.714,594,-63.04
263.62,19900501,"Aspect Telecommunications",250.655,595,24.59
136.799,19900509,"RasterOps",110.359,596,-48.74
331.663,19900608,"Digital Systems International",269.828,597,-77.4
543.885,19900612,"Xilinx",388.489,598,140.18
143.71,19900625,"AICorp",125.54,599,-70.143
47.5713,19900628,"Benchmark Electronics",48.2607,600,91.3
138.35,19900629,"Micrografx",94.1959,601,-63.395
99.229,19900719,"MECA Software",81.0037,602,-53.061
264.322,19900720,"Trimble Navigation",254.768,603,15.663
120.679,19900725,"IKOS Systems",120.679,604,-75.962
82.084,19900801,"Bird Medical Technologies",87.5566,605,-62.089
74.942,19900809,"Easel",66.6149,606,-33.333
113.218,19900814,"Lunar",102.537,607,-13.21
239.359,19900816,"Marcam",186.168,608,-5.56
218.289,19900820,"Radius",221.053,609,-59.02
183.587,19900829,"Vital Signs",181.32,610,58.025
143.667,19901220,"In Focus Systems",121.319,611,31.111
214.279,19910131,"Cygnus Therapeutic Systems",164.128,612,-6.38
60.6354,19910211,"Advanced Photonix",38.296,613,-57.43
334.609,19910319,"Atmel",334.609,614,280.769
88.744,19910321,"Symix Systems",61.2028,615,-61.43
409.337,19910417,"Brooktree",288.944,616,-58.824
273.341,19910418,"Platinum Technology",197.596,617,22.892
139.57,19910425,"Ross Systems",129.833,618,-58.197
147.439,19910425,"Xyplex",131.057,619,3.033
154.189,19910502,"Applied Immune Sciences",139.642,620,-10.413
24.0719,19910521,"Computer Petroleum",23.4848,621,-80
142.132,19910523,"State of the Art",134.651,622,-18.919
201.111,19910523,"Envoy",171.158,623,71.28
225.84,19910604,"Proteon",223.052,624,-43.21
390.382,19910611,"Quarterdeck Office Systems",321.965,625,-67.01
176.484,19910618,"American Dental Laser",146.834,626,-89.6
61.2089,19910620,"Integrated Circuit Systems",61.2089,627,104.55
116.25,19910621,"IDEXX Corp",115.289,628,290.08
91.668,19910626,"Advanced Promotion Tech",68.7513,629,-34.38
106.381,19910717,"Micronics Computers",102.126,630,-36
204.762,19910718,"Teknekron Communications",204.762,631,-45
301.96,19910724,"Video Lottery Technologies",234.858,632,-41.67
96.639,19910725,"GMIS",81.0523,633,13.71
267.323,19910730,"Progress Software",226.545,634,8.48
530.174,19910730,"Wellfleet Communications",400.576,635,259.2
81.309,19910801,"Medicus Systems",65.0474,636,10.322
22.603,19910807,"Mediware Information Systems",21.5756,637,-81.395
530.82,19910813,"Sybase",412.434,638,385.985
357.633,19910815,"Zebra Technologies",303.743,639,110.959
343.652,19910920,"Technology Solutions",274.922,640,-63.33
649.78,19910920,"Artisoft",501.035,641,-43.37
201.693,19910924,"CellPro",158.473,642,53.571
1081.97,19911001,"Paging Network",986.1,643,118.788
110.474,19911003,"MicroProse",97.002,644,35.98
77.835,19911010,"Centigram Communications",74.3754,645,47.11
202.429,19911011,"US Robotics",202.429,646,169.231
263.677,19911016,"Lannet Data Communications",226.632,647,-46.41
557.05,19911018,"Read-Rite",507.414,648,39.6
166.62,19911025,"Mitek Surgical Products",107.714,649,-17.172
165.914,19911025,"IMRS",131.678,650,120.635
1240.03,19911101,"Marquette Electronics",1119.48,651,8.333
60.8653,19911106,"DATEQ Information Network",54.1025,652,-61.8
264.226,19911106,"Advanced Interventional Sys",196.282,653,-94.286
280.566,19911107,"NAMIC USA",272.983,654,-6.06
28.7572,19911113,"LaserSight, ",16.6708,655,117.432
451.769,19911114,"Atlantic Tel-Network",381.494,656,-56.41
149.711,19911115,"ARI Network Services",134.95,657,-64.789
54.4941,19911121,"Information America",55.4502,658,-16.67
126.641,19911121,"Physicians Computer Network",126.641,659,-34.722
204.907,19911125,"Broderbund Software",163.926,660,393.25
222.429,19911126,"Bachman Information Sys ",189.302,661,-77.35
17.0349,19911204,"Conceptronic",16.6872,662,-69.792
281.309,19911209,"Retix Corp",215.471,663,-63.87
143.56,19911211,"American Superconductor",106.11,664,103.938
234.313,19911211,"Vitesse Semiconductor Corp",205.738,665,-52.44
598.77,19911213,"QUALCOMM",532.237,666,183.333
309.951,19911217,"Viewlogic Systems",255.833,667,14.809
216.099,19911218,"Syquest Technology",177.964,668,32.353
107.648,19920113,"Allied Healthcare Products",99.847,669,98.52
127.76,19920117,"Arch Communications Group",124.92,670,70
220.879,19920117,"CardioPulmonics",142.922,671,-75.735
258.56,19920121,"Spectranetics",208.392,672,-88.06
154.119,19920122,"Abaxis",107.639,673,-78.657
843.99,19920122,"Ventritex",498.09,674,-9.17
707.98,19920130,"ElectroCom Automation",676.28,675,-41.045
34.7212,19920211,"Defense Software & Systems",20.5755,676,33.333
372.757,19920212,"Frame Technology",239.936,677,-17.24
181.135,19920219,"Chemtrak",184.687,678,-79.41
247.192,19920226,"I-Stat",250.578,679,32.88
640.29,19920226,"Synopsys",365.88,680,51.587
592.62,19920302,"Heart Technology",414.257,681,-24.232
234.199,19920304,"Endosonics",212.909,682,-55.3
129.262,19920305,"PolyMedica Industries",129.262,683,-50.529
118.345,19920319,"Triconex",94.676,684,7.692
128.618,19920319,"America Online",100.278,685,1041.12
128.527,19920324,"Protocol Systems",120.324,686,2.128
71.687,19920325,"Satellite Technology",70.8021,687,11.11
405.395,19920325,"Walker Interactive Systems",276.406,688,-68.21
198.399,19920327,"Kendall Square Research",198.399,689,-99.432
382.79,19920330,"Xircom",319.944,690,-15.545
32.3785,19920331,"M-Wave",32.3785,691,78.607
56.4622,19920331,"ICU Medical",59.8635,692,124.1
318.88,19920403,"ChipSoft",289.891,693,24.545
168.253,19920407,"VideoTelecom",154.792,694,-15
104.425,19920415,"Kopin",104.425,695,-12.5
198.578,19920416,"Teledata Communication",182.029,696,-47.917
40.8396,19920420,"CliniCom",39.5006,697,386.67
172.416,19920424,"Orthofix International",197.046,698,59.524
110.534,19920428,"Learning",98.252,699,113.75
87.687,19920430,"Intermedia Communications",87.6867,700,31.25
75.651,19920501,"Metricom",75.6509,701,185.42
477.64,19920507,"Stac Electronics",458.537,702,-54
81.616,19920514,"VMark Software",86.4171,703,82.353
110.828,19920515,"SuperMac Technology",97.313,704,-32.93
92.266,19920518,"Cardiovascular Imaging Systems",72.7735,705,18.07
2781.12,19920518,"Boston Scientific",2760.82,706,52.14
107.892,19920521,"Optical Data Systems",107.892,707,444.444
171.665,19920529,"PerSeptive Biosystems",135.398,708,-7.042
31.0327,19920603,"United States Paging",29.7914,709,43
170.435,19920604,"Netframe Systems",161.465,710,-47.368
302.026,19920604,"Network Computing Devices",278.793,711,-48.112
91.344,19920605,"Kronos",89.4795,712,173.469
29.618,19920609,"Intramed Laboratories",31.0283,713,-48.78
646.27,19920609,"Arrow International",641.812,714,114.385
63.601,19920611,"Equitrac",63.6006,715,-58.988
86.947,19920616,"Broadway & Seymour",79.4948,716,148.571
116.732,19920618,"CrossComm",111.656,717,5.44
75.768,19920630,"MicroTouch Systems",67.0737,718,169.672
40.7188,19920701,"Data Research Associates",40.7188,719,85.71
41.5095,19920710,"Electronic Information Systems",40.4971,720,241.46
124.006,19920716,"Zoll Medical",91.8561,721,-3.704
143.448,19920716,"Medrad",107.586,722,23.438
168.558,19920721,"StrataCom",168.558,723,1389.29
264.004,19920722,"First Pacific Networks",256.868,724,-70.27
867.32,19920803,"Creative Technology",816.302,725,10.675
448.67,19920805,"Tadiran",448.674,726,42.72
314.953,19920806,"Banyan Systems",264.56,727,-7.2
16.3896,19920810,"3Net Systems",15.9899,728,-94.519
99.998,19920812,"Value-Added Communications",88.1341,729,-83.051
13.2748,19920820,"BKC Semiconductors",13.7664,730,-59.546
39.0663,19920820,"Perceptron",36.2759,731,298.96
56.145,19920820,"Lifequest Medical",55.4845,732,-76.47
67.788,19920911,"Intelligent Surgical Laser",63.8,733,-88.235
165.393,19920922,"Netrix",149.79,734,-60.377
229.369,19921002,"Electronics for Imaging",194.964,735,370.83
235.393,19921006,"4th Dimension Software",209.238,736,-55.56
357.386,19921006,"McAfee Associates",282.379,737,133.333
98.857,19921007,"Data Race",87.1285,738,-67.797
60.1403,19921015,"IQ Software",56.975,739,52.63
73.8613,19921020,"Brooktrout Technology",61.5511,740,55.73
321.721,19921020,"Corel",321.721,741,251.346
270.927,19921022,"Platinum Software",181.699,742,-44.311
40.264,19921023,"Citation Computer Systems",39.5576,743,-38.6
199.729,19921030,"Microtest",170.357,744,-11.77
12.8398,19921104,"Rimage",11.165,745,-3.92
104.972,19921105,"Dial Page",104.972,746,51.136
407.816,19921111,"Media Vision Technology",278.056,747,-99.57
477.044,19921118,"PeopleSoft",280.857,748,486.75
427.225,19921210,"Micro Warehouse",323.791,749,308.421
192.74,19921215,"Vision-Sciences",144.555,750,-83.333
1383.33,19921215,"CompuWare",1229.62,751,-22.476
288.121,19921216,"Trident Microsystems",306.128,752,78.125
76.8471,19921217,"ISG International Software",61.1284,753,-71.59
118.666,19921223,"TRO Learning",95.8914,754,22.222
15.6023,19921224,"Hungarian Telephone & Cable",13.0407,755,32.736
26.7434,19930120,"Computer Outsourcing Services",22.024,756,-37.255
67.051,19930128,"OrthoLogic",67.0505,757,215.385
218.992,19930203,"MathSoft",129.404,758,-72.159
541.739,19930203,"Powersoft",283.262,759,93.464
140.97,19930204,"Proxima",120.171,760,68.852
586.394,19930204,"Gupta",312.743,761,-82.272
238.513,19930205,"Molecular Dynamics",162.707,762,-60.47
165.047,19930210,"Cyberonics",165.047,763,-50.9
146.595,19930212,"Universal Electronics",112.102,764,-47.79
126.002,19930225,"Boca Research",129.233,765,119.231
257.461,19930305,"S3",195.54,766,208.861
90.966,19930308,"Tencor Instruments",88.0312,767,332.676
90.739,19930309,"Superconductor Technologies",86.4177,768,-30.952
114.009,19930309,"Community Health Computing",114.009,769,-98.44
401.288,19930311,"Avid Technology",305.743,770,-26.241
545.517,19930312,"Intuit",343.633,771,219.685
288.946,19930315,"Wall Data",254.019,772,-34.64
50.9755,19930316,"Aseco",47.2456,773,4.88
145.473,19930319,"Microchip Technology",127.136,774,765.966
193.923,19930319,"Tricord Systems",193.923,775,-60.23
83.619,19930323,"Magal Security Systems",67.2798,776,-66.207
82.298,19930326,"Applied Signal Technology",79.4604,777,-34.483
180.738,19930326,"Gilat Satellite Networks",148.298,778,59.829
29.7208,19930329,"Styles on Video",19.2784,779,-54.563
127.454,19930330,"Parallan Computer",127.454,780,-13.542
64.528,19930331,"Liberty Technologies",63.6437,781,-35.616
92.388,19930331,"Brock Control Systems",76.6997,782,-41.509
416.519,19930331,"Davidson & Associates",333.215,783,186.754
86.0811,19930405,"Casino Data Systems",35.8671,784,307.43
143.424,19930407,"BHC Financial",105.681,785,-9.715
116.958,19930413,"Edunetics",111.168,786,-85.4
65.693,19930415,"Equinox Systems",67.1532,787,-13.306
130.536,19930415,"Wind River Systems",122.478,788,187.654
45.9147,19930420,"JetForm",42.3828,789,337.769
67.961,19930427,"Interlinq Software",67.9607,790,-47.57
72.0749,19930429,"Absolute Entertainment",60.6946,791,-86.26
155.384,19930429,"Jabil Circuit",150.026,792,40.517
231.25,19930430,"Electronic Retailing Systems",231.25,793,-84.62
625.41,19930503,"3DO",463.269,794,-56.86
132.484,19930511,"Catalyst Semiconductor",107.95,795,-46.296
513.86,19930511,"Auspex Systems",428.96,796,70.494
43.4551,19930512,"Quad Systems",41.9567,797,2.586
98.269,19930512,"OPTi",97.056,798,-41.37
118.367,19930518,"Megatest",113.632,799,81
561.9,19930526,"Santa Cruz Operation",567.574,800,-34.44
82.388,19930527,"Signal Technology",82.3878,801,1.177
38.3055,19930610,"Image Business Systems",37.6335,802,-97.36
40.5532,19930614,"ECCS ",38.1677,803,-51.04
199.783,19930617,"International Imaging",169.513,804,40.91
81.766,19930622,"FLIR Systems",85.3214,805,6.522
47.1132,19930623,"RGB Computer & Video",33.3967,806,6.329
91.372,19930701,"Pinnacle Micro",83.427,807,9.239
527.652,19930701,"BroadBand Technologies",333.254,808,10.526
97.042,19930714,"Fourth Shift",91.7491,809,0
145.354,19930716,"Metrocall",142.612,810,-28.302
586.74,19930716,"Cyrix",452.429,811,-22.89
127.697,19930720,"Dataware Technologies",111.6,812,-71.32
282.822,19930722,"Wonderware",232.912,813,-52.73
342.651,19930802,"Actel",245.674,814,37.71
268.415,19930804,"Best Power Technology",216.223,815,15.97
80.382,19930805,"Conductus",81.3997,816,3.797
93.194,19930805,"EP Technologies",89.7419,817,100
195.641,19930805,"QuickResponse Services",145.593,818,79.845
45.5017,19930810,"Innodata ",32.5012,819,-57.813
628.93,19930810,"CenCall Communications",503.142,820,-11.98
144.143,19930813,"Manugistics Group",140.628,821,159.756
74.384,19930818,"SPSS",74.3837,822,201.56
310.8,19930819,"Level One Communications ",185.39,823,14.47
139.277,19930824,"A+ Communications",101.293,824,-52.86
149.597,19930909,"Cornerstone Imaging",113.487,825,-58.62
375.747,19930915,"PairGain Technologies",266.352,826,659.49
315.262,19930921,"NetManage",208.008,827,42.27
229.359,19930923,"Summa Four ",148.537,828,-45.238
183.688,19930929,"Ultratech Stepper",137.154,829,96
91.973,19931008,"Micro Component Technology",84.3086,830,-83.854
61.3269,19931012,"Aladdin Knowledge Systems",46.4096,831,54.218
30.0004,19931013,"Frisco Bay Industries Ltd",30.8576,832,-60
115.215,19931020,"Davel Communications Group",89.4208,833,3.731
81.4854,19931026,"Illinois Superconductor",62.1499,834,22.03
189.203,19931028,"Credence Systems",193.229,835,89.89
357.823,19931029,"Mercury Interactive",249.756,836,-28.86
251.966,19931104,"Itron",223.052,837,13.58
52.3899,19931109,"Golden Systems",48.0956,838,-95.08
65.415,19931111,"Zytec Corp",64.6367,839,104.762
820.64,19931116,"FTP Software",636.415,840,-69.549
53.9072,19931117,"Uniphase",52.2737,841,1169.7
413.23,19931118,"United Video Satellite Group",433.555,842,112.502
59.7547,19931123,"Photonics Corp",61.462,843,-92.14
65.054,19931123,"Advanced Technology Materials",67.4635,844,105.556
80.782,19931130,"ParkerVision",67.3184,845,86.06
157.293,19931130,"Alliance Semiconductor",150.25,846,115.671
2151.4,19931207,"Gateway 2000",1676.41,847,216.828
122.6,19931208,"Veritas Software",100.595,848,604.77
81.033,19931209,"CMC Industries",83.3482,849,20
132.691,19931210,"Asante Technologies",141.16,850,-50.532
153.776,19931210,"Digidesign",153.776,851,71.429
267.197,19931210,"Racotek",249.384,852,-38.33
98.765,19931213,"TriQuint Semiconductor",85.2087,853,126.027
280.749,19931213,"Macromedia",195.304,854,134.783
757.89,19931213,"American Mobile Satellite",795.782,855,-34.786
122.8,19931214,"Active Voice",100.931,856,-24.66
83.35,19931215,"Proxim",95.2571,857,183.202
247.91,19931215,"Quickturn Design Systems",224.522,858,43.4
24.7088,19931216,"Navarre",24.7088,859,46.667
42.6569,19931216,"ENCAD",39.6808,860,1327.91
98.334,19931216,"Communications Central",94.4002,861,-39
60.04,19931222,"Lambert Communications",60.04,862,-95.57
796.81,19940127,"Telular",692.88,863,-73.37
226.341,19940131,"Digital Link",177.274,864,23.49
198.27,19940201,"MapInfo",155.345,865,-63.402
237.629,19940201,"ParcPlace Systems",171.314,866,-90.7
160.766,19940202,"USA Mobile Communications",160.766,867,123.75
190.035,19940204,"Alantec",159.384,868,367.227
32.9874,19940209,"SigmaTron International",28.864,869,165.625
112.875,19940210,"Softdesk",89.5219,870,-0.851
110.299,19940210,"Sonic Solutions",104.784,871,-31.25
201.754,19940210,"DSP Group",182.229,872,-27.411
161.482,19940214,"Xpedite Systems",140.419,873,30.435
48.608,19940217,"Natural Microsystems",39.9098,874,469.87
124.821,19940217,"Integrated Silicon Systems",87.0845,875,183.721
25.1126,19940224,"Network Long Distance",21.837,876,51.111
194.579,19940224,"Global Village Communication",148.251,877,-75.595
42.2041,19940225,"Effective Management Systems",42.2041,878,-6.25
43.715,19940303,"Electronic Fab Technology",41.6334,879,-26.984
355.708,19940303,"Cidco",278.987,880,-32.026
239.826,19940309,"UroMed",247.562,881,-3.79
67.478,19940317,"CIBER",64.4568,882,517.91
100.357,19940318,"Minnesota Educational",88.7772,883,277.885
200.879,19940318,"Flextronics International",193.952,884,53.45
21.5923,19940323,"Crystallume",25.2104,885,-33.784
120.346,19940328,"Reptron Electronics",118.075,886,50.106
242.251,19940329,"Applied Digital Access",190.623,887,-65.57
266.878,19940407,"MTI Technology",266.878,888,-56.25
312.358,19940411,"Dialogic",241.118,889,36.16
145.698,19940414,"XcelleNet",116.558,890,10.91
138.853,19940414,"Numar",138.853,891,44
108.673,19940415,"Educational Insights",106.022,892,-79.878
21.6188,19940420,"Software Professionals ",23.2007,893,-56.098
69.445,19940421,"Project Software & Development",67.4613,894,114.286
179.169,19940421,"Heartland Wireless",175.002,895,-82.557
403.485,19940421,"C-Cube Microsystems",340.973,896,166.197
104.547,19940422,"Transaction Network Services",104.547,897,50
23.1648,19940511,"Micrion",22.9025,898,169.663
268.098,19940512,"Ascend Communications",232.352,899,2507.7
157.927,19940513,"Atria Software",126.341,900,505
202.406,19940513,"MovieFone",221.683,901,-41.67
49.3185,19940516,"Panda Project",41.0987,902,-28.6
31.1207,19940520,"Ibis Technology",34.6832,903,-1.493
451.892,19940523,"Fore Systems",306.043,904,152.777
1512.99,19940524,"Indigo",1512.99,905,-73.683
66.1286,19940602,"Wavefront Technologies",62.08,906,213.75
14.0977,19940603,"Sigma Circuits",14.0977,907,54.545
50.0745,19940614,"CDP Technologies",48.0715,908,44
87.621,19940614,"Diametrics Medical",84.1161,909,10
81.0778,19940616,"Coherent Communications",42.6725,910,436.348
74.368,19940621,"Bio-Plexus",64.6676,911,-65.761
12.6504,19940622,"UStel",12.048,912,-30.952
89.962,19940623,"GeoWorks ",89.9624,913,-7.292
83.581,19940628,"Network Peripherals",81.8752,914,12.245
263.779,19940630,"MediSense",263.779,915,271.875
30.162,19940726,"Innovative Tech Systems",25.6698,916,-40.957
50.3802,19940728,"RF Monolithics",48.5143,917,231.48
497,19940728,"Cascade Communications",305.846,918,586.303
132.586,19940803,"Spectrian",129.987,919,247.549
82.451,19940804,"SystemSoft",80.6184,920,388.889
618.97,19940809,"ADTRAN",489.733,921,180.61
31.178,19940811,"Global Market Information",25.4514,922,-77.604
46.6444,19940819,"Target Technologies",45.8261,923,-26.316
54.6396,19940823,"Comet Software International",44.5211,924,-86.111
43.9658,19940824,"Loronix Information Systems",42.2072,925,-49.028
100.58,19940831,"Wave Systems",100.58,926,-78.13
670.004,19940922,"Business Objects",397.46,927,-38.74
166.645,19940926,"IPC Information Systems",163.913,928,34.67
338.46,19940926,"Affiliated Computer Services",298.778,929,187.419
151.247,19940927,"ADFlex Solutions",132.802,930,65.854
99.823,19940928,"Tessco Technologies",73.7157,931,72.31
153.07,19940928,"Mattson Technology",111.324,932,75.76
84.59,19940929,"Metrologic Instruments",74.7541,933,41.28
277.857,19941006,"US Xpress Enterprises",253.008,934,43.089
167.631,19941013,"Micro Linear",152.998,935,-2.525
514.23,19941013,"Clearnet Communications",514.231,936,53.933
405.609,19941020,"Ortel",215.221,937,-4.95
156.897,19941021,"WavePhore",156.897,938,-5.114
160.78,19941025,"Aspen Technology",131.662,939,337.381
210.84,19941025,"Tower Semiconductor",210.84,940,83.74
180.872,19941026,"Epic Design Technology",113.317,941,156.63
88.223,19941108,"Pinnacle Systems",77.559,942,137.363
