"","choice","college","hsg2","coml5","type1","type2","type3","type4","type5","type6","fuel1","fuel2","fuel3","fuel4","fuel5","fuel6","price1","price2","price3","price4","price5","price6","range1","range2","range3","range4","range5","range6","acc1","acc2","acc3","acc4","acc5","acc6","speed1","speed2","speed3","speed4","speed5","speed6","pollution1","pollution2","pollution3","pollution4","pollution5","pollution6","size1","size2","size3","size4","size5","size6","space1","space2","space3","space4","space5","space6","cost1","cost2","cost3","cost4","cost5","cost6","station1","station2","station3","station4","station5","station6"
"663","choice4",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",5.6978331,5.6978331,4.0359651,4.0359651,4.5107845,4.5107845,200,200,75,75,300,300,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,2,2,3,3,1,1,1,1,0.7,0.7,1,1,2,2,2,2,4,4,0,0,0.7,0.7,0.1,0.1
"664","choice5",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",4.3455777,4.3455777,2.8118444,2.8118444,3.3230888,3.3230888,200,200,75,75,300,300,2.5,2.5,4,4,6,6,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2,0.7,0.7,1,1,1,1,1,1,6,6,8,8,0,0,0.1,0.1,0.3,0.3
"665","choice5",1,1,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",1.661868,1.661868,2.1366874,2.1366874,2.3740971,2.3740971,300,300,250,250,300,300,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0.3,0.3,0.7,0.7,1,1
"666","choice3",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",2.7940569,2.7940569,2.9936324,2.9936324,3.1932079,3.1932079,125,125,300,300,250,250,6,6,2.5,2.5,4,4,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,2,2,3,3,1,1,0.7,0.7,1,1,1,1,8,8,4,4,6,6,0,0,0.7,0.7,0.1,0.1
"667","choice3",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",5.0815663,5.0815663,3.5994428,3.5994428,4.0229067,4.0229067,125,125,300,300,250,250,6,6,2.5,2.5,4,4,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,0.7,0.7,1,1,1,1,1,1,4,4,6,6,0,0,0.7,0.7,0.1,0.1
"668","choice3",1,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",3.7919343,3.7919343,4.5902363,4.5902363,3.3927834,3.3927834,200,200,300,300,350,350,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,1,1,2,2,4,4,0,0,0.7,0.7,1,1
"669","choice3",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",3.3544749,3.3544749,2.4599482,2.4599482,2.9072116,2.9072116,125,125,250,250,300,300,6,6,2.5,2.5,4,4,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,4,4,2,2,4,4,0,0,0.1,0.1,1,1
"670","choice2",1,0,1,"sportcar","truck","sportcar","sportuv","sportcar","regcar","methanol","methanol","cng","cng","gasoline","gasoline",4.2920479,4.2920479,2.7772075,2.7772075,3.7871011,3.7871011,200,200,75,75,350,350,4,4,6,6,2.5,2.5,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,2,2,0,0,1,1,1,1,1,1,1,1,2,2,4,4,8,8,0,0,0.1,0.1,1,1
"671","choice3",1,0,0,"van","truck","van","regcar","van","stwagon","methanol","methanol","electric","electric","gasoline","gasoline",8.4371306,8.4371306,6.4519234,6.4519234,7.444527,7.444527,200,200,300,300,350,350,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0,0,0.7,0.7,1,1
"672","choice3",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",1.1036489,1.1036489,1.3795612,1.3795612,0.8277367,0.8277367,200,200,300,300,350,350,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,1,1,2,2,3,3,0.7,0.7,1,1,1,1,1,1,2,2,4,4,0,0,0.7,0.7,1,1
"673","choice3",1,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",3.5329841,3.5329841,2.2482626,2.2482626,2.8906233,2.8906233,75,75,400,400,250,250,4,4,6,6,2.5,2.5,100,100,95,95,110,110,0,0,0.6,0.6,1,1,0,0,1,1,2,2,0.7,0.7,1,1,1,1,8,8,6,6,8,8,0,0,0.1,0.1,1,1
"674","choice3",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",2.2482626,2.2482626,2.8906233,2.8906233,3.2118037,3.2118037,300,300,250,250,300,300,6,6,2.5,2.5,4,4,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,2,2,3,3,1,1,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
"675","choice4",1,1,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",1.9270822,1.9270822,0.96354111,0.96354111,1.1241313,1.1241313,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,2,2,3,3,1,1,1,1,0.7,0.7,1,1,2,2,8,8,2,2,0,0,0.1,0.1,0.3,0.3
"676","choice1",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",1.2847215,1.2847215,1.6059019,1.6059019,0.96354111,0.96354111,125,125,250,250,300,300,4,4,6,6,2.5,2.5,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,2,2,8,8,2,2,0,0,0.7,0.7,1,1
"677","choice5",0,0,0,"van","regcar","van","stwagon","van","truck","cng","cng","electric","electric","gasoline","gasoline",4.0395745,4.0395745,2.7772075,2.7772075,3.2821543,3.2821543,75,75,300,300,350,350,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,0.7,0.7,1,1,1,1,6,6,8,8,2,2,0.3,0.3,0.7,0.7,1,1
"678","choice5",1,0,0,"sportuv","regcar","sportuv","truck","sportuv","sportcar","cng","cng","electric","electric","gasoline","gasoline",4.5107845,4.5107845,4.985604,4.985604,5.4604234,5.4604234,75,75,300,300,350,350,2.5,2.5,4,4,6,6,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,2,2,4,4,6,6,0.1,0.1,0.3,0.3,1,1
"679","choice3",0,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",3.0296809,3.0296809,3.7871011,3.7871011,4.0395745,4.0395745,125,125,250,250,300,300,6,6,2.5,2.5,4,4,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3,1,1,1,1,1,1,2,2,2,2,4,4,0,0,0.1,0.1,1,1
"680","choice5",1,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",3.3544749,3.3544749,3.5781065,3.5781065,2.9072116,2.9072116,125,125,300,300,300,300,4,4,6,6,2.5,2.5,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,1,1,2,2,0.7,0.7,0.7,0.7,1,1,2,2,2,2,6,6,0,0,0.1,0.1,1,1
"681","choice3",1,0,0,"van","regcar","van","stwagon","van","truck","methanol","methanol","cng","cng","electric","electric",6.6218936,6.6218936,4.690508,4.690508,5.2423324,5.2423324,125,125,300,300,250,250,6,6,2.5,2.5,4,4,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,0.7,0.7,1,1,1,1,1,1,4,4,6,6,0,0,0.7,0.7,0.1,0.1
"682","choice5",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",5.6978331,5.6978331,4.0359651,4.0359651,4.5107845,4.5107845,125,125,300,300,250,250,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2,1,1,1,1,1,1,8,8,6,6,8,8,0,0,0.3,0.3,0.7,0.7
"683","choice3",1,0,1,"sportuv","sportcar","sportuv","regcar","sportuv","truck","methanol","methanol","electric","electric","gasoline","gasoline",5.554415,5.554415,4.2920479,4.2920479,4.7969948,4.7969948,125,125,250,250,300,300,4,4,6,6,2.5,2.5,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,2,2,3,3,1,1,1,1,1,1,1,1,1,1,8,8,2,2,0,0,0.7,0.7,1,1
"684","choice3",1,0,0,"sportuv","sportcar","sportuv","regcar","sportuv","truck","methanol","methanol","electric","electric","gasoline","gasoline",4.8177056,4.8177056,3.5329841,3.5329841,4.1753448,4.1753448,125,125,250,250,300,300,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3,0.7,0.7,1,1,1,1,8,8,6,6,8,8,0,0,0.3,0.3,1,1
"685","choice3",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",4.690508,4.690508,5.2423324,5.2423324,5.7941569,5.7941569,125,125,300,300,250,250,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2,1,1,0.7,0.7,1,1,1,1,8,8,2,2,0,0,0.1,0.1,0.3,0.3
"686","choice3",1,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",5.2230137,5.2230137,5.4604234,5.4604234,4.5107845,4.5107845,125,125,300,300,300,300,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.25,0.25,1,1,1,1,2,2,3,3,1,1,1,1,1,1,4,4,6,6,2,2,0,0,0.3,0.3,1,1
"687","choice5",1,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",1.2847215,1.2847215,1.4453117,1.4453117,0.96354111,0.96354111,200,200,75,75,350,350,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,3,3,1,1,2,2,0.7,0.7,1,1,1,1,2,2,2,2,6,6,0,0,0.3,0.3,1,1
"688","choice1",1,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",3.3109468,3.3109468,4.1386835,4.1386835,4.4145957,4.4145957,125,125,250,250,300,300,6,6,2.5,2.5,4,4,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3,1,1,1,1,1,1,2,2,2,2,4,4,0,0,0.1,0.1,1,1
"689","choice1",1,0,0,"sportcar","sportuv","sportcar","regcar","sportcar","truck","methanol","methanol","electric","electric","gasoline","gasoline",6.0700691,6.0700691,4.690508,4.690508,5.2423324,5.2423324,125,125,250,250,300,300,6,6,2.5,2.5,4,4,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,2,2,0,0,1,1,1,1,1,1,1,1,4,4,2,2,4,4,0,0,0.1,0.1,1,1
"690","choice3",1,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",4.690508,4.690508,3.0350346,3.0350346,4.1386835,4.1386835,125,125,300,300,300,300,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1,1,1,1,1,1,1,2,2,6,6,2,2,0,0,0.3,0.3,1,1
"691","choice5",1,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",3.8627713,3.8627713,4.1386835,4.1386835,3.0350346,3.0350346,200,200,75,75,350,350,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,3,3,1,1,2,2,0.7,0.7,1,1,1,1,2,2,2,2,6,6,0,0,0.3,0.3,1,1
"692","choice3",1,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",7.444527,7.444527,7.9408288,7.9408288,6.4519234,6.4519234,200,200,75,75,350,350,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,2,2,6,6,0,0,0.3,0.3,1,1
"693","choice3",0,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",3.8343333,3.8343333,4.0899555,4.0899555,2.8118444,2.8118444,75,75,300,300,350,350,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,6,6,8,8,2,2,0.3,0.3,0.7,0.7,1,1
"694","choice5",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",3.2821543,3.2821543,3.7871011,3.7871011,4.0395745,4.0395745,300,300,250,250,300,300,2.5,2.5,4,4,6,6,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
"695","choice2",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,300,300,250,250,300,300,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
"696","choice5",1,0,0,"stwagon","van","stwagon","regcar","stwagon","truck","methanol","methanol","electric","electric","gasoline","gasoline",7.5971108,7.5971108,5.9352428,5.9352428,6.6474719,6.6474719,125,125,250,250,300,300,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3,0.7,0.7,1,1,1,1,8,8,6,6,8,8,0,0,0.3,0.3,1,1
"697","choice5",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",5.879311,5.879311,4.3455777,4.3455777,4.8568222,4.8568222,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,1,1,1,1,1,1,8,8,2,2,4,4,0.3,0.3,0.7,0.7,1,1
"698","choice1",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,75,75,300,300,350,350,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,4,4,6,6,8,8,0.3,0.3,0.7,0.7,1,1
"699","choice3",1,0,1,"sportcar","truck","sportcar","sportuv","sportcar","regcar","methanol","methanol","cng","cng","gasoline","gasoline",4.0359651,4.0359651,2.6115068,2.6115068,3.5611457,3.5611457,200,200,75,75,350,350,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.25,0.25,1,1,0,0,1,1,2,2,0.7,0.7,1,1,1,1,1,1,2,2,6,6,0,0,0.3,0.3,1,1
"700","choice1",1,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",3.8541644,3.8541644,4.8177056,4.8177056,5.1388859,5.1388859,125,125,250,250,300,300,6,6,2.5,2.5,4,4,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3,1,1,1,1,1,1,2,2,2,2,4,4,0,0,0.1,0.1,1,1
"701","choice1",0,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,200,200,75,75,300,300,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,1,1,1,1,1,1,2,2,4,4,6,6,0,0,0.7,0.7,0.1,0.1
"702","choice5",1,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",5.3671598,5.3671598,3.8017382,3.8017382,4.6962648,4.6962648,200,200,75,75,350,350,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,0.7,0.7,0.7,0.7,1,1,4,4,8,8,4,4,0,0,0.7,0.7,1,1
"703","choice5",1,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",5.4600663,5.4600663,3.5329841,3.5329841,4.8177056,4.8177056,125,125,300,300,300,300,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.25,0.25,1,1,2,2,3,3,3,3,1,1,0.7,0.7,1,1,8,8,4,4,8,8,0,0,0.7,0.7,1,1
"704","choice1",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",3.8627713,3.8627713,4.4145957,4.4145957,3.0350346,3.0350346,125,125,250,250,300,300,6,6,2.5,2.5,4,4,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,8,8,2,2,4,4,0,0,0.1,0.1,1,1
"705","choice1",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,200,200,75,75,300,300,2.5,2.5,4,4,6,6,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0,0,0.1,0.1,0.3,0.3
"706","choice2",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",3.5346277,3.5346277,3.7871011,3.7871011,4.0395745,4.0395745,200,200,75,75,300,300,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,1,1,0.7,0.7,1,1,4,4,2,2,4,4,0,0,0.7,0.7,0.1,0.1
"707","choice5",1,0,1,"sportuv","regcar","sportuv","truck","sportuv","sportcar","methanol","methanol","cng","cng","electric","electric",5.2230137,5.2230137,5.4604234,5.4604234,4.0359651,4.0359651,125,125,300,300,250,250,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2,1,1,0.7,0.7,1,1,8,8,8,8,2,2,0,0,0.1,0.1,0.3,0.3
"708","choice3",1,0,1,"van","truck","van","regcar","van","stwagon","methanol","methanol","electric","electric","gasoline","gasoline",4.8177056,4.8177056,3.5329841,3.5329841,4.1753448,4.1753448,125,125,250,250,300,300,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0,0,0.3,0.3,1,1
"709","choice3",0,1,0,"truck","regcar","truck","van","truck","stwagon","methanol","methanol","cng","cng","electric","electric",2.2482626,2.2482626,2.2482626,2.2482626,2.8906233,2.8906233,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,2,2,3,3,1,1,1,1,1,1,1,1,4,4,6,6,8,8,0,0,0.3,0.3,0.7,0.7
"710","choice3",1,1,0,"van","regcar","van","stwagon","van","truck","cng","cng","electric","electric","gasoline","gasoline",4.6962648,4.6962648,5.1435281,5.1435281,3.8017382,3.8017382,75,75,300,300,350,350,2.5,2.5,4,4,6,6,110,110,140,140,85,85,0.4,0.4,0.75,0.75,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,2,2,4,4,6,6,0.1,0.1,0.3,0.3,1,1
"711","choice5",1,0,0,"sportcar","sportuv","sportcar","regcar","sportcar","truck","methanol","methanol","electric","electric","gasoline","gasoline",4.0359651,4.0359651,4.985604,4.985604,5.4604234,5.4604234,125,125,250,250,300,300,4,4,6,6,2.5,2.5,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,0,0,1,1,2,2,1,1,1,1,1,1,8,8,8,8,2,2,0,0,0.7,0.7,1,1
"712","choice3",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",5.4593198,5.4593198,6.4519234,6.4519234,7.444527,7.444527,75,75,300,300,350,350,6,6,2.5,2.5,4,4,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0.7,0.7,0.1,0.1,1,1
"713","choice3",1,1,0,"van","truck","van","regcar","van","stwagon","methanol","methanol","electric","electric","gasoline","gasoline",1.9270822,1.9270822,1.1241313,1.1241313,1.4453117,1.4453117,200,200,300,300,350,350,6,6,2.5,2.5,4,4,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,4,4,6,6,8,8,0,0,0.3,0.3,1,1
"714","choice5",1,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",6.0700691,6.0700691,6.3459814,6.3459814,5.2423324,5.2423324,125,125,300,300,300,300,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,1,1,0.7,0.7,1,1,1,1,4,4,8,8,0,0,0.7,0.7,1,1
"715","choice1",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",3.5611457,3.5611457,3.7985554,3.7985554,2.6115068,2.6115068,125,125,300,300,250,250,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2,1,1,0.7,0.7,1,1,8,8,8,8,2,2,0,0,0.1,0.1,0.3,0.3
"716","choice2",0,0,0,"truck","regcar","truck","van","truck","stwagon","cng","cng","electric","electric","gasoline","gasoline",6.102427,6.102427,6.7447878,6.7447878,7.3871485,7.3871485,300,300,250,250,300,300,2.5,2.5,4,4,6,6,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
"717","choice3",1,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",6.6218936,6.6218936,4.690508,4.690508,5.7941569,5.7941569,125,125,300,300,300,300,4,4,6,6,2.5,2.5,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,0.7,0.7,0.7,0.7,1,1,4,4,2,2,6,6,0,0,0.1,0.1,1,1
"718","choice5",1,0,0,"sportuv","truck","sportuv","sportcar","sportuv","regcar","methanol","methanol","cng","cng","gasoline","gasoline",6.3864157,6.3864157,6.9851422,6.9851422,5.5881138,5.5881138,200,200,75,75,350,350,4,4,6,6,2.5,2.5,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,4,4,4,4,8,8,0,0,0.1,0.1,1,1
"719","choice3",1,1,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",5.6978331,5.6978331,4.5107845,4.5107845,4.985604,4.985604,125,125,250,250,300,300,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,8,8,4,4,6,6,0,0,0.3,0.3,1,1
"720","choice5",1,0,0,"stwagon","regcar","stwagon","truck","stwagon","van","cng","cng","electric","electric","gasoline","gasoline",4.4145957,4.4145957,3.0350346,3.0350346,3.586859,3.586859,300,300,250,250,300,300,6,6,2.5,2.5,4,4,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
"721","choice5",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",4.2920479,4.2920479,2.7772075,2.7772075,3.2821543,3.2821543,75,75,250,250,400,400,2.5,2.5,4,4,6,6,85,85,140,140,85,85,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2,1,1,1,1,1,1,8,8,8,8,2,2,0,0,0.7,0.7,0.1,0.1
"722","choice5",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",7.0659681,7.0659681,7.3871485,7.3871485,5.4600663,5.4600663,125,125,300,300,250,250,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2,1,1,0.7,0.7,1,1,8,8,8,8,2,2,0,0,0.1,0.1,0.3,0.3
"723","choice1",1,0,0,"sportcar","truck","sportcar","sportuv","sportcar","regcar","methanol","methanol","cng","cng","gasoline","gasoline",0.8277367,0.8277367,0.96569282,0.96569282,1.3795612,1.3795612,200,200,75,75,350,350,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,2,2,0,0,3,3,0.7,0.7,1,1,1,1,4,4,2,2,6,6,0,0,0.3,0.3,1,1
"724","choice5",1,0,0,"stwagon","regcar","stwagon","truck","stwagon","van","cng","cng","electric","electric","gasoline","gasoline",2.7591223,2.7591223,1.6554734,1.6554734,1.9313856,1.9313856,300,300,250,250,300,300,6,6,2.5,2.5,4,4,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,6,6,8,8,2,2,0.1,0.1,0.3,0.3,1,1
"725","choice3",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",3.8541644,3.8541644,4.8177056,4.8177056,5.1388859,5.1388859,200,200,300,300,350,350,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,1,1,8,8,2,2,0,0,0.1,0.1,1,1
"726","choice1",0,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",2.2482626,2.2482626,2.2482626,2.2482626,3.2118037,3.2118037,200,200,75,75,350,350,2.5,2.5,4,4,6,6,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1,1,1,0.7,0.7,1,1,2,2,6,6,2,2,0,0,0.1,0.1,1,1
"727","choice1",1,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",6.0593618,6.0593618,4.2920479,4.2920479,5.3019416,5.3019416,125,125,300,300,300,300,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.25,0.25,1,1,0,0,1,1,2,2,1,1,0.7,0.7,1,1,8,8,4,4,8,8,0,0,0.7,0.7,1,1
