"","treat","age","educ","ethn","married","re74","re75","re78","u74","u75"
"333",FALSE,25,16,"black",TRUE,16653.8,17008.1,21870.4,FALSE,FALSE
"334",FALSE,24,14,"black",TRUE,16653.8,28466.1,40637.5,FALSE,FALSE
"335",FALSE,26,14,"black",FALSE,16667.5,21483.9,28815.7,FALSE,FALSE
"336",FALSE,23,12,"black",TRUE,16708.6,10491.3,7565.96,FALSE,FALSE
"337",FALSE,22,14,"black",TRUE,16849.7,21125.8,24086.9,FALSE,FALSE
"338",FALSE,43,12,"black",TRUE,17633.4,10741.9,21858.5,FALSE,FALSE
"339",FALSE,28,14,"black",TRUE,17633.4,12532.3,16255,FALSE,FALSE
"340",FALSE,23,12,"black",TRUE,17633.4,15217.7,15516.1,FALSE,FALSE
"341",FALSE,27,14,"black",TRUE,17633.4,16112.9,26599.1,FALSE,FALSE
"342",FALSE,26,12,"black",TRUE,17633.4,17416.3,23643.6,FALSE,FALSE
"343",FALSE,26,12,"black",TRUE,17633.4,18798.4,18471.6,FALSE,FALSE
"344",FALSE,24,13,"black",FALSE,17633.4,25064.5,22165.9,FALSE,FALSE
"345",FALSE,23,12,"black",TRUE,17672.6,14322.6,12294.7,FALSE,FALSE
"346",FALSE,30,12,"black",TRUE,17760.8,17366.1,19210.4,FALSE,FALSE
"347",FALSE,21,13,"black",FALSE,18221.2,21125.8,21870.4,FALSE,FALSE
"348",FALSE,30,12,"black",TRUE,18338.7,25422.6,22165.9,FALSE,FALSE
"349",FALSE,27,14,"black",TRUE,18613,0,13299.5,TRUE,FALSE
"350",FALSE,32,12,"black",TRUE,18613,16112.9,17732.7,FALSE,FALSE
"351",FALSE,28,12,"black",FALSE,18613,17008.1,19949.3,FALSE,FALSE
"352",FALSE,44,12,"black",TRUE,18613,23632.3,19210.4,FALSE,FALSE
"353",FALSE,44,12,"black",TRUE,18613,23632.3,19210.4,FALSE,FALSE
"354",FALSE,36,12,"black",TRUE,18613,25064.5,33692.2,FALSE,FALSE
"355",FALSE,32,13,"black",TRUE,18809,14143.5,26599.1,FALSE,FALSE
"356",FALSE,37,12,"black",TRUE,18809,16112.9,32510,FALSE,FALSE
"357",FALSE,34,12,"black",FALSE,18848.1,30435.5,12560.7,FALSE,FALSE
"358",FALSE,24,13,"black",TRUE,18881.5,16112.9,12560.7,FALSE,FALSE
"359",FALSE,23,12,"black",TRUE,19004.9,13427.4,13299.5,FALSE,FALSE
"360",FALSE,27,12,"black",TRUE,19004.9,19693.5,19210.4,FALSE,FALSE
"361",FALSE,37,12,"black",TRUE,19004.9,25959.7,25860.2,FALSE,FALSE
"362",FALSE,24,16,"black",FALSE,19494.7,15217.7,23643.6,FALSE,FALSE
"363",FALSE,37,12,"black",TRUE,19586.8,12031,14777.3,FALSE,FALSE
"364",FALSE,21,12,"black",FALSE,19592.7,716.129,22165.9,FALSE,FALSE
"365",FALSE,25,12,"black",TRUE,19592.7,5370.97,24642.6,FALSE,FALSE
"366",FALSE,24,13,"black",TRUE,19592.7,11637.1,18442,FALSE,FALSE
"367",FALSE,24,12,"black",FALSE,19592.7,11995.2,19210.4,FALSE,FALSE
"368",FALSE,32,14,"black",TRUE,19592.7,12335.3,14777.3,FALSE,FALSE
"369",FALSE,20,12,"black",TRUE,19592.7,16709.1,12708.4,FALSE,FALSE
"370",FALSE,23,12,"black",TRUE,19592.7,17008.1,22165.9,FALSE,FALSE
"371",FALSE,34,12,"black",TRUE,19592.7,17366.1,19210.4,FALSE,FALSE
"372",FALSE,23,12,"black",TRUE,19592.7,17366.1,14777.3,FALSE,FALSE
"373",FALSE,27,12,"black",TRUE,19592.7,17724.2,25121.4,FALSE,FALSE
"374",FALSE,23,12,"black",TRUE,19592.7,17903.2,26599.1,FALSE,FALSE
"375",FALSE,20,12,"black",TRUE,19592.7,18619.4,23643.6,FALSE,FALSE
"376",FALSE,31,12,"black",TRUE,19592.7,19466.2,20259.6,FALSE,FALSE
"377",FALSE,29,16,"black",TRUE,19592.7,20588.7,42854.1,FALSE,FALSE
"378",FALSE,53,12,"black",TRUE,19592.7,21483.9,23643.6,FALSE,FALSE
"379",FALSE,23,12,"black",TRUE,19592.7,23274.2,21427,FALSE,FALSE
"380",FALSE,28,12,"black",TRUE,19592.7,24169.4,25860.2,FALSE,FALSE
"381",FALSE,27,14,"black",FALSE,19592.7,25064.5,28815.7,FALSE,FALSE
"382",FALSE,30,12,"black",TRUE,19592.7,26854.8,25897.2,FALSE,FALSE
"383",FALSE,36,12,"black",TRUE,19749.4,25064.5,23643.6,FALSE,FALSE
"384",FALSE,34,12,"black",TRUE,19788.6,23274.2,31032.3,FALSE,FALSE
"385",FALSE,28,16,"black",TRUE,20082.5,19335.5,21279.3,FALSE,FALSE
"386",FALSE,25,16,"black",FALSE,20233.3,19335.5,23052.5,FALSE,FALSE
"387",FALSE,38,12,"black",FALSE,20572.3,14322.6,16255,FALSE,FALSE
"388",FALSE,24,12,"black",TRUE,20572.3,25959.7,31032.3,FALSE,FALSE
"389",FALSE,46,12,"black",TRUE,20572.3,32225.8,7882.19,FALSE,FALSE
"390",FALSE,25,14,"black",TRUE,20768.2,23274.2,26303.5,FALSE,FALSE
"391",FALSE,26,12,"black",TRUE,21117,22379,25121.4,FALSE,FALSE
"392",FALSE,23,13,"black",TRUE,21160.1,17903.2,23643.6,FALSE,FALSE
"393",FALSE,27,12,"black",TRUE,21356,20588.7,21722.6,FALSE,FALSE
"394",FALSE,35,12,"black",TRUE,21551.9,14322.6,15638.8,FALSE,FALSE
"395",FALSE,35,12,"black",TRUE,21551.9,14322.6,15638.8,FALSE,FALSE
"396",FALSE,34,12,"black",TRUE,21551.9,17903.2,25121.4,FALSE,FALSE
"397",FALSE,37,15,"black",FALSE,21551.9,19210.2,17732.7,FALSE,FALSE
"398",FALSE,41,12,"black",TRUE,21551.9,24885.5,21427,FALSE,FALSE
"399",FALSE,35,13,"black",TRUE,21551.9,25959.7,26423.2,FALSE,FALSE
"400",FALSE,24,14,"black",TRUE,21869.3,26353.5,18767.1,FALSE,FALSE
"401",FALSE,26,14,"black",TRUE,21943.8,25959.7,36943.2,FALSE,FALSE
"402",FALSE,30,17,"black",TRUE,22139.7,27929,33248.8,FALSE,FALSE
"403",FALSE,25,12,"black",TRUE,22139.7,33300,29554.5,FALSE,FALSE
"404",FALSE,29,12,"black",TRUE,22531.6,18619.4,23643.6,FALSE,FALSE
"405",FALSE,24,12,"black",FALSE,22531.6,26854.8,29554.5,FALSE,FALSE
"406",FALSE,31,12,"black",TRUE,22727.5,1503.87,27781.3,FALSE,FALSE
"407",FALSE,33,12,"black",TRUE,23511.2,14322.6,23643.6,FALSE,FALSE
"408",FALSE,28,16,"black",TRUE,23511.2,16112.9,22018.1,FALSE,FALSE
"409",FALSE,43,12,"black",TRUE,23511.2,19421.4,13559.6,FALSE,FALSE
"410",FALSE,37,17,"black",TRUE,23511.2,19693.5,76841.8,FALSE,FALSE
"411",FALSE,37,17,"black",TRUE,23511.2,19693.5,76841.8,FALSE,FALSE
"412",FALSE,42,12,"black",FALSE,23511.2,21483.9,22165.9,FALSE,FALSE
"413",FALSE,26,12,"black",TRUE,23511.2,21483.9,31623.3,FALSE,FALSE
"414",FALSE,33,12,"black",TRUE,23511.2,23274.2,36943.2,FALSE,FALSE
"415",FALSE,47,14,"black",TRUE,23511.2,25565.8,23974.6,FALSE,FALSE
"416",FALSE,51,12,"black",TRUE,23511.2,25601.6,25121.4,FALSE,FALSE
"417",FALSE,47,12,"black",TRUE,23511.2,32225.8,17732.7,FALSE,FALSE
"418",FALSE,45,12,"black",TRUE,24490.8,21483.9,28076.8,FALSE,FALSE
"419",FALSE,35,13,"black",TRUE,24490.8,23274.2,25121.4,FALSE,FALSE
"420",FALSE,26,14,"black",TRUE,24490.8,25718,26643.4,FALSE,FALSE
"421",FALSE,43,12,"black",TRUE,24490.8,29355.9,35465.4,FALSE,FALSE
"422",FALSE,43,13,"black",TRUE,24490.8,34016.1,39898.6,FALSE,FALSE
"423",FALSE,27,12,"black",TRUE,24686.8,22558.1,22609.2,FALSE,FALSE
"424",FALSE,26,12,"black",TRUE,25088.4,23274.2,29554.5,FALSE,FALSE
"425",FALSE,28,12,"black",FALSE,25470.5,19693.5,26599.1,FALSE,FALSE
"426",FALSE,35,12,"black",TRUE,25470.5,21483.9,26599.1,FALSE,FALSE
"427",FALSE,32,12,"black",TRUE,25470.5,22379,31771.1,FALSE,FALSE
"428",FALSE,27,15,"black",FALSE,25470.5,24169.4,29554.5,FALSE,FALSE
"429",FALSE,43,12,"black",TRUE,25470.5,25064.5,25121.4,FALSE,FALSE
"430",FALSE,32,16,"black",TRUE,25470.5,25422.6,30145.6,FALSE,FALSE
"431",FALSE,45,12,"black",TRUE,25470.5,26695.5,27898,FALSE,FALSE
"432",FALSE,45,12,"black",TRUE,25470.5,26695.5,27898,FALSE,FALSE
"433",FALSE,43,12,"black",TRUE,26450.1,14322.6,29554.5,FALSE,FALSE
"434",FALSE,27,12,"black",TRUE,26450.1,18798.4,31032.3,FALSE,FALSE
"435",FALSE,31,15,"black",FALSE,26450.1,26854.8,25860.2,FALSE,FALSE
"436",FALSE,26,17,"black",FALSE,26842,25243.5,20392.6,FALSE,FALSE
"437",FALSE,24,12,"black",TRUE,26842,31688.7,33839.9,FALSE,FALSE
"438",FALSE,48,12,"black",TRUE,26908.6,22558.1,36943.2,FALSE,FALSE
"439",FALSE,21,12,"black",TRUE,27037.9,16560.5,20688.2,FALSE,FALSE
"440",FALSE,44,12,"black",TRUE,27429.7,21483.9,22609.2,FALSE,FALSE
"441",FALSE,40,12,"black",TRUE,27429.7,23274.2,38420.9,FALSE,FALSE
"442",FALSE,26,16,"black",TRUE,27429.7,25064.5,32510,FALSE,FALSE
"443",FALSE,55,17,"black",TRUE,27429.7,26854.8,17806.6,FALSE,FALSE
"444",FALSE,30,14,"black",TRUE,27429.7,26892.4,20688.2,FALSE,FALSE
"445",FALSE,27,13,"black",TRUE,27429.7,30435.5,24973.6,FALSE,FALSE
"446",FALSE,26,13,"black",TRUE,28105.7,37596.8,58653.9,FALSE,FALSE
"447",FALSE,29,16,"black",TRUE,28409.4,32225.8,29554.5,FALSE,FALSE
"448",FALSE,29,12,"black",FALSE,29193.1,15396.8,31032.3,FALSE,FALSE
"449",FALSE,50,12,"black",TRUE,29193.1,17903.2,25121.4,FALSE,FALSE
"450",FALSE,37,12,"black",TRUE,29389,22379,19210.4,FALSE,FALSE
"451",FALSE,37,12,"black",TRUE,29389,22379,19210.4,FALSE,FALSE
"452",FALSE,46,12,"black",TRUE,29389,30435.5,22165.9,FALSE,FALSE
"453",FALSE,37,12,"black",TRUE,29389,32225.8,44331.8,FALSE,FALSE
"454",FALSE,47,14,"black",TRUE,29391,27750,36647.6,FALSE,FALSE
"455",FALSE,35,15,"black",TRUE,29477.2,34098.5,19062.7,FALSE,FALSE
"456",FALSE,35,15,"black",TRUE,29477.2,34098.5,19062.7,FALSE,FALSE
"457",FALSE,30,12,"black",TRUE,30758.5,35448.4,48247.8,FALSE,FALSE
"458",FALSE,28,15,"black",TRUE,30768.3,33486.2,30828.3,FALSE,FALSE
"459",FALSE,44,16,"black",TRUE,31644.1,30621.7,23495.9,FALSE,FALSE
"460",FALSE,28,12,"black",TRUE,32327.9,32225.8,39898.6,FALSE,FALSE
"461",FALSE,41,16,"black",TRUE,33307.5,23274.2,22165.9,FALSE,FALSE
"462",FALSE,41,16,"black",TRUE,33307.5,23274.2,22165.9,FALSE,FALSE
"463",FALSE,41,16,"black",TRUE,33307.5,23274.2,22165.9,FALSE,FALSE
"464",FALSE,33,17,"black",TRUE,33307.5,29540.3,17732.7,FALSE,FALSE
"465",FALSE,32,13,"black",TRUE,33307.5,37596.8,46891.2,FALSE,FALSE
"466",FALSE,28,12,"black",TRUE,33503.5,26854.8,25121.4,FALSE,FALSE
"467",FALSE,25,14,"black",TRUE,33699.4,17724.2,25121.4,FALSE,FALSE
"468",FALSE,38,12,"black",TRUE,34483.1,23632.3,19210.4,FALSE,FALSE
"469",FALSE,38,12,"black",TRUE,35266.8,25064.5,36943.2,FALSE,FALSE
"470",FALSE,25,14,"black",TRUE,35266.8,25601.6,33101.1,FALSE,FALSE
"471",FALSE,53,12,"black",TRUE,35266.8,42967.7,35465.4,FALSE,FALSE
"472",FALSE,28,12,"black",TRUE,39185.3,36776.8,34726.6,FALSE,FALSE
"473",FALSE,29,13,"black",TRUE,39185.3,37596.8,38420.9,FALSE,FALSE
"474",FALSE,38,12,"black",TRUE,40570.5,10741.9,27190.2,FALSE,FALSE
"475",FALSE,36,12,"black",TRUE,41732.4,37596.8,31032.3,FALSE,FALSE
"476",FALSE,30,12,"black",TRUE,43103.9,21483.9,26599.1,FALSE,FALSE
"477",FALSE,29,17,"black",TRUE,50940.9,41177.4,39603.1,FALSE,FALSE
"478",FALSE,48,17,"black",TRUE,58778,51842.4,59109.1,FALSE,FALSE
"479",FALSE,54,3,"black",FALSE,0,0,221.659,TRUE,TRUE
"480",FALSE,54,3,"black",TRUE,0,0,0,TRUE,TRUE
"481",FALSE,54,3,"black",TRUE,0,0,0,TRUE,TRUE
"482",FALSE,54,3,"black",TRUE,0,0,0,TRUE,TRUE
"483",FALSE,53,4,"black",FALSE,0,0,0,TRUE,TRUE
"484",FALSE,51,4,"black",TRUE,0,0,0,TRUE,TRUE
"485",FALSE,51,5,"black",FALSE,0,0,0,TRUE,TRUE
"486",FALSE,46,6,"black",TRUE,0,0,0,TRUE,TRUE
"487",FALSE,41,6,"black",TRUE,0,0,0,TRUE,TRUE
"488",FALSE,45,7,"black",TRUE,0,0,11821.8,TRUE,TRUE
"489",FALSE,55,8,"black",TRUE,0,0,0,TRUE,TRUE
"490",FALSE,53,8,"black",TRUE,0,0,0,TRUE,TRUE
"491",FALSE,45,9,"black",TRUE,0,0,0,TRUE,TRUE
"492",FALSE,45,9,"black",TRUE,0,0,0,TRUE,TRUE
"493",FALSE,23,9,"black",FALSE,0,0,218.704,TRUE,TRUE
"494",FALSE,54,10,"black",TRUE,0,0,0,TRUE,TRUE
"495",FALSE,54,10,"black",TRUE,0,0,0,TRUE,TRUE
"496",FALSE,25,11,"black",FALSE,0,0,3694.32,TRUE,TRUE
"497",FALSE,23,11,"black",FALSE,0,0,0,TRUE,TRUE
"498",FALSE,23,11,"black",FALSE,0,0,0,TRUE,TRUE
"499",FALSE,52,10,"black",TRUE,0,0,0,TRUE,TRUE
"500",FALSE,43,9,"black",TRUE,0,0,0,TRUE,TRUE
"501",FALSE,54,4,"black",TRUE,0,0,0,TRUE,TRUE
"502",FALSE,49,4,"black",TRUE,0,0,0,TRUE,TRUE
"503",FALSE,21,8,"black",FALSE,0,895.161,2305.25,FALSE,TRUE
"504",FALSE,21,11,"black",FALSE,0,9846.77,5615.36,FALSE,TRUE
"505",FALSE,43,3,"black",TRUE,17.6334,0,0,TRUE,FALSE
"506",FALSE,52,6,"black",TRUE,235.112,1246.06,1477.73,FALSE,FALSE
"507",FALSE,52,7,"black",FALSE,293.89,5012.9,0,FALSE,FALSE
"508",FALSE,29,11,"black",TRUE,783.707,0,23643.6,TRUE,FALSE
"509",FALSE,31,6,"black",FALSE,1410.67,555,16059.9,FALSE,FALSE
"510",FALSE,23,10,"black",FALSE,1469.45,5370.97,0,FALSE,FALSE
"511",FALSE,19,11,"black",FALSE,1567.41,0,0,TRUE,FALSE
"512",FALSE,35,9,"black",FALSE,1567.41,5370.97,5910.91,FALSE,FALSE
"513",FALSE,21,10,"black",FALSE,1567.41,8145.97,8275.27,FALSE,FALSE
"514",FALSE,41,8,"black",TRUE,1716.32,8378.71,7388.63,FALSE,FALSE
"515",FALSE,41,8,"black",TRUE,1716.32,8378.71,7388.63,FALSE,FALSE
"516",FALSE,20,8,"black",FALSE,1880.9,3652.26,1018.15,FALSE,FALSE
"517",FALSE,30,9,"black",FALSE,1959.27,162.919,16809.1,FALSE,FALSE
"518",FALSE,29,10,"black",FALSE,2037.64,2685.48,0,FALSE,FALSE
"519",FALSE,22,11,"black",FALSE,2351.12,0,879.247,TRUE,FALSE
"520",FALSE,25,10,"black",FALSE,2838.98,5370.97,11437.6,FALSE,FALSE
"521",FALSE,20,8,"black",FALSE,2938.9,1838.66,1226.51,FALSE,FALSE
"522",FALSE,40,4,"black",FALSE,2962.41,1933.55,1034.41,FALSE,FALSE
"523",FALSE,22,9,"black",FALSE,3134.83,4345.11,13299.5,FALSE,FALSE
"524",FALSE,24,10,"black",FALSE,3152.46,3902.9,7447.74,FALSE,FALSE
"525",FALSE,19,6,"black",FALSE,3526.68,0,0,TRUE,FALSE
"526",FALSE,50,10,"black",TRUE,3526.68,0,0,TRUE,FALSE
"527",FALSE,38,3,"black",TRUE,3722.61,5729.03,17732.7,FALSE,FALSE
"528",FALSE,38,3,"black",TRUE,3722.61,5729.03,17732.7,FALSE,FALSE
"529",FALSE,43,10,"black",TRUE,3918.53,2148.39,0,FALSE,FALSE
"530",FALSE,30,6,"black",TRUE,3918.53,3401.61,4433.18,FALSE,FALSE
"531",FALSE,35,10,"black",TRUE,3918.53,3795.48,7802.4,FALSE,FALSE
"532",FALSE,35,10,"black",TRUE,3918.53,3795.48,7802.4,FALSE,FALSE
"533",FALSE,35,10,"black",TRUE,3918.53,3795.48,7802.4,FALSE,FALSE
"534",FALSE,44,11,"black",TRUE,3918.53,5370.97,2955.45,FALSE,FALSE
"535",FALSE,23,10,"black",FALSE,3918.53,7161.29,6649.77,FALSE,FALSE
"536",FALSE,41,8,"black",TRUE,3918.53,11171.6,5910.91,FALSE,FALSE
"537",FALSE,39,5,"black",TRUE,4051.76,13427.4,14629.5,FALSE,FALSE
"538",FALSE,39,5,"black",TRUE,4051.76,13427.4,14629.5,FALSE,FALSE
"539",FALSE,39,5,"black",TRUE,4051.76,13427.4,14629.5,FALSE,FALSE
"540",FALSE,25,11,"black",FALSE,4055.68,11637.1,0,FALSE,FALSE
"541",FALSE,38,9,"black",TRUE,4228.1,7941.87,11245.5,FALSE,FALSE
"542",FALSE,50,9,"black",TRUE,4333.9,7469.23,6383.78,FALSE,FALSE
"543",FALSE,22,11,"black",TRUE,4449.49,6187.35,14570.4,FALSE,FALSE
"544",FALSE,19,10,"black",FALSE,4702.24,3437.42,2364.36,FALSE,FALSE
"545",FALSE,25,10,"black",TRUE,4702.24,4282.45,4947.43,FALSE,FALSE
"546",FALSE,47,6,"black",TRUE,4702.24,4296.77,13481.3,FALSE,FALSE
"547",FALSE,24,8,"black",TRUE,4898.17,5370.97,8127.5,FALSE,FALSE
"548",FALSE,44,11,"black",FALSE,5172.46,6266.13,0,FALSE,FALSE
"549",FALSE,24,11,"black",TRUE,5427.17,0,1329.95,TRUE,FALSE
"550",FALSE,19,11,"black",TRUE,5485.95,7590.97,11348.9,FALSE,FALSE
"551",FALSE,22,11,"black",FALSE,5485.95,13427.4,8866.36,FALSE,FALSE
"552",FALSE,30,6,"black",TRUE,5681.87,0,0,TRUE,FALSE
"553",FALSE,50,10,"black",TRUE,5681.87,0,0,TRUE,FALSE
"554",FALSE,26,8,"black",TRUE,5681.87,4296.77,7093.09,FALSE,FALSE
"555",FALSE,46,6,"black",FALSE,5838.62,9678.48,7873.33,FALSE,FALSE
"556",FALSE,38,10,"black",TRUE,5877.8,0,0,TRUE,FALSE
"557",FALSE,24,9,"black",FALSE,5877.8,5370.97,13299.5,FALSE,FALSE
"558",FALSE,55,3,"black",TRUE,5877.8,5370.97,4137.63,FALSE,FALSE
"559",FALSE,40,5,"black",TRUE,5877.8,5370.97,22165.9,FALSE,FALSE
"560",FALSE,25,9,"black",TRUE,5877.8,6266.13,12560.7,FALSE,FALSE
"561",FALSE,43,7,"black",TRUE,5877.8,6815.76,295.545,FALSE,FALSE
"562",FALSE,18,11,"black",FALSE,5877.8,6932.13,9457.45,FALSE,FALSE
"563",FALSE,28,7,"black",TRUE,5877.8,8142.39,1477.73,FALSE,FALSE
"564",FALSE,52,4,"black",TRUE,5877.8,11637.1,22165.9,FALSE,FALSE
"565",FALSE,22,8,"black",TRUE,5877.8,12031,857.081,FALSE,FALSE
"566",FALSE,34,7,"black",TRUE,5877.8,12532.3,14777.3,FALSE,FALSE
"567",FALSE,31,9,"black",TRUE,6024.75,5621.61,10196.3,FALSE,FALSE
"568",FALSE,27,8,"black",FALSE,6269.65,6624.19,7388.63,FALSE,FALSE
"569",FALSE,32,11,"black",TRUE,6524.36,0,930.968,TRUE,FALSE
"570",FALSE,49,5,"black",FALSE,6583.14,5729.03,12560.7,FALSE,FALSE
"571",FALSE,33,8,"black",TRUE,6661.51,8579.23,9169.29,FALSE,FALSE
"572",FALSE,26,8,"black",TRUE,6857.43,3580.65,1994.93,FALSE,FALSE
"573",FALSE,20,10,"black",TRUE,6857.43,6831.87,9457.45,FALSE,FALSE
"574",FALSE,45,8,"black",TRUE,6857.43,9537.05,9408.69,FALSE,FALSE
"575",FALSE,33,11,"black",TRUE,6857.43,11637.1,0,FALSE,FALSE
"576",FALSE,41,3,"black",TRUE,6990.66,3222.58,9497.35,FALSE,FALSE
"577",FALSE,25,7,"black",TRUE,7131.73,10741.9,8866.36,FALSE,FALSE
"578",FALSE,35,11,"black",TRUE,7335.49,8557.74,7388.63,FALSE,FALSE
"579",FALSE,35,11,"black",TRUE,7335.49,8557.74,7388.63,FALSE,FALSE
"580",FALSE,41,4,"black",FALSE,7494.2,5370.97,5910.91,FALSE,FALSE
"581",FALSE,36,6,"black",FALSE,7494.2,7447.74,4433.18,FALSE,FALSE
"582",FALSE,52,5,"black",TRUE,7523.58,4296.77,2216.59,FALSE,FALSE
"583",FALSE,52,5,"black",TRUE,7523.58,4296.77,2216.59,FALSE,FALSE
"584",FALSE,29,10,"black",TRUE,7641.14,8122.69,5910.91,FALSE,FALSE
"585",FALSE,42,10,"black",FALSE,7837.07,1718.71,0,FALSE,FALSE
"586",FALSE,22,11,"black",TRUE,7837.07,5012.9,3694.32,FALSE,FALSE
"587",FALSE,27,11,"black",TRUE,7837.07,5370.97,7388.63,FALSE,FALSE
"588",FALSE,42,5,"black",TRUE,7837.07,7161.29,14777.3,FALSE,FALSE
"589",FALSE,42,5,"black",TRUE,7837.07,7161.29,14777.3,FALSE,FALSE
"590",FALSE,28,9,"black",TRUE,7837.07,8235.48,8718.59,FALSE,FALSE
"591",FALSE,45,9,"black",TRUE,7837.07,8951.61,8866.36,FALSE,FALSE
"592",FALSE,45,6,"black",TRUE,7837.07,8951.61,9605.22,FALSE,FALSE
"593",FALSE,34,9,"black",TRUE,7837.07,11211,12037.6,FALSE,FALSE
"594",FALSE,49,5,"black",TRUE,7944.83,7698.39,11993.2,FALSE,FALSE
"595",FALSE,27,7,"black",TRUE,7954.62,7161.29,5910.91,FALSE,FALSE
"596",FALSE,21,11,"black",TRUE,8032.99,4848.19,8570.81,FALSE,FALSE
"597",FALSE,54,6,"black",TRUE,8354.31,0,0,TRUE,FALSE
"598",FALSE,40,9,"black",TRUE,8424.85,6572.27,8866.36,FALSE,FALSE
"599",FALSE,41,5,"black",TRUE,8424.85,10741.9,8689.03,FALSE,FALSE
"600",FALSE,29,10,"black",TRUE,8464.03,8325,23643.6,FALSE,FALSE
"601",FALSE,29,10,"black",TRUE,8659.96,10892.3,51.7204,FALSE,FALSE
"602",FALSE,26,10,"black",TRUE,8816.7,0,7388.63,TRUE,FALSE
"603",FALSE,40,8,"black",TRUE,8816.7,8056.45,7184.71,FALSE,FALSE
"604",FALSE,40,7,"black",TRUE,8816.7,8951.61,11821.8,FALSE,FALSE
"605",FALSE,49,7,"black",FALSE,8816.7,11270.1,8969.8,FALSE,FALSE
"606",FALSE,50,8,"black",TRUE,8985.2,9846.77,9102.8,FALSE,FALSE
"607",FALSE,24,8,"black",TRUE,9008.71,13033.5,16255,FALSE,FALSE
"608",FALSE,24,10,"black",TRUE,9012.63,6624.19,8955.02,FALSE,FALSE
"609",FALSE,30,11,"black",TRUE,9228.15,8808.39,17882,FALSE,FALSE
"610",FALSE,26,10,"black",TRUE,9404.48,4923.39,17732.7,FALSE,FALSE
"611",FALSE,50,5,"black",TRUE,9404.48,10136.8,9266.82,FALSE,FALSE
"612",FALSE,22,10,"black",TRUE,9717.96,9023.23,13299.5,FALSE,FALSE
"613",FALSE,40,7,"black",TRUE,9737.56,8674.11,9221.01,FALSE,FALSE
"614",FALSE,52,5,"black",TRUE,9796.33,1074.19,0,FALSE,FALSE
"615",FALSE,49,5,"black",TRUE,9796.33,5370.97,0,FALSE,FALSE
"616",FALSE,20,10,"black",TRUE,9796.33,5370.97,7388.63,FALSE,FALSE
"617",FALSE,44,5,"black",TRUE,9796.33,8951.61,8866.36,FALSE,FALSE
"618",FALSE,34,9,"black",TRUE,9796.33,8951.61,10344.1,FALSE,FALSE
"619",FALSE,46,9,"black",FALSE,9796.33,9309.68,8866.36,FALSE,FALSE
"620",FALSE,47,4,"black",FALSE,9796.33,10741.9,5910.91,FALSE,FALSE
"621",FALSE,24,11,"black",TRUE,9796.33,10741.9,13299.5,FALSE,FALSE
"622",FALSE,39,5,"black",TRUE,9796.33,10741.9,19210.4,FALSE,FALSE
"623",FALSE,32,11,"black",FALSE,9796.33,14322.6,886.636,FALSE,FALSE
"624",FALSE,23,11,"black",TRUE,9980.51,6266.13,10344.1,FALSE,FALSE
"625",FALSE,39,11,"black",TRUE,9992.26,11637.1,7260.07,FALSE,FALSE
"626",FALSE,41,10,"black",TRUE,10090.2,14757.6,9753,FALSE,FALSE
"627",FALSE,32,10,"black",FALSE,10188.2,8951.61,0,FALSE,FALSE
"628",FALSE,40,5,"black",TRUE,10188.2,12174.2,0,FALSE,FALSE
"629",FALSE,37,11,"black",TRUE,10188.2,13964.5,13299.5,FALSE,FALSE
"630",FALSE,37,11,"black",TRUE,10188.2,13964.5,13299.5,FALSE,FALSE
"631",FALSE,50,11,"black",FALSE,10188.2,17903.2,14777.3,FALSE,FALSE
"632",FALSE,29,10,"black",TRUE,10384.1,7304.52,11501.1,FALSE,FALSE
"633",FALSE,28,7,"black",TRUE,10488,8260.55,8127.5,FALSE,FALSE
"634",FALSE,39,9,"black",TRUE,10580,9667.74,11821.8,FALSE,FALSE
"635",FALSE,39,9,"black",TRUE,10580,9667.74,11821.8,FALSE,FALSE
"636",FALSE,34,8,"black",TRUE,10580,12532.3,19210.4,FALSE,FALSE
"637",FALSE,53,7,"black",TRUE,10584,17525.5,15926.9,FALSE,FALSE
"638",FALSE,53,7,"black",TRUE,10584,17525.5,15926.9,FALSE,FALSE
"639",FALSE,49,10,"black",TRUE,10776,0,5319.82,TRUE,FALSE
"640",FALSE,49,10,"black",TRUE,10776,0,5319.82,TRUE,FALSE
"641",FALSE,47,6,"black",TRUE,10776,8056.45,0,FALSE,FALSE
"642",FALSE,30,9,"black",TRUE,10776,8951.61,16255,FALSE,FALSE
"643",FALSE,31,9,"black",TRUE,10776,8951.61,5910.91,FALSE,FALSE
"644",FALSE,44,7,"black",TRUE,10776,10741.9,1078.74,FALSE,FALSE
"645",FALSE,48,10,"black",TRUE,10785.8,5370.97,14895.5,FALSE,FALSE
"646",FALSE,27,11,"black",TRUE,10897.4,3938.71,7684.18,FALSE,FALSE
"647",FALSE,22,11,"black",FALSE,10971.9,7161.29,7675.31,FALSE,FALSE
"648",FALSE,22,11,"black",FALSE,11069.9,5191.94,9605.22,FALSE,FALSE
"649",FALSE,26,6,"black",TRUE,11461.7,9807.39,7979.72,FALSE,FALSE
"650",FALSE,22,9,"black",TRUE,11708.6,10419.7,9079.15,FALSE,FALSE
"651",FALSE,33,6,"black",TRUE,11739.9,5958.19,9788.46,FALSE,FALSE
"652",FALSE,34,11,"black",FALSE,11755.6,2148.39,15516.1,FALSE,FALSE
