"","price","lotsize","bedrooms","bathrms","stories","driveway","recroom","fullbase","gashw","airco","garagepl","prefarea"
"411",90000,9000,3,1,1,"yes","no","yes","no","no",1,"yes"
"412",95000,6500,3,2,3,"yes","no","no","no","yes",0,"yes"
"413",112000,6360,3,2,4,"yes","no","no","no","yes",0,"yes"
"414",31900,5300,3,1,1,"no","no","no","no","yes",0,"yes"
"415",52000,2850,3,2,2,"no","no","yes","no","no",0,"yes"
"416",90000,6400,3,1,1,"yes","yes","yes","no","yes",1,"yes"
"417",1e+05,11175,3,1,1,"yes","no","yes","no","yes",1,"yes"
"418",91700,6750,2,1,1,"yes","yes","yes","no","no",2,"yes"
"419",174500,7500,4,2,2,"yes","no","yes","no","yes",3,"yes"
"420",94700,6000,3,1,2,"yes","no","no","yes","no",1,"yes"
"421",68000,10240,2,1,1,"yes","no","no","no","yes",2,"yes"
"422",80000,5136,3,1,2,"yes","yes","yes","no","yes",0,"yes"
"423",61100,3400,3,1,2,"yes","no","yes","no","no",2,"yes"
"424",62900,2880,3,1,2,"yes","no","no","no","no",0,"yes"
"425",65500,3840,3,1,2,"yes","no","no","no","no",1,"yes"
"426",66000,2870,2,1,2,"yes","yes","yes","no","no",0,"yes"
"427",49500,5320,2,1,1,"yes","no","no","no","no",1,"yes"
"428",50000,3512,2,1,1,"yes","no","no","no","no",1,"yes"
"429",53500,3480,2,1,1,"yes","no","no","no","no",0,"yes"
"430",58550,3600,3,1,1,"yes","no","yes","no","yes",0,"yes"
"431",64500,3520,2,1,2,"yes","no","no","no","no",0,"yes"
"432",65000,5320,3,1,2,"yes","yes","yes","no","no",0,"yes"
"433",69000,6040,3,1,1,"yes","no","no","no","no",2,"yes"
"434",73000,11410,2,1,2,"yes","no","no","no","no",0,"yes"
"435",75000,8400,3,1,2,"yes","yes","yes","no","yes",2,"yes"
"436",75000,5300,4,2,1,"yes","no","no","no","yes",0,"yes"
"437",132000,7800,3,2,2,"yes","no","no","no","no",0,"yes"
"438",60000,3520,3,1,2,"yes","no","no","no","no",0,"yes"
"439",65000,5360,3,1,2,"yes","no","no","no","no",2,"yes"
"440",69000,6862,3,1,2,"yes","no","no","no","yes",2,"yes"
"441",51900,3520,3,1,1,"yes","no","no","no","no",2,"yes"
"442",57000,4050,2,1,2,"yes","yes","yes","no","no",0,"yes"
"443",65000,3520,3,1,1,"yes","no","no","no","no",0,"yes"
"444",79500,4400,4,1,2,"yes","no","no","no","yes",2,"yes"
"445",72500,5720,2,1,2,"yes","no","no","no","yes",0,"yes"
"446",104900,11440,4,1,2,"yes","no","yes","no","no",1,"yes"
"447",114900,7482,3,2,3,"yes","no","no","yes","no",1,"yes"
"448",120000,5500,4,2,2,"yes","no","yes","no","yes",1,"yes"
"449",58000,4320,3,1,2,"yes","no","no","no","no",2,"yes"
"450",67000,5400,2,1,2,"yes","no","no","no","no",0,"yes"
"451",67000,4320,3,1,1,"yes","no","no","no","no",0,"yes"
"452",69000,4815,2,1,1,"yes","no","no","no","yes",0,"yes"
"453",73000,6100,3,1,1,"yes","no","yes","no","yes",0,"yes"
"454",73500,7980,3,1,1,"yes","no","no","no","no",1,"yes"
"455",74900,6050,3,1,1,"yes","no","yes","no","no",0,"yes"
"456",75000,3800,3,1,2,"yes","yes","yes","no","no",1,"yes"
"457",79500,5400,5,1,2,"yes","yes","yes","no","yes",0,"yes"
"458",120900,6000,3,2,4,"yes","yes","yes","no","yes",0,"yes"
"459",44555,2398,3,1,1,"yes","no","no","no","no",0,"yes"
"460",47000,2145,3,1,2,"yes","no","yes","no","no",0,"yes"
"461",47600,2145,3,1,2,"yes","no","yes","no","no",0,"yes"
"462",49000,2145,3,1,3,"yes","no","no","no","no",0,"yes"
"463",49000,2610,3,1,2,"yes","no","yes","no","no",0,"yes"
"464",49000,1950,3,2,2,"yes","no","yes","no","no",0,"yes"
"465",49500,2145,3,1,3,"yes","no","no","no","no",0,"yes"
"466",52000,2275,3,1,3,"yes","no","no","yes","yes",0,"yes"
"467",54000,2856,3,1,3,"yes","no","no","no","no",0,"yes"
"468",55000,2015,3,1,2,"yes","no","yes","no","no",0,"yes"
"469",55000,2176,2,1,2,"yes","yes","no","no","no",0,"yes"
"470",56000,2145,4,2,1,"yes","no","yes","no","no",0,"yes"
"471",60000,2145,3,1,3,"yes","no","no","no","no",1,"yes"
"472",60500,2787,3,1,1,"yes","no","yes","no","no",0,"yes"
"473",50000,9500,3,1,2,"yes","no","no","no","no",3,"yes"
"474",64900,4990,4,2,2,"yes","yes","yes","no","no",0,"yes"
"475",93000,6670,3,1,3,"yes","no","yes","no","no",0,"yes"
"476",85000,6254,4,2,1,"yes","no","yes","no","no",1,"yes"
"477",61500,10360,2,1,1,"yes","no","no","no","no",1,"yes"
"478",88500,5500,3,2,1,"yes","yes","yes","no","no",2,"yes"
"479",88000,5450,4,2,1,"yes","no","yes","no","yes",0,"yes"
"480",89000,5500,3,1,3,"yes","no","no","no","no",1,"yes"
"481",89500,6000,4,1,3,"yes","yes","yes","no","no",0,"yes"
"482",95000,5700,3,1,1,"yes","yes","yes","no","yes",2,"yes"
"483",95500,6600,2,2,4,"yes","no","yes","no","no",0,"yes"
"484",51500,4000,2,1,1,"yes","no","no","no","no",0,"yes"
"485",62900,4880,3,1,1,"yes","no","no","no","no",2,"yes"
"486",118500,4880,4,2,2,"yes","no","no","no","yes",1,"yes"
"487",42900,8050,2,1,1,"yes","no","no","no","no",0,"no"
"488",44100,8100,2,1,1,"yes","no","no","no","no",1,"no"
"489",47000,5880,3,1,1,"yes","no","no","no","no",1,"no"
"490",50000,5880,2,1,1,"yes","no","no","no","no",0,"no"
"491",50000,12944,3,1,1,"yes","no","no","no","no",0,"no"
"492",53000,6020,3,1,1,"yes","no","no","no","no",0,"no"
"493",53000,4050,2,1,1,"yes","no","no","no","no",0,"no"
"494",54000,8400,2,1,1,"yes","no","no","no","no",1,"no"
"495",58500,5600,2,1,1,"yes","no","no","no","yes",0,"no"
"496",59000,5985,3,1,1,"yes","no","yes","no","no",0,"no"
"497",60000,4500,3,1,1,"yes","no","yes","no","no",0,"no"
"498",62900,4920,3,1,2,"yes","no","no","no","no",1,"no"
"499",64000,8250,3,1,1,"yes","no","no","no","no",0,"no"
"500",65000,8400,4,1,4,"yes","no","no","no","no",3,"no"
"501",67900,6440,2,1,1,"yes","no","no","no","yes",3,"no"
"502",68500,8100,4,1,4,"yes","no","yes","no","yes",2,"no"
"503",70000,6720,3,1,1,"yes","no","no","no","no",0,"no"
"504",70500,5948,3,1,2,"yes","no","no","no","yes",0,"no"
"505",71500,8150,3,2,1,"yes","yes","yes","no","no",0,"no"
"506",71900,4800,2,1,1,"yes","yes","yes","no","no",0,"no"
"507",75000,9800,4,2,2,"yes","yes","no","no","no",2,"no"
"508",75000,8520,3,1,1,"yes","no","no","no","yes",2,"no"
"509",87000,8372,3,1,3,"yes","no","no","no","yes",2,"no"
"510",64000,4040,3,1,2,"yes","no","no","no","no",1,"no"
"511",70000,4646,3,1,2,"yes","yes","yes","no","no",2,"no"
"512",47500,4775,4,1,2,"yes","no","no","no","no",0,"no"
"513",62600,4950,4,1,2,"yes","no","no","no","yes",0,"no"
"514",66000,5010,3,1,2,"yes","no","yes","no","no",0,"no"
"515",58900,6060,2,1,1,"yes","no","yes","no","no",1,"no"
"516",53000,3584,2,1,1,"yes","no","no","yes","no",0,"no"
"517",95000,6000,3,2,3,"yes","yes","no","no","yes",0,"no"
"518",96500,6000,4,2,4,"yes","no","no","no","yes",0,"no"
"519",101000,6240,4,2,2,"yes","no","no","no","yes",1,"no"
"520",102000,6000,3,2,2,"yes","yes","no","no","no",1,"no"
"521",103000,7680,4,2,4,"yes","yes","no","no","yes",1,"no"
"522",105000,6000,4,2,4,"yes","yes","no","no","yes",1,"no"
"523",108000,6000,4,2,4,"yes","no","no","no","yes",1,"no"
"524",110000,6000,4,2,4,"yes","no","no","no","no",2,"no"
"525",113000,6000,4,2,4,"yes","no","no","no","yes",1,"no"
"526",120000,7475,3,2,4,"yes","no","no","no","yes",2,"no"
"527",105000,5150,3,2,4,"yes","no","no","no","yes",2,"no"
"528",106000,6325,3,1,4,"yes","no","no","no","yes",1,"no"
"529",107500,6000,3,2,4,"yes","no","no","no","yes",1,"no"
"530",108000,6000,3,2,3,"yes","no","no","no","yes",0,"no"
"531",113750,6000,3,1,4,"yes","yes","no","no","yes",2,"no"
"532",120000,7000,3,1,4,"yes","no","no","no","yes",2,"no"
"533",70000,12900,3,1,1,"yes","no","no","no","no",2,"no"
"534",71000,7686,3,1,1,"yes","yes","yes","yes","no",0,"no"
"535",82000,5000,3,1,3,"yes","no","no","no","yes",0,"no"
"536",82000,5800,3,2,4,"yes","no","no","no","yes",0,"no"
"537",82500,6000,3,2,4,"yes","no","no","no","yes",0,"no"
"538",83000,4800,3,1,3,"yes","no","no","no","yes",0,"no"
"539",84000,6500,3,2,3,"yes","no","no","no","yes",0,"no"
"540",85000,7320,4,2,2,"yes","no","no","no","no",0,"no"
"541",85000,6525,3,2,4,"yes","no","no","no","no",1,"no"
"542",91500,4800,3,2,4,"yes","yes","no","no","yes",0,"no"
"543",94000,6000,3,2,4,"yes","no","no","no","yes",0,"no"
"544",103000,6000,3,2,4,"yes","yes","no","no","yes",1,"no"
"545",105000,6000,3,2,2,"yes","yes","no","no","yes",1,"no"
"546",105000,6000,3,1,2,"yes","no","no","no","yes",1,"no"
