"","wage","educ","exper","sex"
"825",7.51192491801,4,6,NA
"826",9.50727939335,4,24,NA
"827",8.60741350375,4,13,NA
"828",19.7188019802,4,18,NA
"829",13.3435506781,4,27,NA
"830",14.8673521749,4,29,NA
"831",10.8426718956,4,16,NA
"832",11.2678861375,4,20,NA
"833",11.9475928299,4,22,NA
"834",7.88752079207,4,26,NA
"835",9.38990676725,4,4,NA
"836",9.01431089319,4,7,NA
"837",16.4323362229,4,26,NA
"838",9.71855160771,4,8,NA
"839",13.2045567788,4,10,NA
"840",14.0848589114,4,19,NA
"841",10.9439364004,4,26,NA
"842",10.563645423,4,11,NA
"843",5.63394306877,4,6,NA
"844",8.59917848086,4,3,NA
"845",14.8531255655,4,27,NA
"846",11.2678861375,4,23,NA
"847",16.3087836113,4,18,NA
"848",14.8261671447,4,15,NA
"849",11.2678861375,4,11,NA
"850",8.45091584263,4,10,NA
"851",18.0286193074,4,27,NA
"852",13.6824360001,4,35,NA
"853",11.2678861375,4,20,NA
"854",7.32412822045,4,3,NA
"855",11.9721318099,4,29,NA
"856",9.089430068,4,13,NA
"857",7.20620774965,4,4,NA
"858",13.3733078168,4,18,NA
"859",7.83630351092,4,1,NA
"860",11.2678861375,4,17,NA
"861",10.0158998907,4,30,NA
"862",11.5182858659,4,18,NA
"863",10.1723975518,4,13,NA
"864",16.1553325616,4,7,NA
"865",17.3847406662,4,32,NA
"866",19.2740190233,4,25,NA
"867",31.9256864791,4,31,NA
"868",11.4087367594,4,21,NA
"869",19.7188019802,4,36,NA
"870",13.0014080352,4,25,NA
"871",20.2821970307,4,18,NA
"872",6.76073316989,4,20,NA
"873",17.8676496471,4,34,NA
"874",7.74667264916,4,4,NA
"875",8.35358788693,4,10,NA
"876",9.85940222955,4,6,NA
"877",10.2718326025,4,10,NA
"878",12.8172231463,4,28,NA
"879",8.37478030436,4,5,NA
"880",6.5302516863,4,8,NA
"881",12.6022424448,4,24,NA
"882",6.25993867114,4,2,NA
"883",7.51192491801,4,1,NA
"884",10.106043892,4,3,NA
"885",14.8261671447,4,21,NA
"886",8.36625772498,4,11,NA
"887",11.2678861375,4,12,NA
"888",8.59176398553,4,19,NA
"889",11.1196259782,4,18,NA
"890",8.60741350375,4,8,NA
"891",25.9161524942,4,20,NA
"892",11.8938817399,4,12,NA
"893",11.9439611898,4,15,NA
"894",10.4105488611,4,20,NA
"895",9.38990676725,4,16,NA
"896",7.88752079207,4,2,NA
"897",9.70290456843,4,17,NA
"898",8.70700472733,4,5,NA
"899",7.00253595076,4,3,NA
"900",9.69631307961,4,8,NA
"901",20.0005007449,4,35,NA
"902",8.56979318243,4,4,NA
"903",13.3435506781,4,5,NA
"904",12.181500202,4,23,NA
"905",10.2522738034,4,18,NA
"906",15.4933452983,4,27,NA
"907",7.53406428871,4,15,NA
"908",6.88593179458,4,4,NA
"909",6.76073316989,4,9,NA
"910",14.0848589114,4,29,NA
"911",14.0848589114,4,21,NA
"912",11.8312811881,4,12,NA
"913",11.097161867,4,14,NA
"914",8.45091584263,4,3,NA
"915",11.8609342115,4,16,NA
"916",11.2678861375,4,10,NA
"917",17.7469230216,4,13,NA
"918",13.5214638608,4,32,NA
"919",15.023849836,4,15,NA
"920",18.3103180722,4,31,NA
"921",6.69030909844,4,6,NA
"922",12.1513786598,4,19,NA
"923",12.7311024569,4,8,NA
"924",9.85940222955,4,8,NA
"925",15.4933452983,4,10,NA
"926",11.8312811881,4,13,NA
"927",15.023849836,4,11,NA
"928",14.4655316448,4,29,NA
"929",17.4652267358,4,15,NA
"930",7.88752079207,4,6,NA
"931",7.17047389805,4,13,NA
"932",15.4933452983,4,32,NA
"933",11.1615869152,4,32,NA
"934",9.38990676725,4,14,NA
"935",13.1952880399,4,17,NA
"936",6.39365987521,4,4,NA
"937",8.31006769972,4,3,NA
"938",10.378317745,4,8,NA
"939",9.12162400006,4,7,NA
"940",7.74667264916,4,2,NA
"941",11.5182858659,4,22,NA
"942",12.5723340911,4,9,NA
"943",14.0848589114,4,36,NA
"944",7.98142038032,4,3,NA
"945",11.9721318099,4,9,NA
"946",9.96774657349,4,4,NA
"947",12.6763725245,4,28,NA
"948",8.73261212844,4,5,NA
"949",15.5834892997,4,41,NA
"950",14.7555670688,4,10,NA
"951",7.32412822045,4,3,NA
"952",9.26470814256,4,18,NA
"953",11.2678861375,4,32,NA
"954",8.6925500559,4,13,NA
"955",12.2786174482,4,32,NA
"956",12.7233235581,4,8,NA
"957",10.3327945781,4,7,NA
"958",9.01431089319,4,3,NA
"959",11.9721318099,4,18,NA
"960",9.38990676725,4,5,NA
"961",9.15515903609,4,6,NA
"962",12.2068795411,4,9,NA
"963",9.63700951167,4,9,NA
"964",9.01431089319,4,5,NA
"965",10.0817949474,4,8,NA
"966",11.5495849023,4,7,NA
"967",13.3023656479,4,29,NA
"968",7.98142038032,4,13,NA
"969",17.6530234334,4,35,NA
"970",12.8866606015,4,31,NA
"971",12.7505050831,4,17,NA
"972",12.6763725245,4,26,NA
"973",8.76391116488,4,7,NA
"974",6.42136445554,4,6,NA
"975",9.66831846385,4,11,NA
"976",7.32412822045,4,2,NA
"977",6.19733811933,4,10,NA
"978",8.45091584263,4,9,NA
"979",12.4539798066,4,8,NA
"980",6.31001812102,4,18,NA
"981",7.85787024757,4,1,NA
"982",11.1196259782,4,2,NA
"983",18.0286193074,4,27,NA
"984",4.50715544659,4,4,NA
"985",6.67177657852,4,8,NA
"986",16.6931673108,4,11,NA
"987",8.45091584263,4,14,NA
"988",7.46306014641,4,4,NA
"989",8.89570127839,4,2,NA
"990",12.181500202,4,17,NA
"991",12.5198748633,4,24,NA
"992",10.2020059544,4,4,NA
"993",10.2546659759,4,6,NA
"994",15.4933452983,4,18,NA
"995",7.75995974209,4,20,NA
"996",13.3023656479,4,14,NA
"997",11.5568085196,4,8,NA
"998",8.02836893498,4,7,NA
"999",7.11655953535,4,7,NA
"1000",10.7044935659,4,24,NA
"1001",15.9628407606,4,18,NA
"1002",15.8454656556,4,25,NA
"1003",25.6088388915,4,35,NA
"1004",13.5214638608,4,14,NA
"1005",10.9548908153,4,26,NA
"1006",17.7066799868,4,29,NA
"1007",7.72395568655,4,1,NA
"1008",10.378317745,4,12,NA
"1009",8.85334123287,4,3,NA
"1010",6.33818626224,4,19,NA
"1011",21.1272883671,4,32,NA
"1012",13.541481263,4,17,NA
"1013",16.9018316853,4,9,NA
"1014",12.4539798066,4,13,NA
"1015",20.9102327968,4,26,NA
"1016",9.15515903609,4,3,NA
"1017",11.1196259782,4,12,NA
"1018",12.050379401,4,8,NA
"1019",9.01431089319,4,10,NA
"1020",10.1410985154,4,14,NA
"1021",11.6790076326,4,17,NA
"1022",8.07531996857,4,7,NA
"1023",10.0418345112,4,13,NA
"1024",11.5898279371,4,10,NA
"1025",8.45091584263,4,15,NA
"1026",7.88752079207,4,7,NA
"1027",7.97705993322,4,10,NA
"1028",15.023849836,4,19,NA
"1029",11.5015778423,4,21,NA
"1030",15.2742470854,4,19,NA
"1031",14.0848589114,4,31,NA
"1032",8.08348310234,4,10,NA
"1033",8.87346275028,4,12,NA
"1034",17.9213880054,4,19,NA
"1035",8.63871501912,4,12,NA
"1036",9.26470814256,4,9,NA
"1037",9.78526967097,4,33,NA
"1038",14.3978567126,4,22,NA
"1039",8.45091584263,4,15,NA
"1040",10.1122065251,4,19,NA
"1041",11.9439611898,4,24,NA
"1042",13.3023656479,4,7,NA
"1043",14.4306232787,4,12,NA
"1044",16.7006189901,4,23,NA
"1045",8.45091584263,4,8,NA
"1046",8.45091584263,4,4,NA
"1047",13.8902327472,4,41,NA
"1048",10.6588117472,4,8,NA
"1049",14.3978567126,4,18,NA
"1050",10.0817949474,4,4,NA
"1051",9.92647230162,4,12,NA
"1052",12.072736918,4,32,NA
"1053",8.9903371104,4,10,NA
"1054",7.32412822045,4,14,NA
"1055",15.2921326032,4,28,NA
"1056",10.8231031807,4,10,NA
"1057",11.1196259782,4,3,NA
"1058",12.1129799529,4,11,NA
"1059",10.6748405425,4,3,NA
"1060",10.1563266146,4,17,NA
"1061",11.6904330452,4,8,NA
"1062",10.8453417088,4,24,NA
"1063",7.32412822045,4,6,NA
"1064",11.5495849023,4,18,NA
"1065",7.18327759861,4,4,NA
"1066",12.8775852196,4,22,NA
"1067",14.4872843016,4,24,NA
"1068",10.8581454094,4,5,NA
"1069",12.5566523467,4,17,NA
"1070",14.8261671447,4,18,NA
"1071",10.1723975518,4,10,NA
"1072",12.4336128746,4,34,NA
"1073",12.5198748633,4,20,NA
"1074",12.5198748633,4,29,NA
"1075",14.965163523,4,29,NA
"1076",11.4161487758,4,6,NA
"1077",9.89746875922,4,18,NA
"1078",6.14612083818,4,14,NA
"1079",8.1543930451,4,3,NA
"1080",11.9721318099,4,15,NA
"1081",15.7750415841,4,18,NA
"1082",10.2435330777,4,5,NA
"1083",10.2300551067,4,12,NA
"1084",14.8261671447,4,9,NA
"1085",11.8312811881,4,26,NA
"1086",9.96774657349,4,19,NA
"1087",8.84632832506,4,13,NA
"1088",9.01431089319,4,11,NA
"1089",10.8453417088,4,9,NA
"1090",8.647448308,4,8,NA
"1091",13.3806157179,4,21,NA
"1092",14.8261671447,4,15,NA
"1093",15.7750415841,4,20,NA
"1094",5.55345947808,4,1,NA
"1095",16.9018316853,4,14,NA
"1096",13.6153634491,4,27,NA
"1097",6.25993867114,4,4,NA
"1098",12.8954707374,4,10,NA
"1099",8.71919860981,4,5,NA
"1100",11.5223537986,4,18,NA
"1101",7.36960180863,4,17,NA
"1102",11.5992949908,4,13,NA
"1103",12.6763725245,4,18,NA
"1104",13.2045567788,4,25,NA
"1105",8.11287831651,4,13,NA
"1106",17.3352115399,4,28,NA
"1107",11.2678861375,4,2,NA
"1108",6.40220972288,4,16,NA
"1109",9.13612577126,4,14,NA
"1110",10.8837552894,4,31,NA
"1111",16.0122608137,4,26,NA
"1112",13.4879238669,4,24,NA
"1113",14.0087233731,4,6,NA
"1114",12.1574570091,4,11,NA
"1115",11.9721318099,4,26,NA
"1116",9.05455144906,4,10,NA
"1117",13.2003301942,4,21,NA
"1118",14.0848589114,4,21,NA
"1119",12.8524339426,4,13,NA
"1120",7.46497636335,4,4,NA
"1121",15.4933452983,4,18,NA
"1122",15.7915215457,4,25,NA
"1123",13.1315496568,4,4,NA
"1124",13.1458679868,4,14,NA
"1125",6.00953894283,4,21,NA
"1126",9.90208205771,4,12,NA
"1127",9.67643945572,4,10,NA
"1128",11.2678861375,4,7,NA
"1129",11.8312811881,4,16,NA
"1130",11.1196259782,4,18,NA
"1131",8.98385717367,4,2,NA
"1132",19.2493065179,4,10,NA
"1133",8.33823584094,4,3,NA
"1134",12.3242521672,4,14,NA
"1135",17.825656484,4,24,NA
"1136",11.2678861375,4,18,NA
"1137",9.85940222955,4,15,NA
"1138",12.4336128746,4,33,NA
"1139",8.65212853775,4,2,NA
"1140",12.9580712892,4,24,NA
"1141",9.15515903609,5,2,NA
"1142",9.23966841762,5,3,NA
"1143",11.8609342115,5,2,NA
"1144",21.9415343122,5,37,NA
"1145",18.3103180722,5,13,NA
"1146",10.378317745,5,2,NA
"1147",6.40220972288,5,19,NA
"1148",9.76550264131,5,2,NA
"1149",5.84521776207,5,1,NA
"1150",7.09876821708,5,5,NA
"1151",10.7478303119,5,5,NA
"1152",30.2824498821,5,37,NA
"1153",18.7798110556,5,20,NA
"1154",9.63700951167,5,8,NA
"1155",21.1272883671,5,39,NA
"1156",11.042531092,5,14,NA
"1157",7.0424294557,5,7,NA
"1158",13.0014080352,5,16,NA
"1159",9.23966841762,5,3,NA
"1160",17.5278248087,5,27,NA
"1161",9.65818953443,5,18,NA
"1162",5.28182271151,5,6,NA
"1163",17.2148294864,5,12,NA
"1164",8.04849045238,5,7,NA
"1165",37.5596121954,5,18,NA
"1166",2.81697277385,5,10,NA
"1167",19.7949375184,5,32,NA
"1168",11.1196259782,5,6,NA
"1169",14.5296443472,5,12,NA
"1170",15.7750415841,5,9,NA
"1171",14.648253962,5,13,NA
"1172",15.7750415841,5,26,NA
"1173",11.1505135114,5,4,NA
"1174",22.8040575212,5,11,NA
"1175",11.6353188778,5,19,NA
"1176",12.2068795411,5,15,NA
"1177",26.2917359736,5,26,NA
"1178",13.1458679868,5,20,NA
"1179",22.8878975902,5,10,NA
"1180",18.7798110556,5,16,NA
"1181",18.3103180722,5,22,NA
"1182",14.3978567126,5,10,NA
"1183",17.5779042586,5,15,NA
"1184",9.63700951167,5,11,NA
"1185",11.8044541509,5,27,NA
"1186",13.8881826678,5,20,NA
"1187",9.15515903609,5,6,NA
"1188",10.4227972801,5,1,NA
"1189",9.85940222955,5,6,NA
"1190",8.11287831651,5,7,NA
"1191",20.5638957955,5,14,NA
"1192",11.2678861375,5,18,NA
"1193",15.4933452983,5,9,NA
"1194",17.8877711645,5,23,NA
"1195",5.63394306877,5,9,NA
"1196",24.6641538526,5,19,NA
"1197",18.3103180722,5,8,NA
"1198",5.32094774652,5,11,NA
"1199",13.9018961376,5,30,NA
"1200",11.7126715733,5,5,NA
"1201",14.3409477961,5,19,NA
"1202",8.67330856051,5,7,NA
"1203",10.2819466583,5,6,NA
"1204",7.15013175541,5,26,NA
"1205",18.7328625009,5,6,NA
"1206",6.19733811933,5,8,NA
"1207",14.648253962,5,19,NA
"1208",13.2961063364,5,30,NA
"1209",9.65818953443,5,6,NA
"1210",15.4583551273,5,30,NA
"1211",21.4089871318,5,21,NA
"1212",16.9018316853,5,11,NA
"1213",21.0531582875,5,16,NA
"1214",17.880210412,5,16,NA
"1215",14.5296443472,5,10,NA
"1216",13.3437142878,5,5,NA
"1217",17.6060748787,5,22,NA
"1218",10.481756276,5,9,NA
"1219",16.2758385618,5,18,NA
"1220",16.5731843659,5,11,NA
"1221",20.5404202787,5,20,NA
"1222",8.45091584263,5,18,NA
"1223",11.4020287606,5,27,NA
"1224",15.2921326032,5,9,NA
"1225",7.51192491801,5,2,NA
"1226",26.2917359736,5,28,NA
"1227",12.4620958406,5,32,NA
"1228",24.4513149512,5,30,NA
"1229",10.4791360415,5,9,NA
"1230",33.8036534548,5,21,NA
"1231",18.8341319636,5,15,NA
"1232",8.78895088981,5,1,NA
"1233",10.1410985154,5,4,NA
"1234",13.3020533021,5,6,NA
"1235",13.7041886569,5,28,NA
"1236",9.85940222955,5,15,NA
"1237",12.5680281805,5,5,NA
"1238",8.73261212844,5,3,NA
"1239",12.8987652424,5,9,NA
"1240",20.1212273704,5,31,NA
"1241",17.0392440239,5,7,NA
"1242",32.0110362197,5,13,NA
"1243",15.4933452983,5,11,NA
"1244",10.2327447515,5,12,NA
"1245",12.3946762387,5,6,NA
"1246",15.4933452983,5,18,NA
"1247",29.171316736,5,28,NA
"1248",11.02293263,5,5,NA
"1249",12.497110801,5,8,NA
"1250",17.0500943235,5,18,NA
"1251",18.2722490636,5,25,NA
"1252",12.181500202,5,8,NA
"1253",14.0848589114,5,12,NA
"1254",7.88752079207,5,7,NA
"1255",15.2711161902,5,5,NA
"1256",16.0055205888,5,6,NA
"1257",24.2729555601,5,31,NA
"1258",12.3410196852,5,9,NA
"1259",13.5214638608,5,3,NA
"1260",18.3103180722,5,15,NA
"1261",17.0359718294,5,15,NA
"1262",9.01431089319,5,0,NA
"1263",11.4369049006,5,10,NA
"1264",14.648253962,5,14,NA
"1265",8.25664168726,5,5,NA
"1266",18.2539768319,5,24,NA
"1267",4.88275132065,5,3,NA
"1268",14.0848589114,5,26,NA
"1269",11.9836241538,5,30,NA
"1270",11.2678861375,5,4,NA
"1271",12.2791082774,5,19,NA
"1272",15.6498429595,5,29,NA
"1273",12.5198748633,5,3,NA
"1274",20.8608177016,5,33,NA
"1275",10.1410985154,5,2,NA
"1276",11.2678861375,5,15,NA
"1277",19.7188019802,5,14,NA
"1278",16.5360276054,5,33,NA
"1279",6.88593179458,5,9,NA
"1280",10.2300551067,5,4,NA
"1281",9.5575819474,5,30,NA
"1282",13.3806157179,5,32,NA
"1283",7.70960760934,5,3,NA
"1284",10.0817949474,5,6,NA
"1285",19.8314819819,5,28,NA
"1286",21.1272883671,5,19,NA
"1287",6.33818626224,5,3,NA
"1288",9.63700951167,5,11,NA
"1289",12.072736918,5,13,NA
"1290",12.3946762387,5,12,NA
"1291",14.0848589114,5,24,NA
"1292",11.9721318099,5,12,NA
"1293",12.3242521672,5,26,NA
"1294",16.9018316853,5,35,NA
"1295",21.5341857565,5,25,NA
"1296",11.5182858659,5,1,NA
"1297",11.2678861375,5,32,NA
"1298",7.74667264916,5,5,NA
"1299",18.0286193074,5,24,NA
"1300",4.88275132065,5,36,NA
"1301",13.1458679868,5,8,NA
"1302",11.2678861375,5,7,NA
"1303",28.7957084673,5,24,NA
"1304",14.0126301751,5,6,NA
"1305",8.45091584263,5,5,NA
"1306",23.7218684231,5,19,NA
"1307",9.63700951167,5,2,NA
"1308",11.4513174301,5,6,NA
"1309",20.6960106495,5,32,NA
"1310",9.15515903609,5,22,NA
"1311",6.19733811933,5,1,NA
"1312",18.3103180722,5,29,NA
"1313",14.752037065,5,11,NA
"1314",7.37778229495,5,15,NA
"1315",16.8377264197,5,7,NA
"1316",17.5278248087,5,17,NA
"1317",17.7066799868,5,30,NA
"1318",6.19733811933,5,3,NA
"1319",28.1697277385,5,30,NA
"1320",9.76550264131,5,2,NA
"1321",19.5638685272,5,17,NA
"1322",15.4933452983,5,37,NA
"1323",10.378317745,5,18,NA
"1324",13.7041886569,5,17,NA
"1325",15.6341934412,5,7,NA
"1326",12.94284319,5,8,NA
"1327",15.2268746328,5,6,NA
"1328",10.1410985154,5,11,NA
"1329",9.15515903609,5,3,NA
"1330",12.6022424448,5,7,NA
"1331",12.3946762387,5,15,NA
"1332",8.1543930451,5,9,NA
"1333",21.1272883671,5,34,NA
"1334",19.8939065293,5,24,NA
"1335",12.8479669013,5,3,NA
"1336",7.70960760934,5,2,NA
"1337",7.35542725688,5,18,NA
"1338",15.0675237172,5,24,NA
"1339",10.2300551067,5,6,NA
"1340",15.4933452983,5,23,NA
"1341",9.9335323092,5,4,NA
"1342",21.6906834177,5,14,NA
"1343",11.8312811881,5,11,NA
"1344",7.98142038032,5,16,NA
"1345",14.8320620527,5,27,NA
"1346",9.38990676725,5,16,NA
"1347",9.01431089319,5,5,NA
"1348",8.45091584263,5,21,NA
"1349",8.45091584263,5,23,NA
"1350",11.564411414,5,4,NA
"1351",16.9018316853,5,16,NA
"1352",15.6498429595,5,12,NA
"1353",9.85940222955,5,14,NA
"1354",11.3304866894,5,0,NA
"1355",16.6457428006,5,13,NA
"1356",22.535774754,5,11,NA
"1357",19.7188019802,5,25,NA
"1358",13.2961063364,5,28,NA
"1359",15.2921326032,5,17,NA
"1360",11.2678861375,5,15,NA
"1361",10.0002503725,5,5,NA
"1362",13.6153634491,5,15,NA
"1363",11.5182858659,5,2,NA
"1364",16.7676890622,5,26,NA
"1365",10.4814835932,5,8,NA
"1366",12.3946762387,5,19,NA
"1367",18.5436577681,5,20,NA
"1368",15.3670014056,5,15,NA
"1369",8.42668920845,5,11,NA
"1370",9.68334081145,5,23,NA
"1371",9.03135357301,5,9,NA
"1372",12.6022424448,5,21,NA
"1373",7.18327759861,5,2,NA
"1374",12.5198748633,5,24,NA
"1375",11.6801281114,5,11,NA
"1376",7.88752079207,5,3,NA
"1377",7.88752079207,5,3,NA
"1378",7.88752079207,5,2,NA
"1379",26.0569808056,5,17,NA
"1380",10.1532800032,5,21,NA
"1381",19.4371056944,5,32,NA
"1382",14.648253962,5,10,NA
"1383",6.33818626224,5,3,NA
"1384",14.0848589114,5,11,NA
"1385",16.160523452,5,13,NA
"1386",16.2758385618,5,23,NA
"1387",10.8231031807,5,4,NA
"1388",18.3666568336,5,31,NA
"1389",15.2116490125,5,29,NA
"1390",14.8261671447,5,20,NA
"1391",8.63871501912,5,1,NA
"1392",10.2435330777,5,5,NA
"1393",10.2662971401,5,2,NA
"1394",16.2981935999,5,14,NA
"1395",20.5133329532,5,26,NA
"1396",7.88752079207,5,1,NA
"1397",33.8036534548,5,16,NA
"1398",11.9117672577,5,17,NA
"1399",12.1129799529,5,9,NA
"1400",11.8656491464,5,12,NA
"1401",23.4747656786,5,9,NA
"1402",13.7851804293,5,24,NA
"1403",8.89570127839,5,1,NA
"1404",38.2638776993,5,38,NA
"1405",13.3274549515,5,6,NA
"1406",15.4933452983,5,15,NA
"1407",19.7065411664,5,18,NA
"1408",25.3527400911,5,27,NA
"1409",22.535774754,5,9,NA
"1410",17.7066799868,5,21,NA
"1411",14.7609314847,5,32,NA
"1412",15.023849836,5,26,NA
"1413",5.63394306877,5,4,NA
"1414",13.3806157179,5,20,NA
"1415",16.3087836113,5,19,NA
"1416",18.2274646194,5,30,NA
"1417",14.0848589114,5,10,NA
"1418",11.1196259782,5,11,NA
"1419",8.89570127839,5,5,NA
"1420",9.15515903609,5,21,NA
"1421",10.0606124457,5,5,NA
"1422",9.20210759075,5,12,NA
"1423",13.1487584253,5,24,NA
"1424",12.2621126974,5,16,NA
"1425",14.1975389131,5,12,NA
"1426",6.00953894283,5,1,NA
"1427",6.10343853108,5,25,NA
"1428",16.4792847776,5,24,NA
"1429",11.8609342115,5,5,NA
"1430",10.563645423,5,9,NA
"1431",8.60741350375,5,1,NA
"1432",22.535774754,5,23,NA
"1433",15.5496840597,5,32,NA
"1434",14.6779069854,5,22,NA
"1435",12.2052335281,5,22,NA
"1436",20.0005007449,5,13,NA
"1437",7.85787024757,5,6,NA
"1438",7.46497636335,5,21,NA
"1439",16.1193384218,5,26,NA
"1440",10.463037836,5,3,NA
"1441",12.1442789893,5,5,NA
"1442",11.3903653703,5,7,NA
"1443",19.0145612656,5,6,NA
"1444",8.51642666442,5,2,NA
"1445",6.55252244056,5,2,NA
"1446",47.5755269597,5,28,NA
"1447",8.69247072997,5,3,NA
"1448",10.6418930141,5,10,NA
"1449",14.3978567126,5,14,NA
"1450",26.2100550572,5,28,NA
"1451",13.7718611102,5,33,NA
"1452",16.7495630877,5,23,NA
"1453",15.303357222,5,13,NA
"1454",10.4506530755,5,22,NA
"1455",10.2197105099,5,4,NA
"1456",8.23422467582,5,2,NA
"1457",9.38990676725,5,25,NA
"1458",9.15515903609,5,2,NA
"1459",17.5528645336,5,22,NA
"1460",12.3242521672,5,18,NA
"1461",9.81915919474,5,5,NA
"1462",11.2678861375,5,24,NA
"1463",16.9018316853,5,9,NA
"1464",24.0381607292,5,26,NA
"1465",8.45091584263,5,3,NA
"1466",29.1086988317,5,30,NA
"1467",9.63700951167,5,5,NA
"1468",11.1196259782,5,1,NA
"1469",5.45337494639,5,14,NA
"1470",11.085488561,5,19,NA
"1471",15.6498429595,5,15,NA
"1472",15.023849836,5,24,NA
